,line,content
72,72,                         in front of DeLancey.
73,73,               The figure is CAPTAIN JOHN MILLER.  Early thirties.  By far
74,74,"               the oldest man on the craft.  Relaxed, battle-hardened,"
75,75,"               powerful, ignoring the hell around them.  He smiles, puts a"
76,76,"               cigar in his mouth, strikes a match on the front of DeLancey's"
77,77,               helmet and lights the cigar.
78,78,               DeLancey tries to look away but Miller grips him by the jaw
79,79,               and forces him to lock eyes.  Miller smiles.  DeLancey is
80,80,               terrified.
81,81,"               Delancey Captain, are we all gonna die?"
82,82,"               Miller Hell no, two-thirds, tops."
83,83,"               Delancey Oh, Jesus..."
84,84,               Miller I want every one of you to look at the man on your
85,85,               left.  Now look at the man on your right.  Feel sorry for
86,86,"               those to sons-of-bitches, they're going to get it, you're"
87,87,"               not going to get a scratch.  A few, including DeLancey, manage"
88,88,               thin smiles.  Miller releases his grip on DeLancey who moves
89,89,               his jaw as if to see if it's broken.  Miller pats him on the
90,90,               cheek and moves on to the bow.
91,91,                                     MILLER
92,92,                         Looks over the gunwale at THE HELL
93,93,                         IN FRONT OF THEM.
94,94,               PAN DOWN TO MILLER'S HAND
95,95,"               It quivers in fear.  Miller glances around, sees that none"
96,96,               of the men have noticed.  He stares at his hand as if it
97,97,               belongs to someone else.  It stops shaking.  He turns his
98,98,               eyes back to the objective.
99,99,               THE LEAD LANDING CRAFT HITS THE BEACH
100,100,               The six surviving boats alongside.
101,101,               EXPLOSIVE PROPELLED GRAPPLING HOOKS FIRE
102,102,               From the landing crafts.  Arc toward the top of the cliffs.
103,103,               THE LEAD CRAFT RAMP GOES DOWN
104,104,               A river of MACHINE GUN FIRE pours into the craft.  A dozen
105,105,"               men are INSTANTLY KILLED.  Among them, DeLancey."
106,106,                                     MILLER
107,107,                         Somehow survives.  Jumps into the
108,108,                         breakers.
109,109,                                     MILLER
110,110,"                         MOVE, GODDAMN IT!  GO!  GO!  GO!"
111,111,                                     EXPLOSIONS EVERYWHERE
112,112,                         THE GERMANS On the edge of the cliff.
113,113,                         Rain down MACHINE GUN FIRE and
114,114,                         GRENADES.
115,115,                                     THE AMERICANS
116,116,                         Struggle through the surf.  FIRING
117,117,                         up as best they can.  Making for the
118,118,                         base of the cliffs.
119,119,"               INCENDIARY GRENADES, HURLED FROM ABOVE,"
120,120,"               EXPLODE, SPREADING FIRE"
121,121,                                     MILLER
122,122,                         Ignores the EXPLOSIONS and BULLETS.
123,123,                         Uses hand signals and curt orders.
124,124,                                     MILLER
125,125,                         THERE!  THERE!  HOOKS THERE!  FIRE
126,126,"                         SQUAD, THOSE ROCKS!"
127,127,                                     THE MEN
128,128,                         Obey instantly.  Set the grappling
129,129,                         hooks.  Take position.  Return fire.
130,130,               THE SOUNDS OF BATTLE
131,131,               Drown out most voices.  Except the SCREAMS OF THE WOUNDED
132,132,               AND DYING.
133,133,                                     THE MEN
134,134,                         Know what they have to do.  Start up
135,135,                         the ropes.  Into the teeth of the
136,136,                         German defenders.
137,137,                                     MILLER
138,138,                         Back-straps his Thompson sub-machine
139,139,                         gun.  Starts climbing with the first
140,140,                         group.
141,141,                                     THE CLIFF FACE
142,142,                         The Americans swarm up the ropes.
143,143,                         Taking turns firing up at the Germans.
144,144,               MILLER SEES A STALLED CLIMBER
145,145,               A soft-faced boy.  Grabs him by the back of his collar.
146,146,               Roughly yanks him up.  Nearly choking him.  They boy climbs
147,147,               on.
148,148,                                     HALF-WAY
149,149,"                         An American private is HIT.  FALLS,"
150,150,                         taking two others with him.  All
151,151,                         three land on the rocks below.
152,152,                         Another way to die.
153,153,                                     NEAR THE TOP
154,154,                         Less steep.  They leave the ropes.
155,155,"                         Free climb, scrambling up the rocks."
156,156,                                     MILLER
157,157,                         Joins half-a-dozen pinned down men.
158,158,                         Others bottleneck behind them.  Miller
159,159,                         scans the route and the defenders.
160,160,               Sees an open gap.  Deadly.  Beyond is a protective overhang.
161,161,               With a clear line to the top.
162,162,                                     MILLER
163,163,                         That's the route.
164,164,               Miller motions to six men huddled near him.
165,165,                                     MILLER
166,166,                         Go!
167,167,                                     THE SIX MEN
168,168,                         Take an instant to get ready.  Then
169,169,                         SCRAMBLE into the gap.
170,170,               MILLER AND THE OTHERS
171,171,               Do their best to cover them.  POUR FIRE up at the Germans.
172,172,               Bad angle.  No Germans are hit.
173,173,                                     THE SIX MEN
174,174,                         Are CUT TO RIBBONS by MACHINE GUN
175,175,                         FIRE.  All KILLED.  They fall to the
176,176,                         rocks below.
177,177,"               SARGE, mid-twenties, experienced, Miller's right arm and"
178,178,"               best friend, dives into the rocks next to Miller."
179,179,"               Sarge That's a goddamned shooting gallery, Captain."
180,180,                                     MILLER
181,181,                         It's the only way.
182,182,                                     MILLER
183,183,                         Turns to the next half-dozen men.
184,184,                                     MILLER
185,185,                         YOU'RE N
186,186,                                     THE SECOND SIX
187,187,                         Move to the head of the gap.  Miller
188,188,                         moves for a better angle against the
189,189,"                         machine guns.  Calls to JACKSON, a"
190,190,"                         tall, gangly Southern country boy,"
191,191,                         sharp-shooter.
192,192,                                     MILLER
193,193,"                         JACKSON, PICK OFF A FEW OF THEM,"
194,194,                         WILL YOU?
195,195,                                     JACKSON
196,196,                              (heavy Southern accent)
197,197,"                         You betcha, Captain."
198,198,               Miller signals others where to direct their cover fire.
199,199,               Turns to the second six.
200,200,                                     MILLER
201,201,                         GO!
202,202,                                     THE SECOND SIX
203,203,                         Take deep breaths.  Head into the
204,204,                         gap.
205,205,               MILLER AND OTHERS BLAST SURPRISING FIRE
206,206,"               JACKSON, NAILS a pair of Germans.  MILLER CUTS DOWN two more."
207,207,               SARGE gets one.  Not enough.
208,208,                                     THE SECOND SIX
209,209,                         Are RAKED BY MACHINE GUNS.  All are
210,210,                         KILLED.
211,211,                                     MILLER
212,212,"                         Turns, looking for the next six."
213,213,                         His eyes fall on Sarge and REIBEN
214,214,"                         who is a cynical, sharp, New Yorker."
215,215,                         Reiben smiles.
216,216,                                     REIBEN
217,217,                              (heavy Brooklyn accent)
218,218,"                         Captain, can I put in for a transfer?"
219,219,                                     MILLER
220,220,"                         Sure, meet me at the top, we'll start"
221,221,                         the paperwork.
222,222,                                     THE THIRD SIX
223,223,                         Moves into place.  Sarge and Miller
224,224,                         exchange a look.  They both see the
225,225,                         madness of what they're doing.
226,226,               MILLER AND THE OTHERS
227,227,               OPEN UP on the Germans.
228,228,                                     MILLER
229,229,                         GO!
230,230,                                     SARGE
231,231,"                         Rolls his eyes, takes a breath."
232,232,                         Scrambles into the gap.  The other
233,233,                         five right behind.
234,234,                                     IN THE GAP
235,235,                         BULLETS EVERYWHERE.
236,236,               Three are HIT.  Then another.  POTATO MASHER GRENADES bounce
237,237,               down.  EXPLODE below.
238,238,               THE GERMAN MACHINE GUN swings toward Sarge and Reiben.  Miller
239,239,               sees them about to get it...  MILLER STEPS OUT 
240,240, THE OPEN.
241,241,               A perfect target.  Captain's bars glinting.  FIRING.  TRYING
242,242,               TO DRAW THE GERMAN FIRE.
243,243,               THE GERMAN MACHINE GUNNER
244,244,               SEES MILLER STANDING IN THE OPEN.  Too much to pass up.  He
245,245,"               swings the machine gun away from Sarge and Reiben, toward"
246,246,               Miller.
247,247,               A ROW OF GERMAN BULLETS approaches Miller...he's an instant
248,248,               from death.
249,249,               SARGE AND REIBEN DIVE
250,250,               Under the overhang to safety.
251,251,"               MILLER DIVES BACK TO COVER, BARELY MAKES IT, HIS BOOT HEAL"
252,252,               IS BLOWN OFF.
253,253,               UNDER THE OVERHANG Sarge and Reiben untangle themselves.
254,254,                                     REIBEN
255,255,                         I'll be Goddamned!  I'm not dead!
256,256,               Sarge hollers back to Miller.
257,257,                                     SARGE
258,258,"                         CAPTAIN, IF YOUR MOTHER SAW YOU DO"
259,259,"                         THAT, SHE'D BE VERY UPSET!"
260,260,                                     MILLER
261,261,                         I THOUGHT YOU WERE MY MOTHER.
262,262,               Quick smiles.  MILLER AND HIS RANGERS lean out and FIRE.
263,263,               HIT more Germans.
264,264,"               SARGE AND REIBEN run up the path, under the overhang.  Stop"
265,265,               near the top.  Pull pins on grenades.  Count.  Both throw
266,266,"               long, arcing over the crest, perfectly aimed."
267,267,               THE TWO GRENADES EXPLODE.
268,268,               Putt out the two worst machine gun nests.
269,269,                                     MILLER
270,270,                         Crosses the gap.  His men follow.
271,271,                                     AT THE CREST
272,272,                         The Americans swarm over the top.
273,273,                         FIRING.
274,274,               TWO DOZEN GERMANS FIRE BACK as they retreat.
275,275,               Abandoning the perimeter defense of the bunkers.  The Germans
276,276,               are CUT DOWN.
277,277,"               MILLER motions to WADE, a small, wide-eyed, demolition man"
278,278,               who's struggling under the weight of half-a dozen satchel
279,279,               charges.
280,280,                                     MILLER
281,281,"                         Okay, Wade, your turn."
282,282,"               Wade Captain, I love it when you say that."
283,283,"               Miller, Sarge, Reiben and Jackson cover Wade as he races to"
284,284,               the first of three bunkers.  Dodging bullets from inside.
285,285,"               Wade tosses a SATCHEL CHARGE into a gun port.  A HUGE, MUFFLED"
286,286,"               EXPLOSION, rocks the bunker."
287,287,                                     MILLER AND SARGE
288,288,                         Survey the field.
289,289,                                     SARGE
290,290,                         What the hell were you doing?  Drawing
291,291,                         fire!
292,292,                                     MILLER
293,293,"                         Worked, didn't it?"
294,294,                                     SARGE
295,295,                         You tryin' to get yourself killed?
296,296,                                     MILLER
297,297,"                         Don't need to, the Krauts go that"
298,298,                         covered.
299,299,"               Sarge shakes his head at Miller, then he looks over the cliff"
300,300,"               at the scores of men, their shattered, burning bodies covering"
301,301,               the rocks and the beach below.  He's clearly affected.
302,302,               Miller coldly glances at the dead and wounded.  Then he moves
303,303,"               on, leading his surviving men toward the two remaining German"
304,304,               bunkers.  The SOUNDS OF BIG GUNS and MACHINE GUNS FIRE
305,305,               surround him.  DISSOLVE TO:
306,306,               
307,307, WAR DEPARTMENT BUILDING - DAY
308,308,               The SOUND OF CLATTERING MACHINE GUN FIRE SEGUES TO that of
309,309,               CLATTERING TYPEWRITERS.  A huge government building stands
310,310,"               in the heart of Washington, D.C."
311,311,                                     SUPERIMPOSITION:
312,312,"                         WAR DEPARTMENT WASHINGTON, D.C."
313,313,"               JUNE 8, 1944"
314,314,               
315,315, COMMUNICATIONS OFFICE - WAR DEPT. - DAY
316,316,"               Very busy.  A dozen, somber military clerks work behind desks,"
317,317,               quickly and efficiently.  No small talk.
318,318,                                     A CLERK
319,319,"                         Older than the others, sad-eyed,"
320,320,                         adds a sheet of paper to a large
321,321,                         pile in his out-box.
322,322,                                     CLOSE SHOT
323,323,                         An outgoing telegram.  It reads:
324,324,"                         \""We regret to inform you...killed in"
325,325,"                         action...heroic service...\""  This is"
326,326,                         the paperwork of death.
327,327,                                     THE CLERK
328,328,                         Pulls out a file.  Reads.  Finds
329,329,                         something troubling.  Quickly shuffles
330,330,                         through some other papers.  Finds
331,331,                         what he's looking for.  Rises from
332,332,                         his desk and hurries out of the
333,333,                         office.
334,334,               
335,335, LIEUTENANT'S OFFICE - WAR DEPT. - DAY
336,336,               Seen through the glass wall.  The clerk speaks to a YOUNG
337,337,               LIEUTENANT who is visibly shaken by what he is being told.
338,338,               He motions to the clerk to follow and he strides out of the
339,339,               office with the clerk on his heels.
340,340,               
341,341, CAPTAIN'S OFFICE - WAR DEPT. - DAY
342,342,"               Again, seen through a glass wall.  The Young Lieutenant speaks"
343,343,"               to a YOUNG CAPTAIN who, like the Lieutenant is clearly"
344,344,               bothered by what he's being told.  The Captain takes the
345,345,               papers from the Young Lieutenant and strides out.
346,346,               
347,347, COLONEL'S OFFICE - WAR DEPT. - DAY
348,348,               A busy office.  Aides and secretaries scurry about.  The
349,349,               walls and tables are covered with maps of Normandy and complex
350,350,               deployment charts.  A ONE-ARMED COLONEL with a chest full of
351,351,               ribbons pours himself another cup of coffee.  He clearly
352,352,"               hasn't slept in a long time.  The Young Captain, his staff"
353,353,"               officer, walks in."
354,354,"               Young captain Colonel, I've got something you should know"
355,355,               about.
356,356,               One-armed colonel Yes?
357,357,               Young captain Two brothers died in Normandy.  One at Omaha
358,358,"               Beach, the other at Utah.  Last week in Guam a third brother"
359,359,               was killed in action.  All three telegrams went out this
360,360,               morning.  Their mother in Iowa is getting all three telegrams
361,361,               this afternoon.
362,362,               The life drains from the Colonel.  Others in the room hear
363,363,               and freeze.
364,364,"               One-armed colonel Oh, Jesus."
365,365,               Young captain There's more.  There's a fourth brother.  The
366,366,               youngest.  He parachuted in with the Hundred-and-First
367,367,               Airborne the night before the invasion.  He's on the front.
368,368,               One-armed colonel Is he alive?
369,369,               Young captain We don't know.
370,370,               The Colonel regains his bearings.  Stands and motions curtly
371,371,               to the Captain.  One-armed colonel Come with me.
372,372,               The Colonel regains his bearings.  Stands and motions curtly
373,373,               to the Captain.
374,374,               One-armed colonel Come with me.
375,375,               The Colonel strides from the room with the Captain on his
376,376,               heels.  The aides and secretaries watch them go.
377,377,               
378,378, FARM ROAD - IOWA - DAY
379,379,"               A black car drives along a dirt road, a cloud of dust rising"
380,380,               behind.  Passing through an endless expanse of ripening corn.
381,381,               
382,382, RYAN FARM - IOWA - DAY
383,383,               A whit farmhouse.  A barn.  A stand of trees.  Cornfields as
384,384,               far as the eye can see.
385,385,                                     IN THE YARD
386,386,                         A tire swing.  A bushel basket nailed
387,387,                         to the barn over a dirt basketball
388,388,                         court.
389,389,                                     A PORCH SWING
390,390,                         Sits empty.  Moves slightly.
391,391,               ON THE GLASS OF THE FRONT DOOR
392,392,"               Four American flag decals.  Each one, a man in service."
393,393,                                     MARGARET RYAN
394,394,                         Steps out.  Around sixty.  Her face
395,395,                         shows the lines of a life of hard
396,396,                         work and mother hood.  A good woman.
397,397,               She wipes her hands on her apron and looks out across the
398,398,               fields.  Far in the distance she sees the dust rising behind
399,399,               the black car.
400,400,"               She watches the car get closer, then sees it turn toward her"
401,401,               house.  She starts to grow uneasy.
402,402,"               As the black car approaches, her breath comes hard.  She"
403,403,               reaches out and steadies herself on the porch post.
404,404,"               The car pulls up to the house.  She sees three men get out,"
405,405,               one wearing a clerical collar.  The first of her tears come.
406,406,               
407,407, GENERAL MARSHALL'S OFFICE - WAR DEPARTMENT - DAY
408,408,               Another busy office filled with aides and secretaries.
409,409,"               GENERAL GEORGE MARSHALL, Army Chief of Staff, stands next to"
410,410,"               his conference table, reading the Ryan brother' files.  Half-"
411,411,"               a-dozen subordinates, among them the one-armed Colonel and"
412,412,"               the Young Captain, wait.  General Marshall puts down the"
413,413,               file.
414,414,                                     GENERAL MARSHALL
415,415,                              (softly)
416,416,                         Goddamn it.
417,417,               One-armed colonel All four of them were in the same company
418,418,               in the 29th Infantry but we split them up after the Sullivan
419,419,               brothers died on the Juneau.
420,420,                                     GENERAL MARSHALL
421,421,"                         Any contact with the fourth brother,"
422,422,                         James?
423,423,"               One-armed colonel No, sir.  He was dropped about thirty miles"
424,424,"               inland, near Ramelle.  That's still deep behind German lines."
425,425,               General Marshall hardens.
426,426,                                     GENERAL MARSHALL
427,427,"                         Well, if he's alive, we're going to"
428,428,                         send someone to get him the hell out
429,429,                         of there.  That's just what the
430,430,                         General's staff wanted to hear.
431,431,               
432,432, NORMANDY - CRATER FIELD - DAY
433,433,               NEAR CONSTANT MORTAR EXPLOSIONS.  HEAVY MACHINE GUN FIRE.
434,434,               Miller's Ranger company is pinned down by a superior force
435,435,               of German troops.  The Americans hug the bottoms of the
436,436,"               craters, FIRING BACK as best they can.  BIG GUNS THUNDER in"
437,437,               the distance.
438,438,                                     SUPERIMPOSITION:
439,439,                         Normandy 1300 hours June 9
440,440,                                     MILLER
441,441,"                         Trailed by a RADIOMAN, dashes through"
442,442,                         the fire and dives into a sludge-
443,443,"                         filled crater.  He surfaces, sees"
444,444,"                         Sarge and Reiben, and reels from a"
445,445,                         horrific smell.  Their conversation
446,446,                         is repeatedly broken by FIRING And
447,447,                         DUCKING GERMAN FIRE.
448,448,                                     MILLER
449,449,                         Jesus Christ!  What the hell are we
450,450,                         swimming in?
451,451,                                     REIBEN
452,452,"                         Shit, sir."
453,453,                                     SARGE
454,454,"                         Fertilizer, Captain, I think we're"
455,455,                         in a cranberry bog.
456,456,                                     REIBEN
457,457,"                         Out of the frying pan, into the"
458,458,                         fucking latrine.
459,459,                                     MILLER
460,460,"                         Look at the bright side, the Krauts"
461,461,                         sure as hell don't want to advance
462,462,                         and hold this cesspool.
463,463,               Miller barks to his RADIOMAN.
464,464,                                     MILLER
465,465,"                         Get Fire Control, we need some"
466,466,                         artillery...
467,467,"               Radioman Trying, sir."
468,468,               MORE EXPLOSIONS.  They all duck.  Reiben's worried.
469,469,                                     REIBEN
470,470,"                         Sir, what if they send some other"
471,471,                         company into Caen ahead of us while
472,472,                         we're pinned down here?
473,473,                                     MILLER
474,474,"                         Don't worry, we're the only Rangers"
475,475,"                         this side of the continent, we've"
476,476,                         got to be first into Caen.
477,477,                                     SARGE
478,478,                         Who cares?
479,479,                                     REIBEN
480,480,                         I care.  Don't you know what Caen's
481,481,"                         famous for, Sarge?"
482,482,                                     SARGE
483,483,                         Frogs?
484,484,                                     REIBEN
485,485,                         Lingerie.
486,486,                                     SARGE
487,487,                         Yeah?  So?
488,488,"               THE GERMAN FIRE diminishes for an instant.  Miller, Sarge"
489,489,               and Reiben immediately rise and POUR FIRE at the German
490,490,               positions.  GERMAN MACHINE GUN FIRE RESPONDS and they duck
491,491,               down again.
492,492,                                     REIBEN
493,493,"                         So, you ever heard of employee"
494,494,"                         discounts?  My uncle sells shoes,"
495,495,                         gets twenty-five percent off
496,496,"                         everything in the line, got a closet"
497,497,                         filled with the best looking shoes
498,498,                         you ever seen.
499,499,               MORE MORTAR EXPLOSIONS.
500,500,                                     REIBEN
501,501,                         Just picture some French number been
502,502,"                         spending all day, every day, making"
503,503,"                         cream-colored, shear-body negligees"
504,504,                         with gentle-lift silk cups and
505,505,"                         gathered empire waists, what the"
506,506,                         hell you think she wears at night?
507,507,                                     MILLER
508,508,"                         Reiben, how the hell do you know so"
509,509,                         much about lingerie?
510,510,                                     REIBEN
511,511,"                         Lingerie is my life, sir.  My mother's"
512,512,"                         got a shop in Brooklyn, I grew up in"
513,513,"                         it, from the time I could crawl, we"
514,514,"                         carry Caen lingerie, it's the best"
515,515,"                         there is, it's all I been thinking"
516,516,                         about since the invasion.
517,517,               Another pause in the German shelling.  Reiben rises and BLASTS
518,518,"               HIS B.A.R, then ducks as the GERMANS RETURN FIRE."
519,519,                                     MILLER
520,520,"                         There's a war on, good chance they're"
521,521,                         not still making lingerie in Caen.
522,522,                                     REIBEN
523,523,"                         Oh, Captain, they'll always make"
524,524,"                         lingerie, it's one of the three basic"
525,525,"                         needs of man -- food, shelter, silk"
526,526,"                         teddies.  Miller Dream on, private."
527,527,                                     REIBEN
528,528,"                         Happy to, sir."
529,529,"               Radioman Captain, I've got Command, they want you back at"
530,530,"               H.Q., right away."
531,531,                                     MILLER
532,532,                         Maybe the war's over.
533,533,               A MORTAR SHELL EXPLODES VERY CLOSE.  After the debris stops
534,534,"               falling, Sarge and Reiben rise, spitting out sludge.  Reiben"
535,535,               looks dubiously at Miller.
536,536,                                     REIBEN
537,537,"                         I don't think so, Captain."
538,538,                                     MILLER
539,539,                              (to Radioman)
540,540,                         Stay at it until you get fire control.
541,541,                              (to Sarge)
542,542,"                         Keep 'em down, wait for the navy."
543,543,                                     SARGE
544,544,"                         Yes, sir."
545,545,"               Miller waits for a pause in the MORTAR BARRAGE, then scrambles"
546,546,               out of the crater and takes off in a crouch-run.
547,547,               
548,548, NORMANDY - FIELD H.Q. - 19TH INFANTRY - DAY
549,549,               Chaos.  Under fire.  
550,550,"RMITTENT MORTARS, SOME BIG GERMAN"
551,551,               SHELLS and fairly close SMALL ARMS FIRE.
552,552,                                     MILLER
553,553,                         Runs over the broken ground and makes
554,554,                         it to the sandbagged H.Q.  He stumbles
555,555,                         down the make-shift stairs.
556,556,               
557,557, H.Q. SANDBAGGED BUNKER - DAY
558,558,               Sand and dirt falls with the closest of the EXPLOSIONS which
559,559,               continue through the scene.  Miller salutes a Major.
560,560,                                     MILLER
561,561,"                         Miller, Company B, Second Rangers."
562,562,               Major Go on in.
563,563,               Miller goes deeper into the H.Q. bunker where he finds a
564,564,"               dozen officers with as many aides, runners and radiomen."
565,565,               Very busy.  A field map dominates the center of the small
566,566,               space.
567,567,"               The men in the room note Miller, a few nod to him"
568,568,               respectfully.  He's clearly someone special.
569,569,"               COLONEL SAM ANDERSON is in command, talking on a field-phone."
570,570,"               He's about fifty, firm and steady, the calm at the eye of"
571,571,               the storm.  He sees Miller and motions for him to wait.
572,572,                                     COLONEL ANDERSON
573,573,                              (into field-phone)
574,574,"                         ...I understand your problem, but if"
575,575,                         we don't get those tanks off-loaded
576,576,"                         by 0600, we're going to have an entire"
577,577,                         division up at Caen with its ass
578,578,                         hanging out of its pants...
579,579,               A LIEUTENANT steps up to Miller and hands him a sheet of
580,580,               paper.
581,581,"               Lieutenant Captain, here's your company address list."
582,582,                                     MILLER
583,583,                         My what?
584,584,               Lieutenant For letters to the families of your killed-in-
585,585,               action.
586,586,               Miller hands the list back to the Lieutenant.
587,587,                                     MILLER
588,588,                         Find a chaplain.
589,589,                                     COLONEL ANDERSON
590,590,                              (into field-phone)
591,591,"                         ...alright, let me know when."
592,592,"               Anderson hangs up, speaks to an AIDE."
593,593,                                     COLONEL ANDERSON
594,594,                         Have the Second and Third Regiments
595,595,                         hold at St. Michel until we get those
596,596,"                         tanks.  Aide Yes, sir."
597,597,               Colonel Anderson turns to Miller.
598,598,                                     COLONEL ANDERSON
599,599,                         Report.
600,600,                                     MILLER
601,601,"                         Sector four is secured, we put out"
602,602,"                         the last three German one-fifty-fives,"
603,603,                         found them about two miles in from
604,604,                         Ponte du Hoc.
605,605,                                     COLONEL ANDERSON
606,606,                         Resistance?
607,607,                                     MILLER
608,608,"                         A company, Wehrmacht, no artillery,"
609,609,"                         we took twenty-three prisoners, turned"
610,610,                         them over to intelligence.
611,611,                                     COLONEL ANDERSON
612,612,                         Casualties?
613,613,                                     MILLER
614,614,"                         Fourty-four, twenty one dead."
615,615,"               An instant of SILENCE, all hear, none look."
616,616,                                     MILLER
617,617,                         They didn't want to give up those
618,618,"                         one-fifty-fives, sir."
619,619,                                     COLONEL ANDERSON
620,620,"                         It was a hard assignment, that's why"
621,621,                         you got it.
622,622,                                     MILLER
623,623,"                         Yes, sir."
624,624,                                     COLONEL ANDERSON
625,625,                         Where are your men now?
626,626,                                     MILLER
627,627,"                         Pinned down, a mile east of here,"
628,628,                         waiting for some help from the navy
629,629,                         guns.
630,630,                                     COLONEL ANDERSON
631,631,                         I'm sending Simpson to take over for
632,632,"                         you, the division is going to Caen,"
633,633,"                         you're not coming with us, I have"
634,634,                         something else for you.
635,635,                                     MILLER
636,636,                         Sir?
637,637,                                     COLONEL ANDERSON
638,638,                         There's a Private James Ryan who
639,639,                         parachuted in with the Hundred-and-
640,640,                         First near Ramelle.  I want you to
641,641,"                         take a squad up there.  If he's alive,"
642,642,                         bring him back to the beach for
643,643,"                         debarkation.  Take whoever you need,"
644,644,                         you've got your pick of the company.
645,645,                                     MILLER
646,646,"                         A private, sir?"
647,647,                                     COLONEL ANDERSON
648,648,"                         He's the last of four brothers, the"
649,649,                         other three were killed in action.
650,650,                         This is straight from the Chief of
651,651,                         Staff.
652,652,                                     MILLER
653,653,"                         But, sir...I...I..."
654,654,                                     COLONEL ANDERSON
655,655,"                         Spit it out, Captain."
656,656,"               MILLER HESITATES, THEN:"
657,657,                                     MILLER
658,658,"                         Respectfully, sir, sending men all"
659,659,                         the way up to Ramelle to save one
660,660,"                         private doesn't make a fucking,"
661,661,                         goddamned bit of sense.
662,662,                              (beat)
663,663,                         Sir.
664,664,"               The other officers freeze, listening without turning.  Colonel"
665,665,               Anderson glares at Miller.
666,666,                                     COLONEL ANDERSON
667,667,                         You think just because you hold the
668,668,"                         Congressional Medal of Honor, you"
669,669,                         can say any damn thing you please to
670,670,                         your superior officers?
671,671,"               Miller considers the question, then smiles."
672,672,                                     MILLER
673,673,"                         Yes, sir, more or less."
674,674,               Colonel Anderson looks as if he's about to bit Miller's head
675,675,"               off, then he smiles, too."
676,676,                                     COLONEL ANDERSON
677,677,"                         Alright, I'll give you that."
678,678,                         Continue.
679,679,                                     MILLER
680,680,"                         The numbers don't make sense, sir."
681,681,"                         His brothers are dead, that's too"
682,682,"                         bad, but they're out of the equation."
683,683,                         Sending men up there is bleeding
684,684,                         heart crapola from three thousand
685,685,                         miles away.  One private is simply
686,686,                         not worth a squad.  Colonel anderson
687,687,                         This one is.  He's worth a lot more
688,688,                         than that.  Which is why I'm sending
689,689,"                         you, you're the best field officer"
690,690,                         there is.
691,691,               Miller Shrugs.
692,692,                                     MILLER
693,693,"                         Yes and no, sir, what about Morgan?"
694,694,"                         Fine officer, regular church goer,"
695,695,"                         writes poetry, he might like a mission"
696,696,                         like this.
697,697,                              (beat)
698,698,                         And he's taller than me.
699,699,"               Colonel Anderson listens with amused tolerance, but it's"
700,700,               time to get back to business.
701,701,                                     COLONEL ANDERSON
702,702,"                         That's enough, Captain, you have"
703,703,                         your orders.  Major Thomas will fill
704,704,                         you in.
705,705,               Miller knows when to back off.  He salutes.
706,706,                                     MILLER
