,line,content
96,96,"book, \""ROMEO AND JULIET,\"" lays open on her chest. Bella"
97,97,"sits up, the dream still weighing on her..."
98,98,"INCLUDE HER ROOM, cluttered with pictures of Edward, of the       "
99,99,Cullens; memorabilia of all things Edward. A KNOCK on the
100,100,"door. CHIEF CHARLIE SWAN enters carrying two gifts, one"
101,101,"wrapped, one not."
102,102,                          CHARLIE
103,103,"              Happy birthday, Bells."
104,104,                          BELLA
105,105,"              Dad, we agreed, no gifts."
106,106,                          CHARLIE
107,107,              At least mine's not wrapped.
108,108,He hands it to her. It's a digital camera.   Bella's
109,109,"pleased, despite herself."
110,110,                          BELLA
111,111,"              Okay, this is actually kind of great."
112,112,"              Thanks, Dad."
113,113,                          CHARLIE
114,114,                   (re: wrapped gift)
115,115,              Goes with this one from your mom. We
116,116,"              coordinated - well, she coordinated"
117,117,              me.
118,118,Bella opens the wrapped gift to reveal a SCRAPBOOK.
119,119,                          CHARLIE
120,120,"              To put your pictures in, record your"
121,121,"              senior year -- man, senior year."
122,122,              How'd you get so old so fast?
123,123,                          BELLA
124,124,              Not that old.
125,125,4
126,126,                          CHARLIE
127,127,              I don't know. Is that a wrinkle?
128,128,"Bella races to the mirror, searches her face."
129,129,                          CHARLIE
130,130,              I was kidding.
131,131,                          BELLA
132,132,"              So not funny, Dad."
133,133,
134,134, FORKS HIGHWAY - DAY
135,135,"An AERIAL VIEW of this lush, green, overcast landscape; the"
136,136,rainy world that is Forks. FIND Bella's old truck as it
137,137,lumbers down the two-lane highway...
138,138,                          BELLA (V.O.)
139,139,              It was just a dream... but also my
140,140,              worst nightmare.                                   
141,141,
142,142, FORKS HIGH SCHOOL - PARKING LOT - DAY
143,143,"Bella climbs out of her truck, shouldering her book bag."
144,144,"She looks around the parking lot, seeking Edward --              "
145,145,                          MIKE (O.S.)
146,146,"              Wherefore art thou, Bella?"
147,147,"She turns as MIKE, ERIC, ANGELA and JESSICA approach."
148,148,                          MIKE
149,149,              You finish the Shakespeare assignment?
150,150,                          JESSICA
151,151,              He means will you finish his
152,152,              assignment?
153,153,                          MIKE
154,154,"              No, I don't -- okay I do."
155,155,                          BELLA
156,156,              I can help you with it -- but first --
157,157,                   (pulling out her camera)
158,158,              I need a picture. My mom's expecting
159,159,              a scrapbook full of memories.
160,160,                          ANGELA
161,161,                   (holds up her own camera)
162,162,"              I take `em, I don't pose for `em."
163,163,                          BELLA
164,164,              You do today.                                      
165,165,5
166,166,She pushes Angela to the others; they arrange themselves --     
167,167,                          JESSICA
168,168,              You'll photoshop my nose if it looks              
169,169,"              big, right?                                       "
170,170,                          ERIC
171,171,"              Don't worry, I'm in the picture; no"
172,172,              one will be looking at you guys.
173,173,"Jessica scoffs, Angela points her camera at Bella; Mike and"
174,174,Eric joust -- Bella aims --                                     
175,175,FULL FRAME - THE CAMERA'S DIGITAL SCREEN                        
176,176,"It FREEZES on them, fun, delightfully carefree... but when      "
177,177,"the camera lowers, their playfulness has dissipated as they     "
178,178,see someone behind Bella. She turns to see --                   
179,179,EDWARD climbing out of his silver Volvo.
180,180,                         MIKE                                   
181,181,                   (dry)                                        
182,182,              Oh good. Cullen's here.                           
183,183,                            JESSICA                             
184,184,                      (drier)                                   
185,185,              Yay.                                              
186,186,"The friends, uncomfortable, move off --"
187,187,                          ERIC                                  
188,188,              Check ya later.
189,189,-- But Bella doesn't register their tone. She's transfixed      
190,190,"by Edward who approaches, eyes never leaving hers. He           "
191,191,"reaches her, washing away all her concerns --"
192,192,                          EDWARD
193,193,              Happy birthday.
194,194,#NAME?
195,195,                          BELLA
196,196,              Don't remind me.
197,197,                          EDWARD                                
198,198,              Your birth is definitely a day to                 
199,199,              celebrate.                                        
200,200,                            BELLA                               
201,201,              Not for me.                                       
202,202,6
203,203,                          EDWARD                                
204,204,              Eighteen is a little early to be                  
205,205,              worrying about your age.
206,206,                          BELLA
207,207,              It's one year older than you.
208,208,                          EDWARD
209,209,"              Bella, I'm ninety."
210,210,                          BELLA
211,211,              True. Maybe I should be creeped out               
212,212,              that I'm dating such an old guy.                  
213,213,                          EDWARD                                
214,214,"                   (smiles, amused)                             "
215,215,"              Yes, it's the age that's creepy, not              "
216,216,              the fact that you're dating a vampire.            
217,217,"Then he kisses her, tenderly, adoringly. She kisses him         "
218,218,"back... despite their restraint, the passion mounts... until"
219,219,"he pulls away. As always, both are left wanting more."
220,220,Edward nods toward the school building --                       
221,221,                          EDWARD                                
222,222,              Class.                                            
223,223,                           BELLA                                
224,224,              Right.   Class.                                   
225,225,"Catching their breath, they start toward school... but          "
226,226,"Edward stops, hearing something in his mind. Irritated.         "
227,227,                          EDWARD                                
228,228,              Someone wants you.
229,229,                          JACOB (O.S.)
230,230,              Bella!
231,231,"JACOB BLACK, 16, jogs up, carrying a used car part, long,"
232,232,"black ponytail wagging. He looks 18 due to his tall,"
233,233,"muscular body, but the gregarious Jacob is a little klutzy,     "
234,234,"still catching up to his growth spurt. He nods to Edward,"
235,235,who moves off to the side but eyes them.
236,236,                          BELLA
237,237,"              God, Jacob, what are they feeding you"
238,238,"              on that rez, steroids? You're huge."
239,239,                          JACOB
240,240,              Wouldn't seem so drastic if you came
241,241,              around more.
242,242,7
243,243,                          BELLA
244,244,"              I will, soon. But isn't your school,"
245,245,"              like, ten miles that way?"
246,246,                          JACOB
247,247,                   (re: car part)
248,248,              Just here buying this for the Rabbit.
249,249,              I'm almost done with the rebuild.
250,250,              Gotta come take a ride when it's done.              
251,251,                   (as if remembering)
252,252,"              Oh, and hey, happy birthday. Your dad"
253,253,              told my dad. So...
254,254,"He pulls from his coat a small woven DREAMCATCHER, feathers       "
255,255,dangling from it. He hands it to her.
256,256,                          JACOB
257,257,              I saw it the other day and thought of
258,258,              you - it catches bad dreams.
259,259,                          BELLA
260,260,"              This, I need. It's great."
261,261,                          EDWARD
262,262,              The bell's about to ring.
263,263,"The bell RINGS. Jacob gives Edward an amiable smile, with         "
264,264,just a hint of snark.                                             
265,265,                          JACOB                                   
266,266,"              Ooh, look at you, all psychic.                      "
267,267,                          EDWARD                                  
268,268,              I don't have that particular gift.                  
269,269,              But I can read a watch. I'm clever                  
270,270,              that way.                                           
271,271,"They share a tight smile.   Bella intercedes, squeezing           "
272,272,Jacob's arm.                                                      
273,273,                          BELLA
274,274,"              Bye, Jake, and thank you."
275,275,Edward guides her away.   As they walk off --                     
276,276,                          EDWARD
277,277,              How come Jacob Black gets to give you
278,278,              a gift and I don't?
279,279,                          BELLA
280,280,              He's just a friend.
281,281,8
282,282,                          EDWARD
283,283,"              \""Friends\"" don't spend two weeks"
284,284,              looking for the perfect dreamcatcher.
285,285,                          BELLA
286,286,              Stop reading his mind if he bothers
287,287,              you so much.
288,288,                          EDWARD
289,289,              Little hard to tune out.
290,290,"She just laughs, but Edward looks back at Jacob with"
291,291,resentment. Jacob holds his gaze.
292,292,
293,293, FORKS HIGH SCHOOL - CORRIDOR - DAY
294,294,"Edward and Bella enter the double doors -- suddenly a small,"
295,295,wrapped gift appears in Bella's face. ALICE presents it.
296,296,                         ALICE
297,297,              Happy --
298,298,                         BELLA
299,299,              Shh!
300,300,-- Alice whispers in her ear as she hugs Bella --
301,301,                          ALICE
302,302,              -- birthday.
303,303,"Over Alice's shoulder, Bella sees JASPER, keeping his"
304,304,distance. He offers her a pleasant nod. She tries to hide       
305,305,"Alice's present, hoping no one noticed --"
306,306,                          BELLA
307,307,"              Alice, didn't I say no gifts?                     "
308,308,                          ALICE
309,309,              You did. I didn't. I've already seen
310,310,              you open it and guess what? You love
311,311,              it.
312,312,                          BELLA
313,313,              You had a vision about my birthday.
314,314,                          ALICE
315,315,              And about the green dress you'll be
316,316,              wearing to your party tonight. Great
317,317,              color on you.
318,318,                          BELLA                                 
319,319,              ... My party?                                     
320,320,9
321,321,                             ALICE                               
322,322,              Please?     It'll be fun.                          
323,323,                          BELLA                                  
324,324,"                   (beat, confused)                              "
325,325,              I... guess I can deal --                           
326,326,                         ALICE                                   
327,327,                   (hurriedly)                                   
328,328,              -- Great! See ya at seven!                         
329,329,Alice hugs her again and races off before she can change her     
330,330,mind. Which is when Bella realizes --                            
331,331,                          BELLA                                  
332,332,"              Wait, Jasper, no fair with the mood                "
333,333,              control.                                           
334,334,He offers an apologetic bow before Alice drags him away.         
335,335,                            EDWARD                               
336,336,              Vampires.    You can't trust them.                 
337,337,                                                     CUT TO:
338,338,"CLOSE ON A T.V. MONITOR - Zeffirelli's `68 \""Romeo and"
339,339,"Juliet\"" plays. The suicide scene."
340,340,                          ROMEO
341,341,"              Arms, take your last embrace, and"
342,342,"              lips, O you, the doors of breath, seal"
343,343,              with a righteous kiss...
344,344,PULL BACK TO INCLUDE --
345,345,
346,346, FORKS HIGH SCHOOL - ENGLISH CLASS - DAY
347,347,"The room is dark as we PAN OVER the class, some students"
348,348,"entertained, some moved, Mike trying not to fall asleep."
349,349,"The teacher, MR. BERTY, mouths every word --"
350,350,                          ROMEO
351,351,              Here's to my love!
352,352,                   (drinks)
353,353,              O true apothecary!    Thy drugs are quick.
354,354,"FIND Edward and Bella in the back of the room, desks pushed"
355,355,"together, whisper-talking."
356,356,                          BELLA                                  
357,357,              I hate being... celebrated.                        
358,358,10
359,359,                          EDWARD                                   
360,360,"              Come on, the last real birthday any of               "
361,361,              us had was Emmett's - I think Bing
362,362,              Crosby was on top of the charts.
363,363,                   (then)                                          
364,364,              You'll be helping us feel normal for a               
365,365,              night.                                               
366,366,"Bella sits back, knowing she's trapped.    He kisses her hand.     "
367,367,                          EDWARD                                   
368,368,              There are worse tragedies than a                     
369,369,              birthday. Look at Romeo. He's                        
370,370,              responsible for his wife's death. Who                
371,371,              could live with that?                                
372,372,                   (looks at the screen)                           
373,373,              ... Though I do envy him one thing.                  
374,374,                          BELLA
375,375,                   (blanches slightly)
376,376,              Juliet's alright... if you like that
377,377,              obviously beautiful sort of thing.
378,378,                          EDWARD
379,379,              Not the girl - the suicide.
380,380,                   (off her look)                                  
381,381,              Nearly impossible for my kind. But
382,382,"              humans, a little poison, dagger to the"
383,383,              heart. There are so many options.                    
384,384,                          BELLA
385,385,                   (appalled)
386,386,              Why would you even think about that?
387,387,"He turns her wrist over, runs his hand over the horseshoe          "
388,388,shaped SCAR on her forearm.                                        
389,389,                          EDWARD
390,390,                   (shrugs)                                        
391,391,              I considered it. Once.      When James               
392,392,              had you trapped.                                     
393,393,"FLASHPOP TO \""Twilight\"" - In the ballet studio, JAMES grabs         "
394,394,Bella's arm and BITES --                                           
395,395,BACK ON EDWARD - pained.                                           
396,396,                          EDWARD
397,397,              I didn't know if I'd find you in time.
398,398,              If I'd gotten you killed --
399,399,                          BELLA
400,400,              It wouldn't have been your fault --
401,401,11
402,402,                          EDWARD
403,403,"              Either way, I had a plan.                          "
404,404,                            BELLA                                
405,405,              What plan?                                         
406,406,                          EDWARD                                 
407,407,              There are... ways for us. At least                 
408,408,"              one way. I would have gone to Italy,               "
409,409,              provoked the Volturi...                            
410,410,                            BELLA                                
411,411,              The who?                                           
412,412,                          MR. BERTY                              
413,413,              Is there something you'd like to share             
414,414,"              with the class, Edward?                            "
415,415,                          EDWARD                                 
416,416,                   (politely)                                    
417,417,              Certainly not. But I apologize for                 
418,418,              being a distraction. Perhaps you                   
419,419,"              should rewind to act five, scene one,              "
420,420,              line twenty-eight eighty-nine --                   
421,421,                   (reciting)                                    
422,422,"              \""If you had the strength of twenty men             "
423,423,"              it would dispatch you straight.\""                   "
424,424,"Mr. Berty just looks at him, then moves off, intimidated --      "
425,425,                          MR. BERTY                              
426,426,"              Eyes on the screen, people.                        "
427,427,Bella is too concerned to be amused.                             
428,428,
429,429, CULLEN HOUSE - NIGHT                                        
430,430,Lights glow from inside the beautiful house.                     
431,431,                          EDWARD (O.S.)                          
432,432,"              The Volturi are a very old, very                   "
433,433,              powerful family...
434,434,
435,435, CULLEN HOUSE - CARLISLE'S ROOM - NIGHT
436,436,ON AN 18TH CENTURY OIL PA
437,437,"NG, depicting Grecian figures in"
438,438,swirling robes writhing among pillars and balconies. In a
439,439,"high balcony, FOUR CALM FIGURES look down upon the bacchanal;"
440,440,"two black haired, one snowy white, one golden haired..."
441,441,                          EDWARD (O.S.)
442,442,              The closest thing my world has to
443,443,              royalty...
444,444,12
445,445,INCLUDE -- Edward and Bella (now wearing a green dress).
446,446,She studies the painting - the largest on a wall crowded
447,447,with pictures. The other walls are towering bookshelves.
448,448,                          EDWARD
449,449,              Francesco Solimena painted this; he
450,450,              often depicted the Volturi as Gods.
451,451,"Bella examines the golden haired \""God.\"""
452,452,                          BELLA
453,453,              Is that... Carlisle?                                
454,454,                          EDWARD
455,455,              Yes. He lived with them for a few                   
456,456,              decades. He describes them as very                  
457,457,              refined - for killers.
458,458,PUSH IN ON THE PA
459,459,"NG, THE FOURSOME"
460,460,"Their features begin to fill in, become real - THEY COME TO"
461,461,"LIFE in the painting, turning to leave the balcony through"
462,462,an archway. We FOLLOW THEM into --
463,463,
464,464, A CIRCULAR WHITE MARBLE HALL - DAY
465,465,"It's centuries old, its marble cracked and weathered. The         "
466,466,open oculus in the domed ceiling is the only source of            
467,467,light. The room is empty but for three large wooden chairs        
468,468,and half a dozen VAMPIRES in elegant 18th century attire.
469,469,                          EDWARD (V.O.)                           
470,470,              The Volturi are also what you might                 
471,471,              call enforcers.                                     
472,472,                         BELLA (V.O.)                             
473,473,              Of what?                                            
474,474,                          EDWARD (V.O.)                           
475,475,              The only rule they have: to keep                    
476,476,              secret the existence of our kind.                   
477,477,"Two of the Volturi, MARCUS and CAIUS, take their seats,           "
478,478,Carlisle stands beside them. ARO moves to the center of the       
479,479,room where we REVEAL --                                           
480,480,A ROGUE VAMPIRE is on his knees. He looks feral compared to       
481,481,"the others, and terrified. Aro puts his hands on either           "
482,482,side of the Rogue's face. Compassion?                             
483,483,13
484,484,                          EDWARD (V.O.)
485,485,"              We don't make spectacles of ourselves,"
486,486,"              or kill conspicuously, unless we want               "
487,487,              to die.
488,488,"Aro then slowly, dispassionately, RIPS THE ROGUE'S HEAD OFF.      "
489,489,Two Volturi Guards (FELIX and DEMETRI) appear on either           
490,490,"side, holding him down as Aro easily detaches the head and        "
491,491,tosses it aside. Aro calmly sits as the others tear the           
492,492,Rogue limb from limb. Carlisle has to look away...                
493,493,
494,494, CULLEN HOUSE - CARLISLE'S ROOM - NIGHT
495,495,-- as Bella spins on Edward --
496,496,                          BELLA
497,497,              Don't even -- talk about that. You                  
498,498,              can't let anyone hurt you. The                      
499,499,              Volturi or anyone else.                             
500,500,                          EDWARD                                  
501,501,                   (sees she's worried)                           
502,502,              Who else would hurt me?                             
503,503,                          BELLA                                   
504,504,              You said there were more dangerous                  
505,505,              things out there than you. And I know
506,506,              you have at least one enemy --
507,507,OFF BELLA'S FACE - FLASHPOPS:
508,508,"-- ON ALL THREE EVIL VAMPIRES, James, VICTORIA, the dread-        "
509,509,"locked LAURENT (from \""Twilight\"")"
510,510,"-- CLOSE ON VICTORIA - fire-red hair, burgundy red eyes,"
511,511,"feral, vicious grin (from \""Twilight\"")"
512,512,                          BELLA (O.S.)
513,513,              You said she'd come after you for
514,514,              killing her mate.
515,515,BACK ON BELLA AND EDWARD
516,516,                          EDWARD
517,517,"              Victoria? Yes, some day. But Alice                  "
518,518,              will see her coming. And she won't win.
519,519,"Bella looks up at him, pained."
520,520,                          BELLA
521,521,              I hate that I can't protect you.
522,522,"He laughs, amused.   She's decidedly not.                         "
523,523,14
524,524,                           BELLA
525,525,               That was me being serious.
526,526,                           EDWARD
527,527,                    (kissing her face)
528,528,               I know. But you do protect me...                    
529,529,                    (kisses her nose)
530,530,               From boredom...                                     
531,531,                    (kisses her lips)
532,532,               And loneliness...                                   
533,533,                    (in between kisses)
534,534,               You give me a reason to stay... un-                 
535,535,               dead. But it's... my job; to protect                
536,536,               you...                                              
537,537,"-- but he stops, smiles, hearing something in his mind --"
538,538,                           EDWARD
539,539,               ... from everyone but my sister.
540,540,#NAME?
541,541,                           ALICE
542,542,               It's time it's time it's time!
543,543,
544,544, CULLEN HOUSE - SECOND FLOOR LANDING - NIGHT
545,545,"Alice tugs Bella and Edward to the top of the landing, then        "
546,546,skips down the stairs. They look down into --
547,547,THE LIVING ROOM - Hundreds of pink candles and rose-filled
548,548,"crystal bowls. ROSALIE, ESME, EMMETT, Carlisle, Jasper and"
549,549,"Alice look up at her, all of them stunningly beautiful."
550,550,"Bella would love to disappear, but Edward leads her down to --"
551,551,THE LIVING ROOM -- where Esme and Carlisle hug Bella warmly.
552,552,                           CARLISLE
553,553,               Sorry about all this.   We tried to
554,554,               rein Alice in.
555,555,                           ESME
556,556,               Like that's even possible.   Happy
557,557,"               birthday, Bella."
558,558,FLASH!   Alice has snapped a picture of Bella with them.
559,559,                           ALICE
560,560,                    (re: camera)
561,561,               Found it in your bag.   Mind?
562,562,Emmett moves to Edward's side.   Nudges him.
563,563,15
564,564,                          EMMETT
565,565,              Dating an older woman.    Hot.
566,566,Bella caught that.    Edward elbows him sharply to shut up.
567,567,                           EMMETT
568,568,              What?
569,569,Rosalie steps up.    Shoves a silver package at Bella.
570,570,                          ROSALIE
571,571,              It's a necklace. Alice picked it out.
572,572,"She walks away, bored. Bella has to smile.     She sees Jasper"
573,573,across the room. They wave to each other.
574,574,                          ALICE
575,575,                   (aims the camera)
576,576,              Show me the love!
577,577,"Edward pulls Bella into an embrace, they look deeply into"
578,578,one another's eyes. FLASH!
579,579,                          ALICE
580,580,              For your scrapbook.    Now open your
581,581,              presents!
582,582,Alice drags Bella over to a table piled with elaborately             
583,583,"wrapped gifts, a huge cake and a tall stack of china plates."
584,584,                          BELLA
585,585,"              Alice, I'm the only one who even eats"
586,586,              cake. That thing could feed fifty.
587,587,                          ALICE
588,588,"              Hope you're hungry.    Here, this one's"
589,589,              from Emmett.
590,590,"The others crowd around... Jasper somewhat away. Bella, no"
591,591,"fan of being the center of attention, opens the gift to find"
592,592,an empty car-radio box.
593,593,                          BELLA
594,594,              Um... thanks?
595,595,                          EMMETT
596,596,              Already installed it in your truck.
597,597,                          EDWARD
598,598,"              Finally, a decent sound system in that"
599,599,              piece of --
600,600,16
601,601,                          BELLA
602,602,"              No hating on the truck.     Thank you,               "
603,603,              Emmett.
604,604,                           ALICE
605,605,              Open mine.
606,606,"Alice hands her a box.   Bella starts to open it, but --"
607,607,                          BELLA
608,608,              Ouch - paper cut.
609,609,CLOSE ON BELLA'S FINGER - A single drop of deep red blood
610,610,appears.
611,611,"Bella thinks little of it, but then HEARS a disturbing,            "
612,612,grisly SNARL -- she looks up just as --                            
613,613,"BELLA'S POV - JASPER lunges toward her!    Teeth bared, eyes       "
614,614,beyond reason --                                                   
615,615,#NAME?
616,616,"CRASH into the table, plates shattering as --"
617,617,-- Jasper SLAMS into Edward; sounds like boulders colliding.
618,618,"-- Edward pushes him, hard; Jasper SAILS backward, hitting         "
619,619,the wall. But he RICOCHETS off it and comes back at Bella.         
620,620,#NAME?
621,621,him to the ground -- Alice helps hold him down --                  
622,622,                          ALICE
623,623,                   (soothingly)
624,624,              Jaz... shhh --
625,625,"... But she stops, her head suddenly jerking toward Bella."
626,626,Then everybody's eyes snap toward Bella as they catch the
627,627,overwhelming scent --
628,628,ON BELLA - lying amid the shards of broken china. She looks
629,629,"at her arm, seeing now - it's been slashed by plate shards;"
630,630,"bright red blood pulses out of her, pooling. She looks up --"
631,631,BELLA'S POV - THE CULLENS (SLOW MOTION)
632,632,"All of them now, including Edward (but not Carlisle) stare"
633,633,"down at her, at her blood, with fevered eyes. Six suddenly"
634,634,ravenous vampires...
635,635,SLOW MOTION ABRUPTLY ENDS as -- Carlisle jumps to Bella's
636,636,"side. Edward, though white as a bone, snaps out of it and"
637,637,stands between her and the others.
638,638,17
639,639,                          CARLISLE
640,640,"              Emmett, get Jasper out of here.                     "
641,641,                   (no response)
642,642,              Emmett.
643,643,"Emmett reins himself in, elbows Rosalie. They drag the"
644,644,"snarling Jasper out. Esme holds her nose, politely exits"
645,645,"with the others. Alice looks at Bella, apologetic --              "
646,646,                          ALICE                                   
647,647,"              I'm sorry, I... can't...                            "
648,648,She slips out the door.   Edward's still on guard as Carlisle     
649,649,examines Bella's arm.
650,650,                          CARLISLE
651,651,              I'll have to stitch this up.
652,652,                          EDWARD
653,653,              I'll carry her to the kitchen.
654,654,"He moves to pick her up, but his eyes dart to the blood."
655,655,                          CARLISLE
656,656,"              I'll take care of her, Edward."
657,657,                   (Edward doesn't move)
658,658,              Check on Jasper. Go.                                
659,659,"Edward looks from him to Bella. Then steps back, allowing"
660,660,Carlisle to lift Bella and carry her to the kitchen. But
661,661,"just before the kitchen door closes, Bella sees Edward's"
662,662,"agonized face. He turns away, unable to meet her eyes..."
663,663,
664,664, CULLEN HOUSE - KITCHEN - NIGHT                               
665,665,Bella sits in a chair opposite Carlisle who mops up her           
666,666,blood as he removes glass shards from her arm. He drops one       
667,667,into a bowl; PLINK. She tries not to look at the blood.           
668,668,                          BELLA                                   
669,669,              I sure can kill a party.                            
670,670,                          CARLISLE                                
671,671,              It's not your fault. Jasper hasn't                  
672,672,              been away from human blood as long as               
673,673,              the rest of us.                                     
674,674,                          BELLA                                   
675,675,              Seems like you're the only one it                   
676,676,              doesn't effect.                                     
677,677,                          CARLISLE                                
678,678,              Centuries of practice.                              
679,679,18
680,680,                          BELLA                                 
681,681,              Did you ever think of... living                   
682,682,              differently?                                      
683,683,                            CARLISLE                            
684,684,              I enjoy   my work too much. Helping               
685,685,"              people,   saving lives. I'm hoping                "
686,686,"              there's   a point to my existence, even           "
687,687,              if I am   damned.                                 
688,688,                            BELLA                               
689,689,              Damned?    You're not damned.                     
690,690,                          CARLISLE                              
691,691,              Then you and I agree. But Edward                  
692,692,              doesn't believe there's an afterlife              
693,693,              for our kind.                                     
694,694,                   (looking at her)                             
695,695,              He thinks we've lost our souls.                   
696,696,                          BELLA                                 
697,697,                   (realizing)                                  
698,698,              That's why he won't... He thinks he'd             
699,699,              be damning me.                                    
700,700,                          CARLISLE (CONT'D)                     
701,701,"              If you believed as he did, would you              "
702,702,              risk it?                                          
703,703,"Off Bella, no, not ever...                                      "
704,704,
705,705, BELLA'S TRUCK - NIGHT                                      
706,706,A large red bow hangs from the new stereo in the dashboard.     
707,707,Edward drives in silence. Bella studies him. Finally --         
708,708,                          BELLA                                 
709,709,              Say something.                                    
710,710,                          EDWARD                                
711,711,              What do you want me to say?                       
712,712,                          BELLA                                 
713,713,              That I'm a klutz. That I should have              
714,714,              been more careful --                              
715,715,                          EDWARD                                
716,716,              You got a paper cut. Normal people                
717,717,              get paper cuts. And a normal                      
718,718,              boyfriend wouldn't have flung you into            
719,719,              a stack of plates. A normal boyfriend             
720,720,              wouldn't have had to fight the urge to            
721,721,              kill you --                                       
722,722,19
723,723,                           BELLA                                
724,724,"              Stop.   I don't want normal, I want               "
725,725,              you.                                              
726,726,"Edward doesn't respond, just pulls the truck into --            "
727,727,
728,728, BELLA'S HOUSE/
729,729, BELLA'S TRUCK (CONTINUOUS) - NIGHT      
730,730,The truck stops.   Beat.                                        
731,731,                          BELLA                                 
732,732,              You can't protect me from everything -            
733,733,              something's going to separate us --               
734,734,"              accident, illness, old age... as long"
735,735,              as I'm human...
736,736,                          EDWARD
737,737,                    (appalled)
738,738,              That's your solution?   My ending your            
739,739,              life?
740,740,                          BELLA
741,741,              Your giving me forever.                           
742,742,"He faces forward again, jaw tight, mind working, tormented.     "
743,743,She reaches for his hand --                                     
744,744,                          BELLA                                 
745,745,"              Carlisle told me how you feel, about              "
746,746,"              my soul, but I don't believe that --              "
747,747,#NAME?
748,748,                          EDWARD                                
749,749,              You should go in. It's late.                      
750,750,He climbs out - instantly he's opening the passenger side       
751,751,door for her. She climbs out. He looks down at her face -       
752,752,he softens as he takes it in. Puts a hand on her cheek.         
753,753,                          BELLA                                 
754,754,              I'll leave my window open for you.
755,755,                          EDWARD
756,756,                   (quietly)                                    
757,757,              I won't be coming back.   Not tonight.            
758,758,                          BELLA                                 
759,759,              Then... can I ask for one thing?   It's           
