,line,content
272,272,                 What you supposed to do with it?
273,273,                             (
274,274,
275,275,14)                          
276,276,                            CHRIS
277,277,                      (grabs belt buckle)
278,278,               You're supposed to get laid with it. I'm
279,279,               gonna wear it in and see if it puts Sarah
280,280,               in the mood.
281,281,                            JEFF
282,282,               A strong wind'd put Sarah in the mood.
283,283,                            CHRIS
284,284,               Is that what they say?
285,285,                            JEFF
286,286,               You know what they called her in high
287,287,               school--
288,288,                            CHRIS
289,289,               Don't say it.
290,290,                            JEFF
291,291,               Sarah suck-a--
292,292,"     Chris swings his bag of ice, smacks Jeff in the face."
293,293,                            JEFF
294,294,               Shit man--
295,295,     He swerves off the road. The truck almost coming apart
296,296,"     before he ramps back up, coming to a dusty halt outside--"
297,297,16   EXT. BUNKHOUSE                                              16
298,298,     Spanish moss hangs over a shackle-board residence. Chris
299,299,"     tumbles out the truck, clips on the belt buckle and--"
300,300,17   INT. BUNKHOUSE                                              17
301,301,     CHRIS swaggers into the narrow bunkhouse. A sheet hangs
302,302,"     in back, separating sleeping area from living area."
303,303,                            CHRIS
304,304,               Who wants to hump a rodeo star?
305,305,     Movement back there. A MAN ASS suddenly protrudes from
306,306,     the curtain as a BURLY COWBOY-TYPE climbs into jeans.
307,307,                            CHRIS
308,308,               What the fuck--
309,309,"     SARAH steps out, his high school sweetheart all grown up."
310,310,                             (
311,311,
312,312,14)                          
313,313,                            SARAH
314,314,               You said you wasn't coming home until
315,315,               tomorrow.
316,316,                            CHRIS
317,317,                      (wounded)
318,318,               Why would you do this?
319,319,     Cowboy leaves his shirt open flaunting a big hairy chest.
320,320,                            SARAH
321,321,               Just let him out. He didn't know...
322,322,                            CHRIS
323,323,"                      (shamed, steps aside)"
324,324,               You didn't know?
325,325,     Cowboy doesn't answer. Chris SLAMS HIS HEAD into the
326,326,     refrigerator and ramps him out the front door.
327,327,                            SARAH
328,328,               What the fuck is wrong with you! What'd
329,329,               you expect? You drag me out here then run
330,330,               off with your damn brother every weekend!
331,331,                            CHRIS
332,332,               Get out.
333,333,     She jumps at the chance-- ripping clothes out of closets.
334,334,                            SARAH
335,335,               You think you're a cowboy cause you
336,336,               rodeo? You're no cowboy. You're just a
337,337,               lousy ranch-hand and a shitty fuckin lay!
338,338,     The door slams behind her. Chris stares at the dent in
339,339,"     the fridge, wounded. He opens it and pulls out a beer."
340,340,18   LATER                                                       18
341,341,"     TV plays across Chris' drunken face. He lays on the sofa,"
342,342,     a beer on his chest. JEFF is sprawled in a chair.
343,343,                            JEFF
344,344,               Some people ain't worth fighting for.
345,345,                            CHRIS
346,346,               But she was right...
347,347,                            JEFF
348,348,                      (closing his eyes)
349,349,               A job is a job. At least we're outside.
350,350,                             (
351,351,
352,352,14)                         
353,353,"     Chris is bleary, lost and drifting to sleep. The images"
354,354,     on the TV don't immediately register but--
355,355,     NEWS FOOTAGE of the WORLD TRADE CENTER BOMBING (1993)
356,356,     plays on TV. An explosion has demolished the garage.
357,357,                            NEWS ANCHOR (OS)
358,358,               --group of radical militants called Al-
359,359,               Qaeda are taking credit for a bombing
360,360,               that left six dead and hundreds injured--
361,361,     American flags at half mast. His chest rises and falls--
362,362,                            CHRIS
363,363,"               Jeff, wake up. Look at this--"
364,364,     The faces of INNOCENT VICTIMS play across the screen.
365,365,     Chris' injured hand slowly curls into a fist.
366,366,                            CHRIS
367,367,               Look what they did...
368,368,19   INT. NAVY RECRUITING OFFICE                                19
369,369,     Posters of destroyers on walls. The NAVY RECRUITER is
370,370,     lean and shrewd.
371,371,                            CHRIS
372,372,"               I saw what they did, on our soil, and--"
373,373,                            NAVY RECRUITER
374,374,               And you're from Texas and you're a
375,375,               patriot so it pissed you off.
376,376,                            CHRIS
377,377,"               Yes, sir. But I can't see myself on a"
378,378,               ship. I'd wanna be in the fight--
379,379,                            NAVY RECRUITER
380,380,               You wanna fight? Meet the warrior elite.
381,381,"     He slides him a brochure-- \""NAVY SEALS\"" emerge from the"
382,382,"     water, armed and bound for glory."
383,383,                            CHRIS KYLE
384,384,               SEALs?
385,385,                            NAVY RECRUITER
386,386,"               Sea, Air and Land."
387,387,                            CHRIS
388,388,               I ain't much of a swimmer--
389,389,                             (
390,390,
391,391,14)                          
392,392,                            NAVY RECRUITER
393,393,                      (taking brochure back)
394,394,               This isn't for the faint of heart. Most
395,395,               men wash-out. They quit--
396,396,                            CHRIS
397,397,                      (cutting him off)
398,398,"               I'm not most men, sir. I don't quit."
399,399,20   OMITTED                                                     20
400,400,21   OMITTED                                                     21
401,401,"22   EXT. NAVAL SPECIAL WARFARE CENTER / \""THE GRINDER\"" - DAY     22"
402,402,     CHRIS and 50 OTHER CANDIDATES lay on their backs doing
403,403,     flutter-kicks on a patch of blacktop surrounded by beige
404,404,     buildings. INSTRUCTORS wield hoses.
405,405,                            INSTRUCTOR ROLLE
406,406,                      (sprays Chris in the face)
407,407,"               You a quitter, boy?"
408,408,                            CHRIS KYLE
409,409,"               No, sir!"
410,410,                            INSTRUCTOR ROLLE
411,411,"               Bullshit, you are fleet-meat. Don't turn"
412,412,               away. Look up and take it. You're old as
413,413,               fuck. Did you join the Navy cause you had
414,414,               such a good time on Noah's Arc? How old
415,415,               are you?
416,416,                            CHRIS
417,417,"               30, sir."
418,418,                            INSTRUCTOR ROLLE
419,419,               30! You fart dust and could've fathered
420,420,               half these boys. You think cause you had
421,421,               a pop-gun back in Texas you're cut out to
422,422,               be a SEAL?
423,423,                            CHRIS
424,424,"               No, sir."
425,425,                            INSTRUCTOR ROLLE
426,426,"               No, you're not cut out to be one?"
427,427,     Chris is twisted in agony and clearly dislikes the water.
428,428,                        (
429,429,
430,430,14)                         
431,431,                       INSTRUCTOR ROLLE
432,432,          What kind of asshole joins the Navy but
433,433,          hates the water.
434,434,                       CHRIS
435,435,"          I love water, hooyah."
436,436,                       INSTRUCTOR ROLLE
437,437,          My ass you do.
438,438,A CANDIDATE chokes a giggle. Rolle wheels around on--
439,439,"RYAN JOB(24), a goofy, overweight Oregon kid who looks"
440,440,like he should be taking orders at a drive-thru window.
441,441,                       INSTRUCTOR ROLLE
442,442,          Is that you giggling you fat fuck? Look
443,443,          at you. You're so fat they had to baptize
444,444,          you at Sea World. Your momma fat too?
445,445,                       RYAN
446,446,"          No sir, she's not."
447,447,                       INSTRUCTOR ROLLE
448,448,          Don't lie to me! I bet we could use her
449,449,          panties as a parachute. What the fuck are
450,450,          you doing here fatboy? Do your feet get
451,451,          wet when you shower? When's the last time
452,452,"          you saw your pecker? You're not a Seal,"
453,453,          you're a fuckin Walrus. A big giggling
454,454,"          Walrus. \""Biggles\"" that's your new name--"
455,455,"\""BIGGLES\"" is choking, coughing, struggling. ROLLE points"
456,456,to A BRASS BELL mounted on the back of a truck.
457,457,                       INSTRUCTOR ROLLE
458,458,          --and that's your ticket home. Just drag
459,459,          your jelly-roll ass up and ring it and
460,460,          you'll be headed home to momma Shamu.
461,461,"BIGGLES is beaten, legs giving out, ready to quit when--"
462,462,                       CHRIS (OC)
463,463,                 (draws Rolle off Biggles)
464,464,          Two hundred.
465,465,                       INSTRUCTOR ROLLE
466,466,"                 (whirls around, hosing)"
467,467,          Did I ask you to count?
468,468,                       CHRIS
469,469,"          No, sir."
470,470,                              (
471,471,
472,472,14)                         
473,473,                            INSTRUCTOR ROLLE
474,474,               Was that your ass talking then?
475,475,"     THE BELL RINGS. Chris jerks up, worried it was Biggles"
476,476,     but-- an ATHLETIC CANDIDATE staggers off.
477,477,                            INSTRUCTOR ROLLE
478,478,"               That's a quitter. If he quits here, he'll"
479,479,               quit in battle. When shit gets hairy he
480,480,"               can't step up. You get shot, he can't"
481,481,               pull you out. We're gonna weed out the
482,482,               quitters and see if we can find a warrior
483,483,               or two.
484,484,"     Chris and Biggles share a look, a vow, as--"
485,485,                            INSTRUCTOR ROLLE
486,486,"               Wave goodbye to the sun, boys..."
487,487,23   OMITTED                                                     23
488,488,"24   EXT. BEACH - \""SNAKE PIT\"" - NIGHT                            24"
489,489,     A bonfire crackles atop a sand dune. CANDIDATES crouch in
490,490,"     a pit they dug, hugging oars, shivering with hypothermia."
491,491,"     CHRIS stands over the ditch, trying to make INSTRUCTORS"
492,492,     laugh to earn a place by the fire beside BIGGLES.
493,493,                            CHRIS
494,494,               --and when I told her the condom broke
495,495,               she started crying and begging me to do
496,496,"               something. And I'm a virgin, I don't know"
497,497,"               what to do, but I'd heard if you pour"
498,498,               Coke up there you won't get pregnant--
499,499,                      (guys start laughing)
500,500,"               So we went to 7-11, got a liter of Coke"
501,501,               and drove back into the woods. She took
502,502,               her panties off and did a handstand
503,503,"               against a tree but when I start pouring,"
504,504,"               she starts screaming, \""it stings, it"
505,505,"               stings\"" but when I'd stop, she'd scream"
506,506,"               \""no don't stop\"" and it's fizzing out and--"
507,507,     INSTRUCTORS in stitches. Fire flickering off Chris' face.
508,508,"25   EXT. \""MUD FLATS\"" - DAY                                      25"
509,509,"     Fog shrouds CANDIDATES COVERED IN MUD, seated belly-to-"
510,510,"     back, chattering and quaking, hypothermic."
511,511,"     \""INSTRUCTOR TONY\""(34), a salty cholo, walks their line."
512,512,                        (
513,513,
514,514,14)                          
515,515,"                       INSTRUCTOR \""TONY\"""
516,516,"          You really from Connecticut, Dauber? I"
517,517,          never met a hick from Hartford.
518,518,"\""DAUBER\"" is 6'4\"" and 240 with a flop of yellow hair like"
519,519,the character from Coach. A sleepy Connecticut cowboy.
520,520,                       DAUBER
521,521,"          Country is countrywide, sir."
522,522,"                       INSTRUCTOR \""TONY\"""
523,523,"          I don't think he likes black dudes, \""D\""."
524,524,"\""D\"" is African American, from Indiana, stoic and stacked."
525,525,He has a rhythmic grumble and a meat-eater's glare.
526,526,"                       \""D\"""
527,527,"          That's alright, sir. I'm not black."
528,528,"                       INSTRUCTOR \""TONY\"""
529,529,          No?
530,530,"                       \""D\"""
531,531,"          No, I'm new black. We run slow, jump low,"
532,532,          swim good and shop at Gap. We make white
533,533,          folk proud then hose their ladies.
534,534,"\""BIGGLES\"" still giggles, but he's looking fit as they"
535,535,chip away everything that isn't a Navy Seal.
536,536,"                       INSTRUCTOR \""TONY\"""
537,537,          You hungry Biggles? I'd bet you'd eat the
538,538,          ass out of a low-flying duck.
539,539,                       BIGGLES
540,540,          Hooyah. I'd toss that critter shitter on
541,541,          a baguette and get my eat on.
542,542,"\""SQUIRREL\"" is a San Clemente surfer kid, just tall enough"
543,543,"to ride roller-coaster, with a jutty jaw."
544,544,"                       INSTRUCTOR \""TONY\"""
545,545,                 (screams in his face)
546,546,          Squirrel! Where'd you hide your nuts?
547,547,                       SQUIRREL
548,548,          Nuts crawled up inside. The little shits
549,549,          are gone for good.
550,550,"\""CHRIS\"" sits up front, covered in mud. His eyes burn"
551,551,"steely blue, full of resolve. He's found himself here."
552,552,"                       INSTRUCTOR \""TONY\"""
553,553,          How about you old man? How you feeling?
554,554,                             (
555,555,
556,556,14)                          
557,557,                            CHRIS KYLE
558,558,"               Dangerous, sir. Feeling dangerous."
559,559,"     The boys send up a spirited \""HOOYAH\"" and-- TONY looks"
560,560,     them over with some small measure of approval.
561,561,26   EXT. BEACH - SUNSET                                         26
562,562,     The INSTRUCTOR CADRE watches 32 CANDIDATES SWARM each
563,563,"     other, howling and dog-piling at the end of hell-week."
564,564,27   OMITTED                                                     27
565,565,28   OMITTED                                                     28
566,566,29   INT. MULONEY'S BAR - NIGHT                                  29
567,567,     A crowd watches the boys toss darts at a bulls-eye drawn
568,568,"     on DAUBER'S naked back. At the bar, BIGGLES and CHRIS--"
569,569,                            CHRIS
570,570,               I'm gonna try and get into sniper school.
571,571,                            BIGGLES
572,572,               Can you shoot?
573,573,                            CHRIS
574,574,               I can hunt. And what's cooler than being
575,575,               a sniper?
576,576,                            BIGGLES
577,577,               Blowing shit up. Blowing shit up is way
578,578,               cooler.
579,579,     A brunette steps to the bar. A sharp object with heavy
580,580,     eye-shadow and tight leather pants. This girl owns her
581,581,     sexuality but she's often been used for it.
582,582,"     This is \""TAYA\"". She is trying to ignore the advances of A"
583,583,     SHORT NAVY GUY but he's relentless. Chris watches as
584,584,"     (ECU)-- Taya's fingertips whiten, gripping her glass."
585,585,"     Chris edges closer, she looks up, defensive-- but he just"
586,586,"     stands there, letting his protective presence be felt."
587,587,                            DAPPER NAVY GUY (OC)
588,588,"               Come on, just let me buy you a drink."
589,589,                        (
590,590,
591,591,14)                          
592,592,                       TAYA
593,593,                 (end of her rope)
594,594,          Will a drink make you 6 inches taller and
595,595,          charming? Will it make you not married?
596,596,                       DAPPER NAVY GUY
597,597,          I'm not--
598,598,                       TAYA
599,599,          I watched you take your ring off. Don't
600,600,          be a scumbag. Go home.
601,601,"Navy Guy retreats. Taya sips her scotch, doesn't look up."
602,602,                       CHRIS
603,603,          It could be the leather pants.
604,604,                       TAYA
605,605,          Yeah? What kind of pants does a girl have
606,606,          to wear to be left alone?
607,607,                       CHRIS
608,608,          Corduroy.
609,609,"She takes him in. Loose sweatshirt, no hair gel."
610,610,                       TAYA
611,611,          Is that how it is with you guys--
612,612,          suddenly single after three beers?
613,613,                       CHRIS
614,614,          Only thing that happens to me after three
615,615,          beers is a fourth.
616,616,                       TAYA
617,617,          That's great. A real red-neck.
618,618,                       CHRIS
619,619,"          I'm no redneck, I'm a Texan."
620,620,                       TAYA
621,621,          What's the difference?
622,622,                       CHRIS
623,623,"          We ride horses, they ride their cousins."
624,624,                       TAYA
625,625,                 (almost laughs)
626,626,          What do you do for work? You look like
627,627,          military.
628,628,                        (
629,629,
630,630,14)                     
631,631,                       CHRIS
632,632,          I polish dolphins. They have to be
633,633,          polished in captivity or their skin
634,634,          disintegrates.
635,635,                       TAYA
636,636,          Do I look stupid to you?
637,637,                       CHRIS
638,638,"          To be honest, you look a little sad."
639,639,She's taken aback by his observation.
640,640,                       CHRIS
641,641,          So am I tall enough to buy you a drink?
642,642,                       TAYA
643,643,          Not until you tell me what you do.
644,644,                       CHRIS
645,645,"          How about this: one shot, one answer."
646,646,"Chris passes her a shot. She throws it back, fierce."
647,647,                       TAYA
648,648,          You're obviously military. What branch?
649,649,                       CHRIS
650,650,          I'm just finishing BUD/S.
651,651,                       TAYA
652,652,          Are you kidding me? You're a SEAL?
653,653,                       CHRIS
654,654,          That was two questions...
655,655,                       TAYA
656,656,                 (two angry shots)
657,657,          I know all about you guys. My sister was
658,658,          engaged to a SEAL.
659,659,                       CHRIS
660,660,          What's that mean you know all about us?
661,661,                       TAYA
662,662,"          You're a bunch of arrogant, self-centered"
663,663,          pricks who think you can lie and do
664,664,          whatever the fuck you want.
665,665,                 (pushes him a shot)
666,666,          I'd never date a SEAL.
667,667,                        (
668,668,
669,669,14)                   
670,670,                       CHRIS
671,671,                 (confused)
672,672,          How can you say we're self-centered? I'd
673,673,          lay down my life for my country.
674,674,                       TAYA
675,675,          Why?
676,676,                       CHRIS
677,677,          Cause it's the greatest country on earth
678,678,          and I believe it's worth protecting.
679,679,                 (climbs off stool)
680,680,          I'm sorry this guy hurt your sister but
681,681,          that's not me. Nice talking to you.
682,682,                       TAYA
683,683,          Where are you going?
684,684,                       CHRIS
685,685,"          You said you'd never date a SEAL, so I'm"
686,686,          going home.
687,687,                       TAYA
688,688,          I said I'd never marry one.
689,689,It's a lie and they both know it.
690,690,                       CHRIS
691,691,          Well in that case... what's your name?
692,692,                       TAYA
693,693,          Taya.
694,694,                       CHRIS
695,695,"          Nice to meet you, Taya. I'm Chris Kyle."
696,696,                       TAYA
697,697,                 (liquor softening her)
698,698,          Pretty egotistical of you to think you
699,699,"          can protect us all, isn't it Chris?"
700,700,                       CHRIS
701,701,          Our instructors say our biggest enemies
702,702,"          are ego, liquor, and women."
703,703,                       TAYA
704,704,          Sounds like you're under attack.
705,705,She levels a look and downs another shot--
706,706,                               (
707,707,
708,708,14)                        
709,709,"30   EXT. MULRONEY'S BAR, PARKING LOT - LATER                    30"
710,710,     Mist rolls in. Chris holds Taya's hair as she pukes. She
711,711,"     takes a deep breath, wipes her mouth--"
712,712,                            TAYA
713,713,               --I'm not going home with you so don't
714,714,               even think about it.
715,715,"     She smiles, then turns to puke again--"
716,716,"31   EXT. RANGE - \""SNIPER SCHOOL\"" - CAMP BILLY MACHEN - DAY      31"
717,717,     An arid range with human-shaped targets. PETTY OFFICER
718,718,"     TOSH (Irish/Japanese, nasty) walks past prone students."
719,719,                            PO TOSH
720,720,               Feel breath filling every cell of your
721,721,               body. This is our ritual. We master our
722,722,"               breath, we master our mind---"
723,723,     FIND CHRIS on .300 Win-Mag. Both eyes open. Dip packed.
724,724,     Deep breaths. His finger taking up the trigger-slack.
725,725,                            PO TOSH
726,726,               --pulling the trigger will become an
727,727,               unconscious effort. You will be aware of
728,728,               it but not directing it. And as you
729,729,"               exhale, find your natural respiratory"
730,730,               pause and the space between heart-beats.
731,731,"     Chris exhales, pauses, strokes-- BAM!"
