"","line","content"
"68",68,"     lap.  He still stares out the window, but his disposition has"
"69",69,"     soured.  The train is passing an ugly, swampy field."
"70",70,"     A car's burnt-out skeleton sits rusting in the bracken.  A little"
"71",71,"     further on, two dogs are fighting, circling, attacking, their"
"72",72,"     coats matted with blood."
"73",73,"     Somerset turns his head to watch the dogs."
"74",74,"     Away in the field, another dog sprints to join the fight."
"75",75,"     "
"76",76,"  AMTRACK TRAIN  EARLY EVENING"
"77",77,"     Passing urban streets below.  Slums.  Smashed cars.  People"
"78",78,"     stand on the corners, under the bleak glow of street lamps."
"79",79,"     Somerset's suitcase is by the window.  Somerset is now in the"
"80",80,"     aisle seat, reading his book."
"81",81,"     "
"82",82,"  SOMERSET'S APARTMENT  LATER NIGHT -- (END CREDITS)"
"83",83,"     Curtains closed.  The SOUNDS of the CITY are here as they will"
"84",84,"     be everywhere in this story.  A CAR ALARM SHRIEKS.  Somerset's"
"85",85,"     life is packed in many moving boxes, except for clothing in a"
"86",86,"     closet and hundreds of books on shelves."
"87",87,"     Somerset, dressed only in his underwear, lays back on the bed."
"88",88,"     He reaches to the nightstand, to a wooden, pyramidical"
"89",89,"     metronome."
"90",90,"     He frees the metronome's weighted swingarm so it moves back and"
"91",91,"     forth.  Swings to the left... TICK, swings to the right... TICK."
"92",92,"     Tick, tick, tick, measured and steady."
"93",93,"     Somerset situates on the bed, closes his eyes.  The metronome's"
"94",94,"     ticking competes with the sound of the car alarm.  Somerset's"
"95",95,"     face tightens as he concentrates on the metronome."
"96",96,"     His eyes close tighter."
"97",97,"     Tick, tick, tick... the swingarm moves evenly.  Somerset's"
"98",98,"     breathing deepens.  The car ALARM seems QUIETER."
"99",99,"     Tick, tick, tick.  Somerset continues his concentration."
"100",100,"     The METRONOME is the ONLY SOUND.  Somerset's face relaxes"
"101",101,"     slightly as he begins to fall asleep.  Tick, tick, tick..."
"102",102,"     "
"103",103,"  CHINESE BODEGA/CITY STREETS  NIGHT"
"104",104,"     DAVID MILLS, 31, exits with a bagged 40oz bottle of beer.  He is"
"105",105,"     a lean, attractive man, constantly coiled, eyes always"
"106",106,"     smoldering.  FOLLOW as he walks quickly past iron-gated"
"107",107,"     storefronts.  He crosses the street under elevated subway"
"108",108,"     tracks.  A train roars overhead."
"109",109,"     Mills watches it as he walks on."
"110",110,"     Blue sparks spit off the third rail and illuminate Mills,"
"111",111,"     throwing his shadow long down the deserted street."
"112",112,"     "
"113",113,"  URBAN STREET OF ROW HOMES  NIGHT"
"114",114,"     This rotting neighborhood lives in the shadow of a single fat"
"115",115,"     skyscraper.  Mills walks, looks at the broken refrigerators and"
"116",116,"     pieces of junk in the gutter."
"117",117,"     Ahead in the street, TWO YOUNG THUGS struggle with a crowbar to"
"118",118,"     break into the trunk of a parked car."
"119",119,"     Mills draws near.  One thug looks up, doesn't think Mills will"
"120",120,"     be a problem, continues prying.  Mills stops, calm."
"121",121,"                                 MILLS"
"122",122,"                   Is that your car, man?"
"123",123,"                                 FIRST THUG"
"124",124,"                   What the fuck do you care?"
"125",125,"     Mills pauses, switches his beer bottle to his other hand."
"126",126,"                                 MILLS"
"127",127,"                   Does that car belong to you?"
"128",128,"     The thugs look at each other, gauging.  They face Mills."
"129",129,"                                 FIRST THUG"
"130",130,"                   Yeah, it's my car, alright?  Fuck off."
"131",131,"                                 MILLS"
"132",132,"                   You're telling me that's your car?"
"133",133,"     The second thug starts the long way round the car."
"134",134,"                                 SECOND THUG"
"135",135,"                   Well, for some strange reason, I don't"
"136",136,"                   believe you."
"137",137,"     Mills gives a \""isn't that silly\"" laugh, shifts his gaze "
"138",138,"     Sees the first thug slide the crowbar so it's held as a weapon."
"139",139,"                                 FIRST THUG"
"140",140,"                           (steps forward)"
"141",141,"                   You can fucking suck my..."
"142",142,"     Mills swiftly finishes that sentence by smashing his bottle"
"143",143,"     against the first thug's head.  The thug falls, swings blindly."
"144",144,"     The second thug moves from the side, brings out a knife."
"145",145,"     Mills averts, swings, pounds the side of his fist into the"
"146",146,"     second thug's face  CRACK.  Broken nose."
"147",147,"     The second thug stumbles back, drops the knife, his nose"
"148",148,"     squirting blood."
"149",149,"     Mills turns, enraged, breathing hard."
"150",150,"     The first thug is screaming, trying to stand.  Mills takes one"
"151",151,"     step, punts the first thug's head.  The crowbar clatters away."
"152",152,"     Mills is in the process of kicking a man when he's down, when"
"153",153,"     the second thug grabs him from behind, pulls him backwards."
"154",154,"     Mills clutches at the thug's arm, trying to avoid a choke-hold."
"155",155,"     They both struggle spastically.  The thug's winning."
"156",156,"     Gurgling, gasping for air, Mills shifts his weight, drops to one"
"157",157,"     knee and spins the thug, slamming him against the car."
"158",158,"     Mills breaks loose, grabs a handful of the second thug's hair"
"159",159,"     and holds the man's head against the car's side window.  Mills'"
"160",160,"     free hand pounds the thug's face: once, twice  third time's"
"161",161,"     the charm as the window shatters.  The thug goes out cold."
"162",162,"     Mills backs off, still incensed.  He rubs his throat, looking at"
"163",163,"     the two prone men.  Slowly, he regains some composure."
"164",164,"     He takes a keychain from his pocket.  He unlocks the door of the"
"165",165,"     car, loads one of the thugs into the back seat.  He walks to"
"166",166,"     collect the other thug off the street."
"167",167,"     "
"168",168,"  SOMERSET'S APARTMENT, BEDROOM  MORNING"
"169",169,"     Somerset picks items off a moving box:  keys, wallet, homicide"
"170",170,"     badge.  Finally, he opens the hardcover book from the train."
"171",171,"     From the pages, he takes the pale, wallpaper rose."
"172",172,"     "
"173",173,"  TENEMENT APARTMENT  DAY"
"174",174,"     A wall is stained by a starburst of blood.  Somerset stands,"
"175",175,"     melancholy, looking at a body on the floor under a sheet near a"
"176",176,"     sawed-off shotgun.  The apartment is gloomy.  DETECTIVE TAYLOR,"
"177",177,"     52, looks through a notepad."
"178",178,"                                  TAYLOR"
"179",179,"                   Neighbors heard them screaming at each"
"180",180,"                   other.  It was nothing new or unusual."
"181",181,"                   But, then they heard the gun go off."
"182",182,"                   Boom, boom... both barrels."
"183",183,"                                  SOMERSET"
"184",184,"                   Did his wife confess?  Did she actually"
"185",185,"                   speak the words?"
"186",186,"                                  TAYLOR"
"187",187,"                   When the patrolman got here she was"
"188",188,"                   trying to put his head back together."
"189",189,"                   She was crying too hard to say anything."
"190",190,"                           (shuts notebook)"
"191",191,"                   Crime of passion."
"192",192,"                                  SOMERSET"
"193",193,"                   Yes.  Look at all the passion splattered"
"194",194,"                   up on the wall here."
"195",195,"     Taylor shifts his weight, impatient, annoyed."
"196",196,"                                  TAYLOR"
"197",197,"                   This is a done deal.  All but the"
"198",198,"                   paperwork."
"199",199,"     Somerset looks at a coloring-book open on the coffee table."
"200",200,"     There are crayons beside it.  Somerset picks the book up."
"201",201,"     He flips through: crudely colored pictures."
"202",202,"                                  SOMERSET"
"203",203,"                   Did their son see it happen?"
"204",204,"                                  TAYLOR"
"205",205,"                   What kind of question is that?  Huh?"
"206",206,"                           (pointing)"
"207",207,"                   He's dead.  His wife killed him.  There"
"208",208,"                   it is.  That's all.  Anything else has"
"209",209,"                   nothing to do with nothing."
"210",210,"     Somerset replaces the book, digs up a cigarette from his pocket."
"211",211,"                                  TAYLOR (CONT)"
"212",212,"                   You and your fucking questions,"
"213",213,"                   Somerset.  I'm glad I'm getting rid of"
"214",214,"                   you today.  You know that, you fuck?"
"215",215,"     David Mills enters, dressed in a suit.  He looks a bit lost."
"216",216,"                                  MILLS"
"217",217,"                   Uh... Lieutenant Somerset?"
"218",218,"     Somerset lights his cigarette, looks to Mills."
"219",219,"                                  MILLS (CONT)"
"220",220,"                   I'm David Mills... your new partner."
"221",221,"     "
"222",222,"  TENEMENT/CITY STREET  DAY"
"223",223,"     A body-bag is carried through the crowd around the tenement"
"224",224,"     doors.  Somerset follows.  Mills follows Somerset.  They walk"
"225",225,"     towards the end of the filthy block."
"226",226,"                                  MILLS"
"227",227,"                   I'm a little thrown.  I just finished"
"228",228,"                   orientation at central, and they dumped"
"229",229,"                   me off down here."
"230",230,"                                  SOMERSET"
"231",231,"                   I heard you brought in two small-timers"
"232",232,"                   last night."
"233",233,"                                  MILLS"
"234",234,"                   Yeah.  Two real idiots."
"235",235,"                                  SOMERSET"
"236",236,"                   Since we are just starting out, I"
"237",237,"                   thought we could go to a bar.  Sit and"
"238",238,"                   talk for awhile.  That way we can..."
"239",239,"                                  MILLS"
"240",240,"                   Excuse me, but I'd rather start sniffing"
"241",241,"                   for a case, if it's all the same to you."
"242",242,"                   Seeing how we only have a week for this"
"243",243,"                   whole transition thing."
"244",244,"                           (waits)"
"245",245,"                   I want to get into the shit a.s.a.p.,"
"246",246,"                   know what I mean?"
"247",247,"     Somerset walks, no reply.  Mills searches to get a read on him."
"248",248,"                                  SOMERSET"
"249",249,"                   I meant to ask you something... when we"
"250",250,"                   spoke on the phone.  I can't help"
"251",251,"                   wondering..."
"252",252,"                           (pause)"
"253",253,"                   Why are you here?"
"254",254,"                                  MILLS"
"255",255,"                           (wary)"
"256",256,"                   I... I don't follow."
"257",257,"                                  SOMERSET"
"258",258,"                   All this effort you've gone through, to"
"259",259,"                   be transferred from Philadelphia to"
"260",260,"                   here.  It's the first question that pops"
"261",261,"                   into my head."
"262",262,"     Mills formulates his response."
"263",263,"                                  MILLS"
"264",264,"                   I'm here for the same reasons as you, I"
"265",265,"                   guess.  Or... at least the same reasons"
"266",266,"                   you used to have for being here..."
"267",267,"                           (cutting)"
"268",268,"                   ...before you decided to give up."
"269",269,"     Somerset stops and faces Mills."
"270",270,"                                  SOMERSET"
"271",271,"                   You think you know me?  You just met me"
"272",272,"                   two minutes ago."
"273",273,"                                  MILLS"
"274",274,"                   Maybe I don't understand the question."
"275",275,"                                  SOMERSET"
"276",276,"                   It's very simple.  You've come from the"
"277",277,"                   \""City of Brotherly Love\"" to the \""City of"
"278",278,"                   Brotherly Hate,\"" detective.  I've never"
"279",279,"                   seen it done that way."
"280",280,"                                  MILLS"
"281",281,"                   I don't know.  Maybe I thought I could"
"282",282,"                   do more good here than there."
"283",283,"                           (pause)"
"284",284,"                   You know, it'd be great by me if we"
"285",285,"                   didn't start right out kicking each"
"286",286,"                   other in the balls.  But, you're calling"
"287",287,"                   the shots, lieutenant, so however you"
"288",288,"                   want it to go."
"289",289,"                                  SOMERSET"
"290",290,"                   Let me tell you how I want this to go."
"291",291,"                   I want you to look, and I want you to"
"292",292,"                   listen."
"293",293,"                                  MILLS"
"294",294,"                   I wasn't standing around Philly guarding"
"295",295,"                   the fucking Liberty Bell."
"296",296,"                                  SOMERSET"
"297",297,"                   But, you've never worked homicide in"
"298",298,"                   this city."
"299",299,"                                  MILLS"
"300",300,"                   I realize that."
"301",301,"                                  SOMERSET"
"302",302,"                   Well, please do me the favor of"
"303",303,"                   remembering it."
"304",304,"     Mills just stares back at Somerset.  Somerset walks.  Mills"
"305",305,"     rolls his eyes, looks to heaven like, \""what'd I do to deserve"
"306",306,"     this?\""  He follows Somerset."
"307",307,"     "
"308",308," TITLE CARD"
"309",309,"     MONDAY"
"310",310,"     "
"311",311,"  SOMERSET'S APARTMENT, BEDROOM  EARLY MORNING"
"312",312,"     Somerset lies asleep on the bed.  It is still dark outside."
"313",313,"     Relatively quiet.  The PHONE beside the inactive metronome RINGS"
"314",314,"     HARSHLY.  Somerset awakens suddenly, rankled."
"315",315,"     "
"316",316,"  MILLS' APARTMENT, BEDROOM  EARLY MORNING"
"317",317,"     It is barely becoming light outside.  Mills can't sleep."
"318",318,"     Alone in a double bed.  He sits up, frustrated.  Sits on the"
"319",319,"     edge of the bed and looks around.  The room is a shambles,"
"320",320,"     filled with moving boxes."
"321",321,"     The light coming through the window glows upon a football trophy"
"322",322,"     on one box.  Large and noble, a golden player stands in frozen"
"323",323,"     motion at the trophy's pinnacle."
"324",324,"     Mills looks at the trophy and a fond smile forms on his face."
"325",325,"     The CLINKING of DISHES and SILVERWARE is HEARD from another"
"326",326,"     room.  Mills looks at the closed bedroom door, troubled."
"327",327,"     "
"328",328,"  MILLS' APARTMENT, LIVING ROOM/KITCHENETTE  EARLY MORNING"
"329",329,"     Across a living room full of boxes, TRACY MILLS, 30, a beautiful"
"330",330,"     woman, stands in her bathrobe.  She's upset about something,"
"331",331,"     takes dishes out of boxes, puts them on the kitchenette counter."
"332",332,"     She pulls a mug from a clump of newspaper and pours some tea"
"333",333,"     from a pot on the stove.  Blowing on the steaming tea, she leans"
"334",334,"     back on the counter, looks over at the closed bedroom door."
"335",335,"     The tea is too hot to sip, and as Tracy is placing the mug on"
"336",336,"     the counter behind her the PHONE RINGS.  Startled, she releases"
"337",337,"     the mug too close to the edge.  It falls "
"338",338,"     Crashes to the floor, shatters."
"339",339,"     "
"340",340,"  APARTMENT/CRIME SCENE, HALLWAY  MORNING"
"341",341,"     A dark hall.  Somerset and Mills stand with OFFICER DAVIS, 28, a"
"342",342,"     beefy, uniformed cop.  Light from a camera's flash spills in"
"343",343,"     from the nearby kitchen.  Davis hands Somerset two flashlights."
"344",344,"                                 SOMERSET"
"345",345,"                   At what time did you confirm the death?"
"346",346,"                                 DAVIS"
"347",347,"                   Like I said, we didn't touch anything,"
"348",348,"                   but we were on scene at like o-five-"
"349",349,"                   hundred, so he's had his face in a plate"
"350",350,"                   of spaghetti for about half an hour."
"351",351,"                                 MILLS"
"352",352,"                   Wait, wait, wait.  You didn't check him?"
"353",353,"                   You didn't check vital signs?"
"354",354,"                                 DAVIS"
"355",355,"                   Believe me, he's gone.  Unless he's"
"356",356,"                   breathing spaghetti sauce now."
"357",357,"                                 MILLS"
"358",358,"                   No.  The point is, when you're first man"
"359",359,"                   in, you check vital signs."
"360",360,"                                 DAVIS"
"361",361,"                   This guy's sitting in a pile of his own"
"362",362,"                   shit and piss.  If he ain't dead he"
"363",363,"                   would have stood up by now."
"364",364,"                                 MILLS"
"365",365,"                           (getting angry)"
"366",366,"                   Listen, Godzilla..."
"367",367,"     Somerset steps in, heads Mills off."
"368",368,"                                 SOMERSET"
"369",369,"                   Thank you, Officer Davis.  We'll see you"
"370",370,"                   again after we've had a look."
"371",371,"                                 DAVIS"
"372",372,"                   Yes, sir."
"373",373,"     Davis leaves, eyeing Mills.  Mills watches him.  Somerset hands"
"374",374,"     Mills a flashlight, takes out surgical gloves."
"375",375,"                                 SOMERSET"
"376",376,"                   I wonder what exactly was the point of"
"377",377,"                   the conversation you were about to get"
"378",378,"                   into?"
"379",379,"                                 MILLS"
"380",380,"                   And, I wonder how many times Officer"
"381",381,"                   Davis there has found a supposedly dead"
"382",382,"                   man who didn't really die until Davis"
"383",383,"                   was back in the patrol car calling the"
"384",384,"                   morgue and eating a powdered donut."
"385",385,"     Somerset snaps one glove over his hand and checks the fit."
"386",386,"                                 SOMERSET"
"387",387,"                   Drop it.  We have more important"
"388",388,"                   concerns just now, don't we?"
"389",389,"                                 MILLS"
"390",390,"                   Fine... for now."
"391",391,"     "
"392",392,"  APARTMENT/CRIME SCENE, KITCHEN  NIGHT"
"393",393,"     The POLICE PHOTOGRAPHER packs up, hoists his camera and"
"394",394,"     equipment bag.  Somerset and Mills enter.  Mills puts on his own"
"395",395,"     pair of rubber gloves.  The grubby kitchen is small; barely room"
"396",396,"     for four people to move around in.  The photographer exits:"
"397",397,"                                 PHOTOGRAPHER"
"398",398,"                   Bon appetit."
"399",399,"     The only light is a murky green illumination from the ceiling."
"400",400,"     The light bathes an OBESE MAN who is slumped forward in a"
"401",401,"     kitchen chair, face-down-dead in a plate of spaghetti."
"402",402,"     The sizable kitchen table's green tablecloth is covered with"
"403",403,"     soiled paper plates.  The plates hold bits of half-eaten"
"404",404,"     sandwiches, potatoes, donuts and other junk-food remnants."
"405",405,"     Mills and Somerset turn on their flashlights.  Mills points his"
"406",406,"     at the green bulb above.  Aluminum foil has been wrapped around"
"407",407,"     the bulb to focus the light on the corpse."
"408",408,"     Somerset sweeps the room with his flashlight.  He goes to the"
"409",409,"     body and kneels beside it.  There's a rope tied around the"
"410",410,"     man's wide gut.  Mills comes to stand beside Somerset."
"411",411,"                                 MILLS"
"412",412,"                   I guess that makes it homicide."
"413",413,"     Somerset crouches lower, uses a pen to lift one of the dead"
"414",414,"     man's pants cuffs.  Rope is tied around the purplish ankle."
"415",415,"     Mills examines the knots behind the chair's back.  Shines his"
"416",416,"     flashlight on the man's belly."
"417",417,"                                 MILLS (CONT)"
"418",418,"                   Still, he could have tied himself in."
"419",419,"                   To make it look like murder."
"420",420,"     Somerset isn't listening, focused on the corpse.  He studies the"
"421",421,"     man's head and neck without touching."
"422",422,"                                 MILLS (CONT)"
"423",423,"                   I don't see any blood or bruises yet."
"424",424,"                   No wounds.  You see anything?"
"425",425,"                                 SOMERSET"
"426",426,"                           (irritated)"
"427",427,"                   Not yet."
"428",428,"     Somerset stands, points his flashlight: the obese man's stiff"
"429",429,"     hands are clutching utensils.  A knife in the left hand, a fork"
"430",430,"     sticking straight up in the right with a hunk of meat hanging"
"431",431,"     skewered.  Cockroaches swarm."
"432",432,"     Mills turns to the sink and stove.  Each burner of the stove has"
"433",433,"     a used pot or pan on it.  There's food slopped everywhere."
"434",434,"                                 MILLS"
"435",435,"                   I saw a guy once... committed suicide,"
"436",436,"                   but he wanted to make sure his family"
"437",437,"                   could collect insurance money, right?"
"438",438,"     Somerset walks to the room's only window.  The window has been"
"439",439,"     painted over with black paint.  he touches the window with his"
"440",440,"     pinkie finger.  The paint is still wet."
"441",441,"     Mills goes to a trash can by the refrigerator.  The trash can is"
"442",442,"     full to the brim with empty food containers."
"443",443,"                                 MILLS (CONT)"
"444",444,"                   So, this guy took this big knife... and"
"445",445,"                   he held it behind him, put the tip of it"
"446",446,"                   in his back, and he ran backwards into"
"447",447,"                   the wall.  Cause, he thought it was"
"448",448,"                   going to look like someone stabbed him"
"449",449,"                   in the back."
"450",450,"     Mills opens the refrigerator.  It's nearly empty."
"451",451,"                                 MILLS (CONT)"
"452",452,"                   Except, he poked a big fucking hole in"
"453",453,"                   the dry wall when he did it."
"454",454,"                                 SOMERSET"
"455",455,"                   If you could... spare me the anecdotes"
"456",456,"                   for now.  Leave the refrigerator open"
"457",457,"                   for the light."
"458",458,"                                 MILLS"
"459",459,"                           (sarcastic)"
"460",460,"                   Oh, forgive me.  I thought we had this"
"461",461,"                   male-bonding thing going.  My mistake."
"462",462,"     Somerset looks at the floor, deep in thought.  His flashlight"
"463",463,"     beam follows a trail of dripped sauces, soups and bits of food"
"464",464,"     running from the stove to the table."
"465",465,"                                 SOMERSET"
"466",466,"                   What do you smell?  Other than him, and"
"467",467,"                   all the food."
"468",468,"                                 MILLS"
"469",469,"                           (sniffs)"
"470",470,"                   I don't know... there's something."
"471",471,"     Somerset goes close to the table, then leans to peer under."
"472",472,"                                 SOMERSET"
"473",473,"                   A bucket."
"474",474,"     Somerset points the flashlight and Mills crouches, pulls up the"
"475",475,"     tablecloth on his side of the table.  Two large dead rats lay on"
"476",476,"     the floor beside a metal bucket."
"477",477,"     Mills grimaces, slides under the table, careful to avoid the"
"478",478,"     rats.  He looks in the bucket.  He leans back, baffled."
"479",479,"                                 MILLS"
"480",480,"                   It's vomit."
"481",481,"     He looks at Somerset under the table."
"482",482,"                                 MILLS (CONT)"
"483",483,"                   It's a bucket of vomit."
"484",484,"                                 SOMERSET"
"485",485,"                   Is there any blood in it?"
"486",486,"                                 MILLS"
"487",487,"                   Can't tell by looking."
"488",488,"     Somerset stands, perplexed, stares at the dead man.  There is a"
"489",489,"     knock at the door.  The detectives look to DOCTOR THOMAS"
"490",490,"     O'NEILL, 52, the medical examiner.  O'Neill is a frumpy man,"
"491",491,"     seems a bit gone, looking at the green bulb."
"492",492,"                                 O'NEILL"
"493",493,"                   Mood lighting.  Very sixties."
"494",494,"     He drops his bag on the floor, sorts through the contents."
"495",495,"                                 MILLS"
"496",496,"                           (to Somerset)"
"497",497,"                   You think he was poisoned?"
"498",498,"     Mills goes to the trash can, pokes the garbage with a pencil."
"499",499,"                                 MILLS (CONT)"
"500",500,"                   And, those rats there somehow ate the"
"501",501,"                   poison off the floor?"
"502",502,"                                 SOMERSET"
"503",503,"                   Guessing this early is useless."
"504",504,"                                 O'NEILL"
"505",505,"                   You girls have got the forensics guys"
"506",506,"                   out there chompin' at the bit.  Don't"
"507",507,"                   know if we'll all fit in here though."
"508",508,"     Mills continues searching the garbage."
"509",509,"                                 MILLS"
"510",510,"                   There's room.  Light's the problem."
"511",511,"                                 SOMERSET"
"512",512,"                   Well, three is certainly a crowd in"
"513",513,"                   here.  And, with four, someone's bound"
"514",514,"                   to be stepping on evidence."
"515",515,"                           (pause)"
"516",516,"                   Detective Mills, go help the officers"
"517",517,"                   question the neighbors."
"518",518,"                                 MILLS"
"519",519,"                           (not pleased)"
"520",520,"                   Thanks, but no thanks.  I'll stay on"
"521",521,"                   this."
"522",522,"     Somerset watches O'Neill at the corpse.  O'Neill points a thin"
"523",523,"     flashlight with his mouth, his hands free for the examination."
"524",524,"                                 SOMERSET"
"525",525,"                           (not looking up)"
"526",526,"                   Send one forensic in on your way out."
"527",527,"     Mills is pissed.  He lifts his flashlight to shine it on the"
"528",528,"     side of Somerset's face."
"529",529,"     A moment passes.  Somerset looks at Mills, light shining"
"530",530,"     directly in Somerset's eyes.  A longer moment.  Mills switches"
"531",531,"     the light off.  He leaves."
"532",532,"     O'Neill unceremoniously places both hands on the dead man's"
"533",533,"     head, lifts the swollen visage from the spaghetti."
"534",534,"                                 O'NEILL"
"535",535,"                   He is dead."
"536",536,"     "
"537",537,"  PRECINCT HOUSE, BASEMENT GYM  DAY"
"538",538,"     THWACK, THWACK... THWACK.  Mills punches the heavy bag with"
"539",539,"     hard, quick punches.  Sweat drips off his face.  He's in work-"
"540",540,"     out clothing, a bundle of nerves wearing boxing gloves."
"541",541,"     The walls are covered in mirrors.  Other cops watch Mills as"
"542",542,"     they pass, checking out the new kid.  Mills keeps punching,"
"543",543,"     skillfully."
"544",544,"     He stops when he sees Somerset reflected in one of the mirrors."
"545",545,"     Somerset walks over, carrying a pizza box with paper piled on"
"546",546,"     top.  He sits on a near bench, takes out a cigarette."
"547",547,"                                 SOMERSET"
"548",548,"                   Pizza and paperwork, Detective Mills."
"549",549,"                                 MILLS"
"550",550,"                   We need to chat."
"551",551,"     "
"552",552,"  BASEMENT GYM, BOXING RING  DAY"
"553",553,"     Mills opens a door and enters with Somerset behind.  They are"
"554",554,"     alone.  Chairs face an old, limp-roped boxing ring.  Practice"
"555",555,"     pads hang from pegs on a wall.  Mills clasps a pair in his"
"556",556,"     gloves, offers them to Somerset."
"557",557,"                                 SOMERSET"
"558",558,"                   No."
"559",559,"                                 MILLS"
"560",560,"                   You just hold them up.  I do all the"
"561",561,"                   work."
"562",562,"     Somerset takes the pads reluctantly, puts them on.  He still has"
"563",563,"     the un-lit cigarette hanging from his mouth.  Mills climbs into"
"564",564,"     the ring.  He holds the ropes open for Somerset, waits."
"565",565,"     Somerset doesn't want to do this, but he climbs up."
"566",566,"                                 MILLS (CONT)"
"567",567,"                   You've seen my files... seen the things"
"568",568,"                   I've done?"
"569",569,"                                 SOMERSET"
"570",570,"                   Yes.  Impressive work."
"571",571,"     Mills motions to Somerset and Somerset holds up the practice"
"572",572,"     pads.  Mills starts working them, lightly, warming up."
"573",573,"     THWACK... THWACK..."
"574",574,"                                 MILLS"
"575",575,"                   So, what's your problem?  I've done my"
"576",576,"                   time on door-to-doors, and walking a"
"577",577,"                   beat."
"578",578,"                                 SOMERSET"
"579",579,"                   I know it.  That doesn't mean..."
"580",580,"                                 MILLS"
"581",581,"                   I did all that shit a long time ago."
"582",582,"     THWACK... THWACK... Somerset's very stiff, uncomfortable."
"583",583,"                                 SOMERSET"
"584",584,"                   I made a decision, because I have to"
"585",585,"                   worry about the integrity of the scene."
"586",586,"                                 MILLS"
"587",587,"                   That's bullshit."
"588",588,"                                 SOMERSET"
"589",589,"                   When I'm on scene, I'm not going to"
"590",590,"                   worry whether you think you're getting"
"591",591,"                   enough time on the playing field.  I'm"
"592",592,"                   there to do the work."
"593",593,"     Mills punches a little more aggressively.  Somerset's backing,"
"594",594,"     flinching, keeping the pads high.  THWACK... THWACK... THWACK..."
"595",595,"                                 MILLS"
"596",596,"                   The badge in my pocket says \""detective,\"""
"597",597,"                   just like yours.  I've been Homicide for"
"598",598,"                   four and a half years."
"599",599,"                                 SOMERSET"
"600",600,"                   You've worked Homicide for four years,"
"601",601,"                   or for five years..."
"602",602,"                   Don't count the half-years, unless you"
"603",603,"                   want to sound like a rookie."
"604",604,"     Mills unloads a mighty wallop and one practice pad recoils into"
"605",605,"     Somerset's face, knocks Somerset on his ass."
"606",606,"                                 MILLS"
"607",607,"                   Oops.  My hand slipped."
"608",608,"     Mills walks, climbs out of the ring."
"609",609,"                                 MILLS (CONT)"
