,line,content
285,285,"	off the asphalt as the plane shoots past, still inverted."
286,286,"	THE OTHER PILOTS burst into cheers."
287,287,"	RAFE, IN HIS COCKPIT permits himself a smile."
288,288,"	He lands, and the guys run out to meet him...all except for"
289,289,"	the Training Captain, who stands there shaking his head."
290,290,"	Danny jumps on the wing, as Rafe stops and slides back his"
291,291,"	canopy.  Danny grabs him by the harness and shakes him."
292,292,"					DANNY"
293,293,"			You could've killed yourself, you stupid"
294,294,"			bastard!"
295,295,"	He dives into the cockpit, hugging Rafe."
296,296,"					DANNY"
297,297,"			That was the most beautiful thing I ever"
298,298,"			saw."
299,299,"	"
300,300,  COLONEL DOOLITTLE'S OFFICE - DAY
301,301,"	COLONEL JIMMY DOOLITTLE, mid-forties, is commander of the"
302,302,"	base.  He's as tough as he is good in the air.  And right now"
303,303,"	he's frowning at Rafe McCawley, standing at attention before"
304,304,"	him."
305,305,"					DOOLITTLE"
306,306,"			There are some people who think the"
307,307,"			outside loop is reckless and"
308,308,"			irresponsible."
309,309,"					RAFE"
310,310,"			How could it be irresponsible, Sir, if"
311,311,"			you were the first man in the world to do"
312,312,"			it?"
313,313,"					DOOLITTLE"
314,314,"			Don't get smart with me, son."
315,315,"					RAFE"
316,316,"			Never, Sir.  I just meant it's dangerous"
317,317,"			only for the kind of pilot who wants to"
318,318,"			show off, rather than inspire the other"
319,319,"			pilots in his unit.  And all you've done"
320,320,"			for me, Sir, working out the transfer, I"
321,321,"			did it to say thanks.  To honor you, Sir."
322,322,"			What the French call a \""homage.\"""
323,323,"					DOOLITTLE"
324,324,"			That's bullshit, son.  But it's really"
325,325,"			good bullshit."
326,326,"					RAFE"
327,327,"			Thank you, Sir."
328,328,"	Doolittle stands, moves around his desk, and shakes Rafe's"
329,329,"	hand."
330,330,"					DOOLITTLE"
331,331,"			Good luck over there McCawley.  I admire"
332,332,"			your decision."
333,333,"					RAFE"
334,334,"			Thank you, Sir."
335,335,"	"
336,336,  NEW JERSEY AIRFIELD - BARRACKS - NIGHT
337,337,"	The pilots are getting slicked up for a night on the town."
338,338,"	Danny's at the mirrors with the others; he's putting on"
339,339,"	cologne, and looks terrific in his uniform."
340,340,"	Anthony and Billy are combing their hair at the sinks.  Billy"
341,341,"	declares to his image in the mirror --"
342,342,"					BILLY"
343,343,"			You good-lookin' sumbitch...don't you"
344,344,"			EVER die!"
345,345,"					ANTHONY"
346,346,"			That's your line for tonight, ya know."
347,347,"					BILLY"
348,348,"			What, good-lookin' sumbitch?"
349,349,"					ANTHONY"
350,350,"			No, numbnuts, die.  You get your nurse"
351,351,"			alone, you look her in the eye, and say,"
352,352,"			\""Baby, they're training me for war, and I"
353,353,"			don't know what'll happen.  But if I die"
354,354,"			tomorrow, I wanna know that we lived all"
355,355,"			we could tonight.\""  I've never known it"
356,356,"			to fail."
357,357,"	Red finishes brushing his teeth at the sink beside them."
358,358,"					RED"
359,359,"			He's n-never known it to work, either."
360,360,"	The guys head out laughing, running into Rafe coming in."
361,361,"					DANNY"
362,362,"			Doolittle didn't kill you?  Attaboy!"
363,363,"	Rafe catches Danny's arm."
364,364,"					RAFE"
365,365,"			Danny, there's something I gotta tell"
366,366,"			you..."
367,367,"	"
368,368,  NEW JERSEY BARRACKS - NIGHT
369,369,"	Rafe and Danny are walking on the parade ground; the other"
370,370,"	guys are already on the bus that will take them into town."
371,371,"	Danny's upset by what Rafe just told him."
372,372,"					DANNY"
373,373,"			How could you do this?"
374,374,"					RAFE"
375,375,"			The Colonel helped me work it out."
376,376,"					DANNY"
377,377,"			I don't mean how'd you do the paperwork,"
378,378,"			I mean how the hell did you do it without"
379,379,"			letting me in on it?"
380,380,"					RAFE"
381,381,"			I'm sorry, Danny, but they're only"
382,382,"			accepting the best pilots."
383,383,"					DANNY"
384,384,"			Don't make this a joke, Rafe.  You're"
385,385,"			talking about war, and I know what war"
386,386,"			does to people."
387,387,"					RAFE"
388,388,"			Danny, you know how many times I saw you"
389,389,"			come to school with a black eye or a"
390,390,"			busted nose, and couldn't do a thing"
391,391,"			about it -- for you, or for your mother..."
392,392,"			or your father, with his lungs scorched"
393,393,"			out with mustard gas, and more left of"
394,394,"			his lungs than there was of his spirit?"
395,395,"			You've made your sacrifice, Danny.  It's"
396,396,"			time I made mine."
397,397,"					BILLY"
398,398,"				(from the bus)"
399,399,"			The nurses are waiting!"
400,400,"					RAFE"
401,401,"			Let's go."
402,402,"					DANNY"
403,403,"			Nah, you go on."
404,404,"					RAFE"
405,405,"			I have to talk to Evelyn.  And I want you"
406,406,"			to meet her."
407,407,"					DANNY"
408,408,"			Some other time.  I don't feel like a"
409,409,"			party."
410,410,"	Danny walks away.  The bus driver's ready to leave, and Red"
411,411,"	is honking the horn for Rafe to come.  Rafe reluctantly lets"
412,412,"	Danny go, and heads for the bus, where the pilots are"
413,413,"	chanting --"
414,414,"					PILOTS VOICE"
415,415,"			Nurses!  Nurses!  Nurses!"
416,416,"	"
417,417,  A MOVING TRAIN - DAY
418,418,"	The trains of 1942 have their own beauty, with felt seats,"
419,419,"	shaded lamps, and paneled compartments even in the economy"
420,420,"	section.  But the glow of the train is outshone by EVELYN"
421,421,"	STEWART.  She's one of ten young women, Army nurses, gathered"
422,422,"	at one end of the car as it rattles along the track."
423,423,"	The other nurses are pretty and ripe -- maybe a bit too"
424,424,"	ripe.  Their lips painted bright red, their faces powdered,"
425,425,"	their spirits high."
426,426,"	Evelyn listens in amusement to BETTY, a cute blonde with"
427,427,"	unmissable boobs, and BARBARA, a burnette equally endowed."
428,428,"					BETTY"
429,429,"			Do you have trouble with your boobs in"
430,430,"			the uniform?"
431,431,"					BARBARA"
432,432,"			You mean hiding them?"
433,433,"					BETTY"
434,434,"			Hide them?  On a date with pilots?  I'm"
435,435,"			talking about how you make them show!"
436,436,"	SANDRA, another nurse, speaks up."
437,437,"					SANDRA"
438,438,"			Loan 'em to me, I'll make 'em show."
439,439,"					BETTY"
440,440,"			The boobs or the pilots?"
441,441,"	The girls laugh and shove each others' knees; it's a party"
442,442,"	wherever they go.  But Evelyn can't keep her mind on the"
443,443,"	frivolity.  She looks out the window and her thoughts drift"
444,444,"	away."
445,445,"					BARBARA"
446,446,"			We'll ask Evelyn.  Evelyn?  Evelyn!"
447,447,"					BETTY"
448,448,"			Ooo, she's thinking of her date!  Come"
449,449,"			on, you've been dating a pilot.  We want"
450,450,"			to know what we can expect."
451,451,"	Suddenly all the girlish faces are looking at Evelyn."
452,452,"					EVELYN"
453,453,"			I've been dating one pilot.  And only for"
454,454,"			a few weeks.  But I know he's different"
455,455,"			from all the others."
456,456,"	Sandra throws up her arms and swoons onto her friends."
457,457,"					SANDRA"
458,458,"			True love!..."
459,459,"					BETTY"
460,460,"			Morphine, give her morphine!"
461,461,"					BARBARA"
462,462,"			Give her an enema."
463,463,"					EVELYN"
464,464,"			But I do have a warning for you.  There's"
465,465,"			one line you all need to know, and you're"
466,466,"			likely to hear it from any man in a"
467,467,"			uniform.  It goes like this:  \""Honey,"
468,468,"			Baby... We never know what's gonna happen,"
469,469,"			and I may die tomorrow...so, let's live"
470,470,"			all we can tonight.\"""
471,471,"	A silence among the nurses."
472,472,"					BARBARA"
473,473,"			I tell you.  Any one of those arrogant,"
474,474,"			leather-jacketed, slick-lookin' flyboys"
475,475,"			tries that line on me...he's gonna get"
476,476,"			anything he wants."
477,477,"	As the nurses laugh --"
478,478,"	"
479,479,  NEW YORK TRAIN STATION - NIGHT
480,480,"	Our pilots -- indeed leather-jacketed and handsome -- are"
481,481,"	waiting on the platform.  Among then is Rafe, holding"
482,482,"	something behind his back, as the train pulls in and shudders"
483,483,"	to a stop, clouds of steam jetting onto the platform and"
484,484,"	giving the moment a dream-like haze."
485,485,"	"
486,486,/ 
487,487,  TRAIN - NEW YORK TRAIN STATION - NIGHT
488,488,"	The nurses start stepping out; both pilots and nurses pretend"
489,489,"	surprise to see each.  At the door of the train, Evelyn"
490,490,"	whispers to Betty --"
491,491,"					EVELYN"
492,492,"			Stick with me, I'll find you somebody"
493,493,"			good."
494,494,"	Betty spot's Rafe."
495,495,"					BETTY"
496,496,"			I'll take that one."
497,497,"					EVELYN"
498,498,"			He's taken.  But come on, I'll introduce"
499,499,"			you."
500,500,"	They move to Rafe; he crosses the platform to meet them, his"
501,501,"	eyes holding Evelyn."
502,502,"					RAFE"
503,503,"			Hello, Lieutenant.  Good to see you."
504,504,"					EVELYN"
505,505,"			You too, Lieutenant."
506,506,"	Betty clears her throat."
507,507,"					EVELYN"
508,508,"			Oh, this is Betty."
509,509,"					RAFE"
510,510,"			Nice to meet you, Betty."
511,511,"	He draws his hand from behind his back; he's holding two"
512,512,"	roses.  He hands one to Evelyn and the second to Betty."
513,513,"					RAFE"
514,514,"			Danny would'a brought this."
515,515,"	He escorts them along the platform."
516,516,"					EVELYN"
517,517,"			Danny's not coming?"
518,518,"					RAFE"
519,519,"			No, he...got some news today.  He'll be"
520,520,"			okay, he just didn't feel like coming"
521,521,"			tonight."
522,522,"					EVELYN"
523,523,"			I was hoping to meet him."
524,524,"					BETTY"
525,525,"			I was hoping to meet him."
526,526,"					RAFE"
527,527,"			We'll just have to find a substitute,"
528,528,"			won't we?"
529,529,"	Betty stops, and faces Rafe."
530,530,"					BETTY"
531,531,"			I just want to tell you one thing.  If"
532,532,"			you're thinking this might be your last"
533,533,"			night on earth?... I'm prepared to make"
534,534,"			it meaningful."
535,535,"				(leaning close)"
536,536,"			Very meaningful."
537,537,"					EVELYN"
538,538,"			At ease, Betty!"
539,539,"	"
540,540,  CITY NIGHT CLUB - NIGHT
541,541,"	It's a party in full swing; swing music, jitterbugging,"
542,542,"	beautiful young men and women in high spirits."
543,543,"	Rafe and Evelyn are sitting at a big table with the other"
544,544,"	pilots and nurses.  Anthony's paired up with Sandra, Billy"
545,545,"	with Barbara, and Red, shyest of the group, finds himself"
546,546,"	next to Betty.  Betty's already found a companion in Red"
547,547,"	Strange."
548,548,"					RED"
549,549,"			He, I'm R-Red.  Red S-Strange."
550,550,"					BETTY"
551,551,"			Red...Strange?"
552,552,"					RED"
553,553,"			You know the football player, Red G-"
554,554,"			Grange?  Well the guys called me R-Red,"
555,555,"			cause you know, I'm red...and they"
556,556,"			thought I was strange, so, you know, Red"
557,557,"			G-Grange, Red Str-Strange."
558,558,"					BETTY"
559,559,"			But...they called you Strange?  Because"
560,560,"			of Red Grange?  I don't get it.  Was Red"
561,561,"			Grange strange?"
562,562,"					RED"
563,563,"			How would I know."
564,564,"	Beside her beer is an open ketchup bottle; he picks it up and"
565,565,"	swigs from that.  Rafe and Evelyn see this, and try to keep"
566,566,"	from laughing."
567,567,"					BETTY"
568,568,"			Do you always stutter?"
569,569,"					RED"
570,570,"			Only when I'm n-n-n-"
571,571,"					BETTY"
572,572,"			Nervous?"
573,573,"					RED"
574,574,"			Yeah.  But if I have to get something"
575,575,"			out, I c-can always s-s-s-"
576,576,"				(he sings)"
577,577,"			SIIING!"
578,578,"	She covers his hand with hers."
579,579,"					BETTY"
580,580,"			Don't be nervous."
581,581,"	Red looks at Betty with love in his eyes.  Under the table,"
582,582,"	Rafe and Evelyn join hands too."
583,583,"					EVELYN"
584,584,"			There shipping us out.  Hawaii.  The"
585,585,"			Germans are overrunning Europe, and we're"
586,586,"			sent to paradise.  How about you?  Have"
587,587,"			you heard anything?"
588,588,"	He hesitates; then Evelyn is distracted by the conversation"
589,589,"	beside them, between Barbara and Billy."
590,590,"					BILLY"
591,591,"			You're a very special woman, and...well"
592,592,"			baby, they're training me for war, and we"
593,593,"			don't know what happens tomorrow.  So we"
594,594,"			gotta make tonight special."
595,595,"	Barbara shoots a look at Evelyn, before she answers."
596,596,"					BARBARA"
597,597,"			I hope you can back that up, flyboy."
598,598,"			Cause you're not ever gonna forget"
599,599,"			tonight."
600,600,"	She takes him by the hand and pulls him to his feet... They"
601,601,"	start dancing, sexy movements that won't stop till they've"
602,602,"	been in bed."
603,603,"	Rafe pulls Evelyn to her feet, and leads her through the"
604,604,"	dancers, outside."
605,605,"	"
606,606,  THE NIGHT CLUB - NIGHT
607,607,"	They find a quiet place on a balcony that overlooks the"
608,608,"	river, and Manhattan beyond.  Evelyn takes in the view,"
609,609,"	breathes in the air; she still holds the rose."
610,610,"					EVELYN"
611,611,"			Whatever you're trying to tell me isn't"
612,612,"			good, is it.  Or it wouldn't be so hard"
613,613,"			to say."
614,614,"					RAFE"
615,615,"			The only reason it's hard to say is that"
616,616,"			I keep thinking I don't have the right to"
617,617,"			say it.  But I've got to because it's"
618,618,"			true.  I love you."
619,619,"				(beat)"
620,620,"			That must surprise you."
621,621,"					EVELYN"
622,622,"			It surprises me that I'm not the only one"
623,623,"			on this balcony who feels that way."
624,624,"	The power of hearing this from each other grips them both."
625,625,"					RAFE"
626,626,"			There's one thing I have to say.  I'm"
627,627,"			going away."
628,628,"					EVELYN"
629,629,"			We're all going away."
630,630,"					RAFE"
631,631,"			I'm going to the war.  The real war."
632,632,"			Hitler's taken Europe.  The Brits are"
633,633,"			hanging on by their fingernails, and If"
634,634,"			they lose, there'll be more people killed"
635,635,"			than anybody can imagine.  And not just"
636,636,"			there, but here."
637,637,"					EVELYN"
638,638,"			But you're in the U.S. Army, how could"
639,639,"			you --"
640,640,"					RAFE"
641,641,"			Colonel Doolittle pulled the strings, and"
642,642,"			put me on loan to the R.A.F.  They need"
643,643,"			pilots, and we need experience.  I leave"
644,644,"			tomorrow."
645,645,"					EVELYN"
646,646,"			You waited til tonight to tell me?"
647,647,"					RAFE"
648,648,"			I had to tell you in person.  Because"
649,649,"			there's something else I need to say."
650,650,"	He studies her face, burning it into his memory."
651,651,"					RAFE"
652,652,"			Evelyn...you know the line -- let's make"
653,653,"			tonight memorable.  What I feel about you"
654,654,"			makes it impossible for me to say"
655,655,"			something like that.  If I don't come"
656,656,"			back, I don't want to saddle you with"
657,657,"			regret and sadness you'll carry the rest"
658,658,"			of your life."
659,659,"					EVELYN"
660,660,"			I don't know if you can choose that,"
661,661,"			Rafe."
662,662,"					RAFE"
663,663,"			Maybe not.  But I need you to know.  I"
664,664,"			love you.  And I will come back.  I'll"
665,665,"			find a way.  And then we'll get a chance"
666,666,"			to know if what I felt the first moment I"
667,667,"			saw you, and every minute since then, is"
668,668,"			real."
669,669,"					EVELYN"
670,670,"			Do one thing for me, before you go."
671,671,"	She takes his hand and leads him inside."
672,672,"	"
673,673,  NIGHT CLUB - NIGHT
674,674,"	She leads him onto the dance floor, and they dance, among the"
675,675,"	others, yet in a world apart from everyone else.  And then"
676,676,"	they stop while all the others move around them, and kiss the"
677,677,"	kind of kiss that lasts a lifetime."
678,678,"	"
679,679,  HOTEL - NIGHT
680,680,"	The nurses are entering the hotel.  Pilots are going in with"
681,681,"	them.  But Rafe and Evelyn stop on the street."
682,682,"	A last kiss.  Their hands touch a final time, and then part."
683,683,"	She moves inside the lobby, and looks out the glass doors as"
684,684,"	he walks away."
685,685,"	"
686,686,  TRAIN STATION - DAWN
687,687,"	Rafe and Danny stand on the platform.  Rafe's got his gear"
688,688,"	packed in a bag slung over his shoulder."
689,689,"					CONDUCTOR'S VOICE"
690,690,"			All aboard!"
691,691,"	Rafe glances once more toward the revolving doors from the"
692,692,"	station that lead onto the platform."
693,693,"					DANNY"
694,694,"			Didn't you say you told her not to come?"
695,695,"					RAFE"
696,696,"			Yeah."
697,697,"					DANNY"
698,698,"			Then why are you looking for her?"
699,699,"					RAFE"
700,700,"			It's a test.  If I asked her to come and"
701,701,"			she came, it wouldn't tell me anything."
702,702,"			If I tell her not to come, and she"
703,703,"			comes...then I know she loves me."
704,704,"					VOICE"
705,705,"			ALL ABOARD!"
706,706,"					DANNY"
707,707,"			You're still a kid, ya know that?  Take"
708,708,"			care of yourself."
709,709,"					RAFE"
710,710,"			You too."
711,711,"	Rafe sticks his hand out to Danny.  Danny knocks it away, and"
712,712,"	hugs him."
713,713,"	Rafe steps onto the train, and it pulls away.  Rafe waves."
714,714,"	Danny waves back and smiles, but he whispers like a prayer..."
715,715,"					DANNY"
716,716,"			Give 'em hell, Rafe."
717,717,"	"
718,718,  TRAIN - DAWN
719,719,"	Rafe finds a seat and sits down.  He's the only one in the"
720,720,"	car, and he's deeply alone."
721,721,"	"
722,722,  TRAIN STATION - DAWN
