"","line","content"
"231",231,"Algren walks in the fog. Sputtering gas lamps give an unearthly glow."
"232",232,"                                             ALGREN (V.O.)"
"233",233,"                            \""We are dead,\"" they whisper, \""and we are happy.\"""
"234",234,"INT.           SEEDY HOTEL ROOM                     NIGHT"
"235",235,"Algren is back in the hotel room. From his small suitcase, he takes the"
"236",236,"Medal of Honor, looks at it for a long moment."
"237",237,"                                              ALGREN (V.O.)"
"238",238,"                            \""Do not be afraid,\"" they whisper. \""You have been"
"239",239,"                            dead, too.\"""
"240",240,"A sudden flash:"
"241",241,"We are back on Sutter's Hill. Algren's slaughtered cavalry litter the bloody"
"242",242,"ground, dead to the last man. A rebel army surgeon gives a cursory look at"
"243",243,"each body before it is loaded onto a wagon."
"244",244,"Algren's turn is no different than the others. He is declared dead and hoisted"
"245",245,"unceremoniously onto the pile of corpses."
"246",246,"Back in the. hotel room.:"
"247",247,"Algren sits, staring into the middle distance."
"248",248,"                                              ALGREN (V.O.)"
"249",249,"                            Is this why they gave their lives? So that I might"
"250",250,"                            disgrace their memory?"
"251",251,"He reaches into the suitcase and takes out a Colt revol ver. Stares at it, cracks"
"252",252,"the cylinder to make sure it's loaded. His finger wraps around the trigger,"
"253",253,"the barrel makes its wa y toward his head."
"254",254,"And then, unaccountabl y, he is laughing."
"255",255,"                                             ALGREN (V.O.)"
"256",256,"                            And why, after taking so many lives, do I find"
"257",257,"                            myself incapable of taking just one more?"
"258",258,"A KNOCK on the door. Algren shuts his eyes, then calls out."
"259",259,"                                                 ALGREN"
"260",260,"                            Go awa y."
"261",261,"                                              GANT (V .O.)"
"262",262,"                            Not exactly the greeting I imagined."
"263",263,"                                                                                                                  "
"264",264,"Algren looks up. He knows that voice. He carefully puts the revolver back into the suitcase and shuts it before"
"265",265,"opening the door."
"266",266,"                                            GANT"
"267",267,"                           Thought you'd seen the last of me, I expect."
"268",268,"Algren is filled with emotion, which he tries to hide."
"269",269,"                                              ALGREN"
"270",270,"                           Zeb..."
"271",271,"They embrace."
"272",272,"                                              ALGREN"
"273",273,"                           Sit. Please."
"274",274,"Gant moves to the proffered chair with a pronounced limp."
"275",275,"                                               GANT"
"276",276,"                           ... Saw your little melodrama         toda y."
"277",277,"                           Very inspiring... ."
"278",278,"                                            ALGREN"
"279",279,"                           Given up soldiering to become a critic?"
"280",280,"Gant smiles and shakes his head."
"281",281,"                                             GANT"
"282",282,"                           Got a job for you, unless you're running for"
"283",283,"                           office..."
"284",284,"                                              ALGREN"
"285",285,"                           I have I job."
"286",286,"                                              GANT"
"287",287,"                           I mean a real job. Back in uniform."
"288",288,"                                              ALGREN"
"289",289,"                           I' m retired."
"290",290,"                                             GANT"
"291",291,"                           I don't mean a U.S. uniform."
"292",292,"Algren looks at him. Curious despite himself."
"293",293,"INT.           RESTAURANT                  NIGHT"
"294",294,"Gant leads Algren into a lush San Francisco restaurant. Flickering gaslight"
"295",295,"and trays of lobster. COLONEL BENJAMIN BAGLEY (whom we saw in"
"296",296,"flashback) sits with the three Japanese men. Bagley's hair has greyed. He"
"297",297,"                                                                                  "
"298",298,"has his eye on a political future."
"299",299,"                                             BAGLEY"
"300",300,"                            Nathan, good to see you."
"301",301,"                                              ALGREN"
"302",302,"                                    (stunned)"
"303",303,"                            Colonel Bagley..."
"304",304,"                                              BAGLEY"
"305",305,"                            Sit down. This is Mr. Omura, from Japan, and"
"306",306,"                            his two associates who, so far as I can tell, don't"
"307",307,"                            have names..."
"308",308,"OMURA 40, is a handsome and intelligent man. He watches Algren closel y"
"309",309,"as Algren pours a glass or whiskey from a decanter."
"310",310,"                                                BAGLEY"
"311",311,"                            They're looking to hire real American soldiers to"
"312",312,"                            create the first Japanese Imperial Army."
"313",313,"Algren looks at him."
"314",314,"                                               BAGLEY"
"315",315,"                            Japan's got it in mind to become a civilized"
"316",316,"                            country and they're willing to spend what it takes"
"317",317,"                            to hire white experts to do the job right."
"318",318,"Algren takes a slow lip of whiskey."
"319",319,"                                             BAGLEY"
"320",320,"                            Sergeant Gant has already agreed to serve. You"
"321",321,"                            would be m y second-in-command."
"322",322,"                                             ALGREN."
"323",323,"                            With approval from Washington, of course."
"324",324,"                                               BAGLEY"
"325",325,"                            Both governments prefer to consider our mission"
"326",326,"                            unofficial. We'd be there as non-combatants"
"327",327,"                                               BAGLEY"
"328",328,"                                               (MORE)"
"329",329,"                            only, advisors to the Japanese officers. Help"
"330",330,"                            them with training, ordinance and the like."
"331",331,"                                              GANT"
"332",332,"                            You ought to think about it., Captain. Unless"
"333",333,"                            you intend to take up a career in the theater."
"334",334,"                                              ALGREN"
"335",335,"                            I have an agreement with the Winchester"
"336",336,"                            Corporation -- I'm sure these people have some"
"337",337,"                            concept of what an agreement is."
"338",338,"                                                                               "
"339",339,"Omura suddenly speaks. His English is flawless."
"340",340,"                                             OMURA"
"341",341,"                            You are paid seven dollars for each performance."
"342",342,"                            You do, on average, fourteen performances a"
"343",343,"                            year. We will pay you 400 dollars."
"344",344,"                                               ALGREN"
"345",345,"                            A year?"
"346",346,"                                               OMURA"
"347",347,"                            A month."
"348",348,"Algren looks at him. The figure, in 1876, is staggering."
"349",349,"EXT              SHIP--OCEAN                     DAY"
"350",350,"A steamship chums its wa y across the great Pacific. Algren leans on the"
"351",351,"ship's rail and looks out into an endless processi on of wa ves."
"352",352,"                                               ALGREN (V.O.)"
"353",353,"                            June 23, 1"
"354",354," It is impossible, standing here,"
"355",355,"                            not to appreciate one's, own insignificance."
"356",356,"A dolphin crests the surface, arcing into the air."
"357",357,"                                               ALGREN (V.O.)"
"358",358,"                            Here there is neither past, nor future. Only an"
"359",359,"                            oblivion of water."
"360",360,"In his tiny cabin, Algren finishes writing in his journal and takes out a"
"361",361,"daguerreot ype of a HAUNTINGLY BEAUTIFUL BLOND WOMAN."
"362",362,"                                              ALGREN (V.O.)"
"363",363,"                            And yet I ask myself, will the dead follow me"
"364",364,"                            across the ocean to this strange new land?"
"365",365,"He stares at the woman in the picture."
"366",366,"INT.            SHIP - CABIN                 DAY"
"367",367,"In the main cabin, Algren sits with Gant and Omura. Algren is drinking."
"368",368,"                                              OMURA"
"369",369,"                            ...After the Shogun gave up power, the daimyos -"
"370",370,"                            you would call them warlords --knew that Japan"
"371",371,"                            needed a centralized government. So they asked"
"372",372,"                                                                                      "
"373",373,"                                            OMURA (CONT'D)"
"374",374,"                           the hereditary Emperor, His Highness the"
"375",375,"                           Enlightened Meiji, to lead the country."
"376",376,"                                            ALGREN"
"377",377,"                           And these warlords just ... gave up hundreds of"
"378",378,"                           years of power?"
"379",379,"                                             OMURA"
"380",380,"                           Economic incentives were offered. Most"
"381",381,"                           provincial leaders saw the financial benefits of"
"382",382,"                           modernization."
"383",383,"                                            ALGREN"
"384",384,"                           What about those that didn't?"
"385",385,"                                             OMURA"
"386",386,"                           To deal with those who have resisted, the"
"387",387,"                           Emperor has decided to create an Army with"
"388",388,"                           allegiance only to him... We considered hiring"
"389",389,"                           advisors from Germany, but your Ambassador"
"390",390,"                           reminded us of your experience in suppressing rebellious"
"391",391,"                           elements in your Civil War."
"392",392,"This evocation of the Civil War is not lost on Algren."
"393",393,"                                          ALGREN"
"394",394,"                           Who are we supposed to be fighting against?"
"395",395,"                                            OMURA"
"396",396,"                           His name is Mori Katsumoto. He is samurai."
"397",397,"                                             ALGREN"
"398",398,"                           Samurai?"
"399",399,"                                              OMURA"
"400",400,"                           The word you might use it \""warrior\"". But that"
"401",401,"                           does not quite capture it ... Katsumoto once served"
"402",402,"                           the Emperor but he is now a traitor who leads a"
"403",403,"                           band of traitors. He must be punished."
"404",404,"Algren looks pointedly at Bagley."
"405",405,"                                               ALGREN"
"406",406,"                           You told them about our experiences together"
"407",407,"                           on Sutter's Hill, did you, Colonel?"
"408",408,"                                           BAGLEY"
"409",409,"                           They know I was your commanding officer."
"410",410,"                           Yes."
"411",411,"Algren glares at Bagley, then stands."
"412",412,"                                                                                 "
"413",413,"                                             ALGREN"
"414",414,"                           Excuse me, gentlemen. I need some air."
"415",415,"                                    (to Omura)"
"416",416,"                           I'm sure Colonel Bagley can amuse you with"
"417",417,"                           more stories of patriotic gore."
"418",418,"He walks away."
"419",419,"                                                 OMURA"
"420",420,"                           He is insolent."
"421",421,"                                             BAGLEY"
"422",422,"                           Get him in front of the troops, you'll see. Top"
"423",423,"                           of his class at West Point. Brilliant tactician."
"424",424,"                           Even wrote a book."
"425",425,"                                            OMURA"
"426",426,"                           Why did he leave your army?"
"427",427,"                                             BAGLEY"
"428",428,"                           What's a hero to do when there's no more great"
"429",429,"                           battles?"
"430",430,"                                              OMURA"
"431",431,"                           Is that an evasive answer?"
"432",432,"                                               BAGLEY"
"433",433,"                           Sir, this man was left for dead at Sutter's Hill."
"434",434,"                           Doct ors swore his heart had stopped beating,"
"435",435,"                           but before they could bury him, he came back to"
"436",436,"                           life. After the war he fought the Sioux, the Cree,"
"437",437,"                           and the Blackfoot."
"438",438,"                                   (leans closer)      ."
"439",439,"                           Point him at the enemy. He was born for it."
"440",440,"INT.                SHIP -- ALGREN'S BERTH                      NIGHT"
"441",441,"Algren lies in his cramped berth. Can't sleep."
"442",442,"A sudden flash:"
"443",443,"On the wagon of dead bodies, Algren's eyes open to stare into the unblinking"
"444",444,"eyes of his brother, Davey, half his face shot off. He tries to move but be is"
"445",445,"buried beneath the weight of those piled on top of him. Blood drips down"
"446",446,"into his eyes and mouth, blinding and choking him."
"447",447,"Back to the ship:"
"448",448,"Algren awakens, bathed in sweat. Terror. A silhouette in the doorwa y."
"449",449,"                                                                                 "
"450",450,"Colonel Bagley stands looking down at him."
"451",451,"                                                BAGLEY"
"452",452,"                            I hope you realize the kind of second chance"
"453",453,"                            this is for you. I won't tolerate insubordination."
"454",454,"Algren reaches for a nearby glass, drains it."
"455",455,"                                                ALGREN"
"456",456,"                            Court-martial me."
"457",457,"                                              BAGLEY"
"458",458,"                            Would you rather I hadn't recommended you"
"459",459,"                            for the medal. Nathan? Is that it?"
"460",460,"                                             ALGREN"
"461",461,"                            We both know why you helped me, Colonel."
"462",462,"                            Don't expect me to go all weepy with gratitude."
"463",463,"                                              BAGLEY"
"464",464,"                            I expect you to do your job. Save the self-pity"
"465",465,"                            for your own time."
"466",466,"He turns and walks out, leaving Algren to stare at the empty glass."
"467",467,"EXT.                 SHIP                       DAY"
"468",468,"Algren and Gant stand at the rail."
"469",469,"                                               GANT"
"470",470,"                            Hate boats. If the Lord bad wanted man to sail"
"471",471,"                            he wouldn't have created infantry."
"472",472,"                                           ALGREN"
"473",473,"                            How many rimes you puke today?"
"474",474,"                                                GANT"
"475",475,"                            I'm down to two."
"476",476,"Omura comes up next to them."
"477",477,"                                                OMURA"
"478",478,"                            I understand you are a scholar, Captain Algren."
"479",479,"                                     (to Gant)"
"480",480,"                            Have you read his book., Mr. Gant?"
"481",481,"                                                GANT"
"482",482,"                            Can't say I have."
"483",483,"                                              OMURA"
"484",484,"                            An analysis of the triumph of weapons technology"
"485",485,"                            over antiquated military tactics."
"486",486,"                                                                               "
"487",487,"                                              ALGREN"
"488",488,"                                    (wr y)"
"489",489,"                           A real page-turner. Sold twelve copies."
"490",490,"                                               OMURA"
"491",491,"                           Nonetheless, I was impressed. I enjoy reading"
"492",492,"                           military history. I spent two years studying"
"493",493,"                           English at Princeton University."
"494",494,"                                           ALGREN"
"495",495,"                           And where did you learn to speak Japanese?"
"496",496,"Omura is perplexed by Algren's remark, then realizes he is being kidded. He"
"497",497,"laughs heartily. Algren laughs with him. A connection is made."
"498",498,"                                              OMURA"
"499",499,"                           Yes, and in Japanese there are twenty-seven"
"500",500,"                           words for \""war.\"" I will be impressed if you learn"
"501",501,"                           only half of them. ."
"502",502,"He walks away. Algren watches him go. His face darkens."
"503",503,"                                             ALGREN"
"504",504,"                           I got twenty-seven words too - Reb, Sioux,"
"505",505,"                           Pawnee, Blackfoot, Jappo. Only one language"
"506",506,"                           when it comes to war."
"507",507,"EXT.               YOKOHAMA HARBOR                           DAY"
"508",508,"Like all Japan, Yokohama is at the cusp of a new era."
"509",509,"Ancient sampans and wooden schooners beside freighters and steamships."
"510",510,"EXT.                YOKOHAMA - DOCK                            DAY"
"511",511,"After 23 days at sea, they are all glad to climb down the gangplank. The"
"512",512,"Yokohama docks are a frenzy of languages and looks and smells and sounds."
"513",513,"Japanese competes with German and English and French and Russian."
"514",514,"Warehouses fl y the flags of a dozen countries."
"515",515,"One striking Japanese character dominates: the symbol for, Omura. It is seen"
"516",516,"on buildings, warehouses, and the headbands of scores of laborers."
"517",517,"A series of palanquins, litters carried by bearers, await our voyagers."
"518",518,"As does SIMON GRAHAM, a dissipated Englishman who has lived in Japan"
"519",519,"for many yean. Slender and pale, with an occasional consumptive cough, in"
"520",520,"his 50's, he wears a white linen suit, a bit worse for wear."
"521",521,"                                              OMURA"
"522",522,"                           Captain Algren, this is Mr. Simon Graham. He"
"523",523,"                           will be your translator."
"524",524,"                                                                                   "
"525",525,"                                            GRAHAM"
"526",526,"                          Pleasure, Captain."
"527",527,"                                            BAGLEY"
"528",528,"                          You'll be quartered at the Embassy for now."
"529",529,"                                          OMURA"
"530",530,"                          The Emperor will summon you at his pleasure."
"531",531,"Graham ushers Algren and Gant into their own less-ornate version."
"532",532,"                                            GRAHAM"
"533",533,"                          If you please, Captain..."
"534",534,"                                           ALGREN"
"535",535,"                           They're gonna carry us?"
"536",536,"                                            GRAHAM"
"537",537,"                          You're guests of the Emperor. You cannot walk."
"538",538,"Algren notes the hoods covering the faces of the palanquin bearers."
"539",539,"                                            ALGREN"
"540",540,"                          Why the hoods?"
"541",541,"                                             GRAHAM"
"542",542,"                          So you won't have to burden your eyes by looking"
"543",543,"                          at slaves. Oh, excuse me, they're servants now."
"544",544,"                                    (coughs, wipes a bit of blood)"
"545",545,"                          This wa y, gentlemen..."
"546",546,"INT /EXT            PALANQUIN - YOKOHAMA STREETS                             DAY"
"547",547,"Their bearers maneuver them through the bustling streets of Yokohama."
"548",548,"White face painted geishas walk alongside bearded Russians. Traditional"
"549",549,"Japanese kimonos alongside European suits and hats, schizophrenic world"
"550",550,"of ancient Japan versus modern commercialism."
"551",551,"                                            GRAHAM"
"552",552,"                          Twenty years ago Yokohama was a lovel y little"
"553",553,"                          port. Then your Commodore Perry arrived and"
"554",554,"                          changed all that."
"555",555,"                                             ALGREN"
"556",556,"                          All this in twenty years?"
"557",557,"                                             GRAHAM"
"558",558,"                          Japan has...embraced... Western wa ys. Hired"
"559",559,"                          lawyers from France, doctors from Germany,"
"560",560,"                          naval architects from Britain, civil engineers,"
"561",561,"                          railway designers, scientists, teachers. And, of"
"562",562,"                          course, warriors from the United States."
"563",563,"                                                                                      "
"564",564,"                                             ALGREN"
"565",565,"                           Buying the future."
"566",566,"                                              GRAHAM"
"567",567,"                           Or selling the past..."
"568",568,"INT.            GUEST QUARTERS                       DAY"
"569",569,"A shoji screen is opened by a bowing servant to reveal the clean, classic lines"
"570",570,"of a Japanese room. Algren is about to enter when Graham stops him,"
"571",571,"indicating for Algren to remove his boots."
"572",572,"Algren scowls, confused, and struggles to pull off the high, filthy boots. He takes"
"573",573,"in the foreigness of the room, an arrangement of fl owers on a low table."
"574",574,"                                             ALGREN"
"575",575,"                           No chairs? . ."
"576",576,"                                               GRAHAM"
"577",577,"                           Correct. And this--"
"578",578,"                                     (points to a mat)"
"579",579,"                           ..is your bed."
"580",580,"                                             ALGREN"
"581",581,"                           And this?"
"582",582,"He points to a block of wood."
"583",583,"                                             GRAHAM"
"584",584,"                           Your pillow."
"585",585,"                                            ALGREN"
"586",586,"                           You mean to say there are no real beds in Japan?"
"587",587,"                                               GRAHAM"
"588",588,"                           For its entire history Japan his been completely"
"589",589,"                           aakoku, I \""closed country.\"" Thirty years ago, if"
"590",590,"                           you had washed up on Japanese soil... you would"
"591",591,"                           have been beheaded on sight. Now, they let you"
"592",592,"                           keep your head... and give you a wooden pillow."
"593",593,"EXT.           AMERICAN EMBASSY-. GARDEN                     DAYS LATER"
"594",594,"In the pristine grounds of the Embassy, a garden party is in progress."
"595",595,"Incongruous lilting Yankee tunes are heard from the Japanese band."
"596",596,"Algren and Gant, now in their dress uniforms wander through the party with Graham."
"597",597,"Liveried servants pall trays of canapes."
"598",598,"Elsewhere we see diplomats representing all the powers currently trying to devour"
"599",599,"Japan: Russia; England; Germany; France; Spain; etc."
"600",600,"                                                                                                     "
"601",601,"                                           GRAHAM"
"602",602,"                          I remember when it was just America and the"
"603",603,"                          Dutch. Now ever ybody' s getting into the game."
"604",604,"They pass two German diplomats. The Germans glance to Algren and Gant with suspicion, bow tersely."
"605",605,"Graham greets them in German."
"606",606,"                                          GRAHAM"
"607",607,"                          The Germans are particularly eager."
