"","line","sentiment","n","paragraph"
"151",334,"sadness",1,3
"152",335,"anticipation",1,3
"153",335,"joy",1,3
"154",335,"trust",1,3
"155",343,"anticipation",2,3
"156",343,"joy",1,3
"157",345,"joy",1,3
"158",345,"surprise",1,3
"159",346,"anticipation",1,3
"160",346,"joy",1,3
"161",346,"surprise",1,3
"162",376,"anger",1,3
"163",379,"trust",1,3
"164",392,"trust",1,3
"165",394,"anticipation",1,3
"166",394,"fear",1,3
"167",394,"joy",1,3
"168",394,"trust",2,3
"169",400,"anger",1,3
"170",400,"fear",1,3
"171",400,"sadness",1,3
"172",403,"joy",1,3
"173",403,"surprise",1,3
"174",403,"trust",1,3
"175",405,"anticipation",1,3
"176",405,"joy",1,3
"177",405,"trust",1,3
"178",409,"anticipation",1,3
"179",409,"joy",1,3
"180",409,"trust",1,3
"181",410,"joy",1,3
"182",410,"surprise",1,3
"183",410,"trust",1,3
"184",411,"disgust",1,3
"185",411,"sadness",1,3
"186",412,"joy",1,3
"187",412,"surprise",1,3
"188",412,"trust",1,3
"189",413,"trust",1,3
"190",422,"anger",1,3
"191",422,"disgust",1,3
"192",422,"fear",1,3
"193",422,"sadness",1,3
"194",428,"fear",1,3
"195",428,"trust",1,3
"196",429,"anticipation",1,3
"197",429,"joy",1,3
"198",431,"anticipation",2,3
"199",431,"joy",1,3
"200",431,"trust",1,3
"201",433,"trust",1,3
"202",436,"anticipation",1,4
"203",436,"joy",1,4
"204",436,"trust",1,4
"205",442,"anticipation",1,4
"206",442,"joy",1,4
"207",448,"trust",1,4
"208",451,"anticipation",1,4
"209",451,"joy",1,4
"210",451,"trust",1,4
"211",454,"anticipation",1,4
"212",454,"joy",1,4
"213",454,"trust",1,4
"214",455,"anticipation",1,4
"215",457,"anticipation",1,4
"216",457,"trust",1,4
"217",458,"trust",1,4
"218",460,"anticipation",1,4
"219",473,"anger",1,4
"220",477,"trust",1,4
"221",480,"anticipation",1,4
"222",480,"joy",1,4
"223",480,"trust",1,4
"224",482,"anticipation",1,4
"225",482,"fear",1,4
"226",482,"joy",1,4
"227",482,"trust",2,4
"228",484,"anger",1,4
"229",495,"anticipation",1,4
"230",499,"anticipation",1,4
"231",503,"anticipation",1,4
"232",510,"anticipation",1,4
"233",510,"trust",1,4
"234",517,"anticipation",1,4
"235",517,"joy",1,4
"236",519,"trust",1,4
"237",520,"anticipation",1,4
"238",520,"joy",1,4
"239",520,"sadness",1,4
"240",520,"trust",2,4
"241",521,"trust",1,4
"242",524,"joy",1,4
"243",524,"trust",1,4
"244",531,"trust",1,4
"245",532,"fear",1,4
"246",536,"anticipation",1,4
"247",536,"joy",1,4
"248",536,"trust",1,4
"249",542,"anticipation",1,4
"250",542,"trust",1,4
"251",548,"anticipation",1,4
"252",569,"anticipation",1,4
"253",574,"trust",1,4
"254",578,"joy",1,4
"255",578,"trust",1,4
"256",580,"anticipation",1,5
"257",580,"joy",1,5
"258",580,"trust",1,5
"259",581,"joy",1,5
"260",594,"joy",2,5
"261",595,"anger",1,5
"262",595,"anticipation",1,5
"263",595,"joy",1,5
"264",595,"trust",1,5
"265",598,"fear",1,5
"266",598,"sadness",1,5
"267",600,"anticipation",1,5
"268",600,"fear",1,5
"269",600,"joy",1,5
"270",600,"surprise",1,5
"271",600,"trust",1,5
"272",601,"anticipation",1,5
"273",601,"joy",1,5
"274",601,"surprise",1,5
"275",604,"anticipation",2,5
"276",604,"joy",1,5
"277",604,"surprise",1,5
"278",607,"anticipation",1,5
"279",607,"fear",1,5
"280",611,"anticipation",1,5
"281",611,"joy",1,5
"282",611,"surprise",1,5
"283",613,"anticipation",1,5
"284",613,"joy",1,5
"285",613,"sadness",1,5
"286",613,"trust",1,5
"287",616,"anticipation",1,5
"288",616,"joy",1,5
"289",616,"surprise",1,5
"290",633,"anticipation",1,5
"291",633,"joy",1,5
"292",633,"trust",1,5
"293",647,"joy",1,5
"294",647,"trust",1,5
"295",652,"trust",1,5
"296",653,"anticipation",2,5
"297",653,"fear",1,5
"298",653,"joy",1,5
"299",653,"surprise",1,5
"300",659,"anticipation",1,5
"301",659,"joy",1,5
"302",659,"surprise",1,5
"303",659,"trust",1,5
"304",681,"anticipation",1,5
"305",694,"trust",1,5
"306",697,"anticipation",1,5
"307",697,"joy",1,5
"308",697,"trust",1,5
"309",703,"sadness",1,5
"310",708,"anticipation",1,5
"311",708,"joy",1,5
"312",708,"trust",1,5
"313",714,"anticipation",1,5
"314",714,"fear",1,5
"315",717,"joy",2,5
"316",720,"anticipation",1,5
"317",720,"joy",1,5
"318",720,"trust",1,5
"319",728,"anger",1,6
"320",728,"disgust",1,6
"321",728,"fear",1,6
"322",728,"sadness",1,6
"323",728,"surprise",1,6
"324",731,"anger",1,6
"325",731,"disgust",1,6
"326",731,"fear",1,6
"327",731,"sadness",1,6
"328",731,"surprise",1,6
"329",734,"anticipation",1,6
"330",738,"anticipation",2,6
"331",740,"anger",1,6
"332",744,"anticipation",1,6
"333",744,"fear",1,6
"334",749,"anticipation",1,6
"335",749,"fear",1,6
"336",754,"anticipation",1,6
"337",754,"fear",1,6
"338",756,"disgust",1,6
"339",760,"anger",1,6
"340",760,"anticipation",1,6
"341",763,"anger",1,6
"342",763,"anticipation",1,6
"343",763,"fear",1,6
"344",763,"surprise",1,6
"345",767,"anticipation",1,6
"346",767,"joy",1,6
"347",781,"joy",1,6
"348",781,"trust",1,6
"349",784,"anticipation",1,6
"350",784,"joy",1,6
"351",784,"surprise",1,6
"352",787,"joy",1,6
"353",787,"trust",1,6
"354",792,"joy",1,6
"355",792,"trust",1,6
"356",797,"anticipation",2,6
"357",797,"trust",1,6
"358",806,"anticipation",1,6
"359",806,"joy",1,6
"360",806,"trust",1,6
"361",817,"joy",1,6
"362",817,"sadness",1,6
"363",819,"sadness",1,6
"364",821,"joy",1,6
"365",821,"surprise",1,6
"366",834,"sadness",1,6
"367",872,"anticipation",1,7
"368",880,"anticipation",1,7
"369",882,"joy",1,7
"370",890,"anticipation",1,7
"371",890,"joy",1,7
"372",890,"surprise",1,7
"373",890,"trust",1,7
"374",891,"joy",1,7
"375",891,"trust",1,7
"376",897,"anger",1,7
"377",897,"disgust",1,7
"378",900,"anticipation",1,7
"379",903,"trust",1,7
"380",905,"anticipation",1,7
"381",905,"disgust",1,7
"382",905,"fear",1,7
"383",905,"joy",1,7
"384",905,"sadness",1,7
"385",905,"surprise",1,7
"386",905,"trust",1,7
"387",907,"anticipation",1,7
"388",913,"anticipation",1,7
"389",917,"anticipation",1,7
"390",920,"joy",1,7
"391",923,"anticipation",1,7
"392",925,"anticipation",1,7
"393",926,"sadness",1,7
"394",926,"surprise",1,7
"395",929,"trust",1,7
"396",931,"joy",1,7
"397",933,"anticipation",1,7
"398",938,"anticipation",1,7
"399",942,"fear",1,7
"400",942,"sadness",1,7
"401",943,"anticipation",1,7
"402",948,"trust",1,7
"403",949,"trust",1,7
"404",951,"trust",1,7
"405",952,"anticipation",1,7
"406",952,"joy",1,7
"407",952,"trust",1,7
"408",956,"joy",1,7
"409",981,"trust",1,7
"410",992,"anger",1,7
"411",992,"disgust",1,7
"412",992,"fear",1,7
"413",992,"joy",1,7
"414",992,"sadness",1,7
"415",992,"trust",1,7
"416",998,"anticipation",1,7
"417",1009,"anticipation",1,7
"418",1009,"joy",1,7
"419",1018,"sadness",1,8
"420",1022,"sadness",1,8
"421",1037,"disgust",1,8
"422",1046,"disgust",1,8
"423",1046,"joy",1,8
"424",1052,"anger",1,8
"425",1052,"anticipation",1,8
"426",1052,"disgust",1,8
"427",1052,"fear",1,8
"428",1052,"sadness",1,8
"429",1059,"disgust",1,8
"430",1061,"disgust",1,8
"431",1063,"disgust",1,8
"432",1065,"disgust",1,8
"433",1066,"disgust",1,8
"434",1068,"disgust",1,8
"435",1069,"anticipation",1,8
"436",1085,"anger",1,8
"437",1085,"disgust",1,8
"438",1094,"joy",1,8
"439",1096,"joy",1,8
"440",1107,"anger",1,8
"441",1107,"fear",1,8
"442",1108,"sadness",1,8
"443",1110,"anticipation",1,8
"444",1110,"fear",1,8
"445",1111,"anticipation",1,8
"446",1111,"disgust",1,8
"447",1111,"fear",1,8
"448",1111,"joy",1,8
"449",1111,"sadness",1,8
"450",1111,"surprise",1,8
"451",1111,"trust",1,8
"452",1121,"anger",1,8
"453",1121,"joy",1,8
"454",1121,"sadness",1,8
"455",1121,"trust",1,8
"456",1123,"anticipation",1,8
"457",1123,"joy",1,8
"458",1123,"trust",1,8
"459",1125,"sadness",1,8
"460",1126,"disgust",1,8
"461",1126,"sadness",2,8
"462",1128,"anger",1,8
"463",1128,"fear",1,8
"464",1145,"disgust",1,8
"465",1145,"sadness",1,8
"466",1152,"anger",1,8
"467",1152,"disgust",1,8
"468",1153,"anticipation",1,8
"469",1153,"joy",1,8
"470",1153,"trust",1,8
"471",1167,"trust",1,9
"472",1168,"anticipation",2,9
"473",1168,"joy",2,9
"474",1168,"surprise",1,9
"475",1168,"trust",1,9
"476",1181,"anticipation",1,9
"477",1181,"joy",1,9
"478",1181,"trust",1,9
"479",1184,"anger",1,9
"480",1185,"anticipation",1,9
"481",1185,"joy",1,9
"482",1185,"trust",1,9
"483",1187,"anticipation",1,9
"484",1187,"joy",1,9
"485",1187,"trust",1,9
"486",1189,"anger",1,9
"487",1189,"disgust",1,9
"488",1189,"fear",1,9
"489",1189,"sadness",1,9
"490",1195,"anticipation",1,9
"491",1195,"fear",1,9
"492",1195,"joy",1,9
"493",1195,"surprise",1,9
"494",1195,"trust",1,9
"495",1198,"anger",1,9
"496",1200,"joy",1,9
"497",1200,"surprise",1,9
"498",1200,"trust",1,9
"499",1201,"anticipation",1,9
"500",1206,"joy",1,9
"501",1208,"joy",1,9
"502",1210,"trust",1,9
"503",1211,"anticipation",1,9
"504",1211,"trust",1,9
"505",1218,"fear",1,9
"506",1230,"anger",1,9
"507",1230,"disgust",1,9
"508",1230,"fear",1,9
"509",1230,"sadness",1,9
"510",1234,"anger",1,9
"511",1234,"anticipation",1,9
"512",1234,"disgust",1,9
"513",1234,"joy",1,9
"514",1234,"sadness",1,9
"515",1234,"trust",1,9
"516",1235,"anticipation",1,9
"517",1235,"joy",1,9
"518",1235,"trust",1,9
"519",1236,"trust",1,9
"520",1239,"anticipation",1,9
"521",1258,"joy",1,9
"522",1258,"surprise",1,9
"523",1267,"surprise",1,9
"524",1281,"sadness",1,9
"525",1282,"anticipation",1,9
"526",1285,"anticipation",1,9
"527",1286,"sadness",1,9
"528",1288,"disgust",1,9
"529",1293,"disgust",1,9
"530",1300,"anticipation",1,9
"531",1304,"fear",1,9
"532",1304,"trust",1,9
"533",1310,"joy",1,10
"534",1322,"anger",1,10
"535",1322,"disgust",1,10
"536",1322,"fear",1,10
"537",1322,"sadness",1,10
"538",1326,"anticipation",1,10
"539",1326,"fear",1,10
"540",1326,"joy",1,10
"541",1326,"trust",1,10
"542",1335,"joy",1,10
"543",1335,"trust",1,10
"544",1359,"anticipation",1,10
"545",1359,"joy",1,10
"546",1360,"fear",1,10
"547",1362,"disgust",1,10
"548",1376,"anticipation",1,10
"549",1376,"trust",1,10
"550",1379,"anticipation",1,10
"551",1379,"joy",1,10
"552",1379,"trust",1,10
"553",1383,"anticipation",1,10
"554",1383,"fear",1,10
"555",1383,"joy",1,10
"556",1383,"surprise",1,10
"557",1383,"trust",1,10
"558",1408,"anticipation",1,10
"559",1408,"fear",1,10
"560",1408,"joy",1,10
"561",1408,"trust",1,10
"562",1409,"anticipation",1,10
"563",1409,"fear",2,10
"564",1409,"joy",1,10
"565",1409,"trust",2,10
"566",1411,"disgust",1,10
"567",1415,"anger",2,10
"568",1415,"disgust",2,10
"569",1415,"sadness",2,10
"570",1417,"anger",1,10
"571",1417,"disgust",1,10
"572",1418,"joy",1,10
"573",1419,"disgust",1,10
"574",1424,"fear",1,10
"575",1426,"anger",1,10
"576",1426,"disgust",1,10
"577",1426,"fear",1,10
"578",1426,"sadness",1,10
"579",1426,"surprise",1,10
"580",1426,"trust",1,10
"581",1427,"sadness",1,10
"582",1428,"fear",1,10
"583",1450,"anticipation",1,11
"584",1450,"joy",1,11
"585",1450,"trust",1,11
"586",1451,"anticipation",1,11
"587",1451,"joy",1,11
"588",1451,"trust",1,11
"589",1452,"anticipation",1,11
"590",1452,"joy",1,11
"591",1452,"trust",1,11
"592",1453,"anticipation",2,11
"593",1453,"joy",3,11
"594",1453,"trust",2,11
"595",1454,"anger",1,11
"596",1454,"disgust",1,11
"597",1454,"fear",1,11
"598",1454,"sadness",1,11
"599",1467,"anger",1,11
"600",1468,"disgust",1,11
"601",1469,"trust",1,11
"602",1472,"anger",1,11
"603",1472,"disgust",1,11
"604",1472,"fear",1,11
"605",1472,"sadness",1,11
"606",1472,"surprise",1,11
"607",1486,"anger",1,11
"608",1492,"joy",1,11
"609",1493,"joy",1,11
"610",1493,"trust",1,11
"611",1494,"joy",1,11
"612",1494,"trust",1,11
"613",1495,"anger",1,11
"614",1495,"disgust",1,11
"615",1495,"fear",1,11
"616",1495,"trust",1,11
"617",1503,"fear",1,11
"618",1504,"anger",1,11
"619",1504,"anticipation",1,11
"620",1504,"disgust",1,11
"621",1507,"anticipation",1,11
"622",1507,"fear",1,11
"623",1507,"joy",1,11
"624",1507,"surprise",1,11
"625",1522,"anticipation",1,11
"626",1526,"anticipation",1,11
"627",1539,"anger",1,11
"628",1539,"disgust",1,11
"629",1539,"fear",1,11
"630",1541,"joy",1,11
"631",1544,"disgust",1,11
"632",1544,"sadness",1,11
"633",1553,"anticipation",1,11
"634",1553,"joy",1,11
"635",1553,"trust",1,11
"636",1555,"fear",1,11
"637",1557,"anticipation",1,11
"638",1557,"joy",1,11
"639",1557,"trust",1,11
"640",1566,"anticipation",1,11
"641",1566,"trust",1,11
"642",1570,"anticipation",1,11
"643",1589,"surprise",1,11
"644",1603,"fear",1,12
"645",1604,"joy",1,12
"646",1604,"trust",1,12
"647",1607,"anticipation",1,12
"648",1607,"joy",1,12
"649",1607,"trust",1,12
"650",1608,"fear",2,12
"651",1608,"sadness",2,12
"652",1609,"disgust",1,12
"653",1617,"fear",1,12
"654",1617,"sadness",1,12
"655",1619,"sadness",1,12
"656",1640,"anticipation",1,12
"657",1640,"fear",1,12
"658",1640,"joy",1,12
"659",1640,"trust",1,12
"660",1665,"anticipation",1,12
"661",1665,"fear",1,12
"662",1674,"trust",1,12
"663",1675,"fear",1,12
"664",1675,"sadness",1,12
"665",1675,"trust",1,12
"666",1681,"anticipation",1,12
"667",1689,"anger",1,12
"668",1689,"anticipation",1,12
"669",1689,"fear",1,12
"670",1689,"sadness",1,12
"671",1691,"fear",1,12
"672",1691,"sadness",1,12
"673",1691,"trust",1,12
"674",1692,"fear",1,12
"675",1692,"sadness",2,12
"676",1692,"trust",1,12
"677",1694,"fear",2,12
"678",1694,"sadness",2,12
"679",1694,"surprise",1,12
"680",1694,"trust",1,12
"681",1699,"fear",1,12
"682",1699,"sadness",1,12
"683",1701,"fear",1,12
"684",1701,"sadness",1,12
"685",1701,"trust",1,12
"686",1702,"fear",1,12
"687",1703,"anticipation",1,12
"688",1703,"disgust",1,12
"689",1703,"joy",1,12
"690",1703,"surprise",1,12
"691",1703,"trust",1,12
"692",1721,"trust",1,12
"693",1722,"anticipation",1,12
"694",1725,"joy",1,12
"695",1727,"trust",1,12
"696",1728,"trust",1,12
"697",1734,"trust",1,12
"698",1741,"trust",1,13
"699",1746,"trust",2,13
"700",1756,"fear",1,13
"701",1767,"anticipation",1,13
"702",1776,"fear",1,13
"703",1776,"sadness",1,13
"704",1778,"fear",1,13
"705",1778,"sadness",1,13
"706",1781,"anticipation",1,13
"707",1781,"fear",1,13
"708",1783,"anticipation",1,13
"709",1785,"fear",1,13
"710",1785,"sadness",1,13
"711",1785,"trust",1,13
"712",1792,"trust",1,13
"713",1794,"trust",1,13
"714",1810,"joy",1,13
"715",1810,"trust",1,13
"716",1811,"sadness",1,13
"717",1814,"fear",1,13
"718",1814,"sadness",1,13
"719",1814,"trust",1,13
"720",1815,"fear",1,13
"721",1815,"sadness",1,13
"722",1816,"fear",1,13
"723",1816,"sadness",1,13
"724",1819,"trust",1,13
"725",1829,"trust",1,13
"726",1830,"trust",1,13
"727",1836,"sadness",1,13
"728",1836,"surprise",1,13
"729",1838,"sadness",1,13
"730",1841,"sadness",1,13
"731",1842,"trust",1,13
"732",1843,"trust",1,13
"733",1845,"sadness",1,13
"734",1846,"sadness",1,13
"735",1850,"anger",1,13
"736",1853,"anger",1,13
"737",1853,"fear",1,13
"738",1857,"trust",1,13
"739",1879,"fear",1,13
"740",1881,"anticipation",1,13
"741",1887,"fear",1,14
"742",1895,"anticipation",1,14
"743",1895,"fear",1,14
"744",1895,"trust",1,14
"745",1904,"fear",1,14
"746",1908,"anticipation",1,14
"747",1911,"anger",1,14
"748",1911,"disgust",1,14
"749",1911,"fear",1,14
"750",1911,"sadness",1,14
"751",1914,"fear",1,14
"752",1914,"sadness",1,14
"753",1919,"anger",1,14
"754",1919,"disgust",1,14
"755",1919,"fear",1,14
"756",1919,"sadness",1,14
"757",1920,"anger",1,14
"758",1920,"disgust",1,14
"759",1920,"fear",1,14
"760",1920,"sadness",1,14
"761",1924,"joy",1,14
"762",1924,"trust",1,14
"763",1931,"anticipation",1,14
"764",1931,"joy",1,14
"765",1931,"trust",1,14
"766",1938,"anticipation",1,14
"767",1942,"anticipation",1,14
"768",1947,"anticipation",1,14
"769",1949,"anger",1,14
"770",1958,"fear",1,14
"771",1958,"sadness",1,14
"772",1968,"anticipation",1,14
"773",1968,"fear",1,14
"774",1968,"trust",1,14
"775",1969,"anticipation",1,14
"776",1969,"fear",1,14
"777",1969,"trust",1,14
"778",1970,"fear",1,14
"779",1970,"sadness",1,14
"780",1982,"anger",1,14
"781",1983,"anger",1,14
"782",1983,"disgust",1,14
"783",1983,"sadness",1,14
"784",1987,"fear",1,14
"785",1987,"sadness",1,14
"786",1987,"trust",1,14
"787",1988,"anticipation",1,14
"788",2001,"anticipation",1,14
"789",2003,"fear",1,14
"790",2003,"sadness",1,14
"791",2004,"anticipation",1,14
"792",2004,"fear",1,14
"793",2004,"sadness",1,14
"794",2005,"trust",1,14
"795",2013,"fear",1,14
"796",2013,"trust",1,14
"797",2018,"sadness",1,14
"798",2024,"anger",1,14
"799",2030,"fear",1,15
"800",2030,"sadness",1,15
"801",2030,"trust",1,15
"802",2052,"surprise",1,15
"803",2067,"fear",1,15
"804",2067,"sadness",1,15
"805",2069,"sadness",1,15
"806",2075,"anger",1,15
"807",2075,"disgust",1,15
"808",2075,"fear",2,15
"809",2075,"sadness",2,15
"810",2078,"sadness",1,15
"811",2078,"surprise",1,15
"812",2090,"anticipation",1,15
"813",2091,"fear",1,15
"814",2091,"sadness",1,15
"815",2099,"disgust",1,15
"816",2100,"anticipation",1,15
"817",2100,"fear",1,15
"818",2100,"sadness",1,15
"819",2101,"anger",1,15
"820",2101,"fear",2,15
"821",2101,"sadness",1,15
"822",2103,"anticipation",1,15
"823",2106,"fear",1,15
"824",2106,"sadness",1,15
"825",2110,"fear",1,15
"826",2110,"sadness",1,15
"827",2113,"fear",1,15
"828",2114,"anger",1,15
"829",2114,"fear",1,15
"830",2114,"sadness",1,15
"831",2115,"fear",1,15
"832",2123,"fear",1,15
"833",2127,"anticipation",1,15
"834",2127,"fear",1,15
"835",2129,"trust",1,15
"836",2142,"joy",1,15
"837",2142,"trust",1,15
"838",2145,"sadness",1,15
"839",2158,"joy",1,15
"840",2158,"trust",1,15
"841",2159,"trust",1,15
"842",2162,"anticipation",1,15
"843",2184,"joy",1,16
"844",2184,"trust",1,16
"845",2198,"fear",1,16
"846",2198,"joy",1,16
"847",2198,"surprise",1,16
"848",2204,"trust",2,16
"849",2214,"trust",3,16
"850",2220,"anticipation",1,16
"851",2220,"joy",1,16
"852",2220,"surprise",1,16
"853",2222,"anticipation",1,16
"854",2228,"trust",1,16
"855",2229,"anticipation",1,16
"856",2229,"joy",1,16
"857",2229,"surprise",1,16
"858",2229,"trust",1,16
"859",2233,"trust",1,16
"860",2236,"anger",1,16
"861",2247,"joy",1,16
"862",2248,"trust",1,16
"863",2254,"anticipation",2,16
"864",2254,"joy",1,16
"865",2254,"surprise",1,16
"866",2265,"anticipation",1,16
"867",2265,"fear",1,16
"868",2268,"anticipation",1,16
"869",2268,"joy",1,16
"870",2270,"anger",1,16
"871",2270,"anticipation",1,16
"872",2270,"disgust",1,16
"873",2270,"fear",2,16
"874",2270,"joy",1,16
"875",2270,"trust",1,16
"876",2277,"fear",1,16
"877",2277,"sadness",1,16
"878",2278,"anticipation",1,16
"879",2300,"fear",1,16
"880",2300,"sadness",1,16
"881",2304,"joy",1,16
"882",2304,"trust",1,16
"883",2307,"anger",1,16
"884",2307,"sadness",1,16
"885",2310,"anger",1,16
"886",2310,"fear",1,16
"887",2310,"sadness",2,16
"888",2310,"trust",1,16
"889",2317,"trust",1,16
"890",2320,"anticipation",1,17
"891",2322,"anticipation",1,17
"892",2327,"disgust",1,17
"893",2332,"joy",1,17
"894",2332,"trust",1,17
"895",2333,"joy",2,17
"896",2333,"sadness",1,17
"897",2333,"trust",1,17
"898",2347,"trust",1,17
"899",2357,"anticipation",1,17
"900",2357,"joy",1,17
"901",2357,"trust",1,17
"902",2366,"fear",1,17
"903",2366,"sadness",1,17
"904",2374,"sadness",1,17
"905",2381,"trust",1,17
"906",2410,"anticipation",1,17
"907",2410,"joy",1,17
"908",2410,"sadness",1,17
"909",2410,"trust",1,17
"910",2418,"anger",1,17
"911",2418,"anticipation",1,17
"912",2418,"fear",1,17
"913",2418,"joy",1,17
"914",2418,"trust",1,17
"915",2419,"anticipation",2,17
"916",2419,"fear",1,17
"917",2419,"joy",1,17
"918",2421,"trust",1,17
"919",2422,"anger",1,17
"920",2422,"disgust",1,17
"921",2422,"fear",1,17
"922",2422,"sadness",1,17
"923",2422,"trust",1,17
"924",2424,"trust",1,17
"925",2430,"joy",2,17
"926",2430,"trust",1,17
"927",2437,"joy",2,17
"928",2437,"trust",1,17
"929",2445,"surprise",1,17
"930",2449,"anticipation",1,17
"931",2449,"joy",1,17
"932",2449,"sadness",1,17
"933",2450,"joy",1,17
"934",2475,"anger",1,18
"935",2475,"disgust",1,18
"936",2475,"fear",1,18
"937",2475,"sadness",1,18
"938",2477,"anger",1,18
"939",2477,"disgust",1,18
"940",2477,"fear",1,18
"941",2477,"sadness",1,18
"942",2477,"surprise",1,18
"943",2484,"joy",1,18
"944",2493,"anger",1,18
"945",2493,"disgust",1,18
"946",2493,"fear",1,18
"947",2493,"sadness",1,18
"948",2499,"fear",1,18
"949",2499,"sadness",1,18
"950",2507,"anger",2,18
"951",2507,"disgust",1,18
"952",2507,"fear",1,18
"953",2507,"sadness",1,18
"954",2512,"anger",1,18
"955",2512,"disgust",1,18
"956",2512,"fear",1,18
"957",2512,"surprise",1,18
"958",2514,"anticipation",1,18
"959",2517,"anger",1,18
"960",2517,"fear",1,18
"961",2517,"sadness",1,18
"962",2517,"surprise",1,18
"963",2525,"anticipation",1,18
"964",2525,"trust",1,18
"965",2534,"sadness",1,18
"966",2556,"sadness",1,18
"967",2560,"trust",1,18
"968",2570,"joy",1,18
"969",2578,"anger",1,18
"970",2578,"disgust",1,18
"971",2578,"fear",1,18
"972",2578,"sadness",1,18
"973",2588,"surprise",1,18
"974",2590,"surprise",1,18
"975",2602,"anticipation",1,18
"976",2602,"fear",1,18
"977",2611,"joy",1,19
"978",2611,"trust",1,19
"979",2624,"anger",1,19
"980",2624,"disgust",1,19
"981",2624,"fear",1,19
"982",2624,"sadness",1,19
"983",2630,"anger",1,19
