"","line","sentiment","n","paragraph"
"230",290,"sadness",1,2
"231",292,"anticipation",1,2
"232",292,"joy",1,2
"233",292,"trust",1,2
"234",298,"trust",1,2
"235",299,"anger",1,2
"236",299,"anticipation",1,2
"237",299,"trust",1,2
"238",300,"disgust",1,2
"239",300,"fear",2,2
"240",300,"sadness",1,2
"241",303,"fear",1,2
"242",303,"sadness",2,2
"243",305,"joy",1,2
"244",305,"trust",1,2
"245",310,"trust",1,2
"246",311,"sadness",1,2
"247",312,"anticipation",1,2
"248",312,"joy",1,2
"249",312,"trust",1,2
"250",313,"surprise",1,2
"251",315,"anticipation",1,2
"252",315,"fear",1,2
"253",315,"joy",1,2
"254",315,"trust",1,2
"255",320,"anticipation",1,2
"256",328,"trust",1,2
"257",342,"joy",1,2
"258",342,"trust",1,2
"259",356,"anger",2,2
"260",356,"fear",2,2
"261",358,"anticipation",1,2
"262",359,"fear",1,2
"263",364,"anticipation",1,2
"264",367,"disgust",1,2
"265",371,"anticipation",1,2
"266",378,"disgust",1,2
"267",383,"anger",1,2
"268",383,"anticipation",1,2
"269",383,"fear",1,2
"270",383,"surprise",1,2
"271",386,"joy",1,2
"272",387,"anticipation",1,2
"273",392,"anger",1,2
"274",392,"fear",1,2
"275",394,"anticipation",1,3
"276",394,"fear",1,3
"277",394,"trust",1,3
"278",397,"trust",1,3
"279",400,"anger",1,3
"280",401,"fear",1,3
"281",401,"sadness",1,3
"282",401,"trust",1,3
"283",420,"trust",1,3
"284",421,"anticipation",1,3
"285",421,"joy",1,3
"286",421,"sadness",1,3
"287",421,"trust",1,3
"288",436,"anticipation",1,3
"289",436,"joy",1,3
"290",436,"trust",1,3
"291",439,"anticipation",1,3
"292",439,"fear",1,3
"293",439,"trust",2,3
"294",441,"anticipation",1,3
"295",441,"trust",1,3
"296",442,"surprise",1,3
"297",447,"anger",1,3
"298",447,"joy",1,3
"299",447,"sadness",1,3
"300",448,"anticipation",1,3
"301",448,"sadness",1,3
"302",449,"anticipation",1,3
"303",449,"joy",1,3
"304",449,"trust",1,3
"305",451,"anticipation",1,3
"306",451,"joy",2,3
"307",451,"surprise",1,3
"308",451,"trust",1,3
"309",453,"anger",1,3
"310",453,"anticipation",1,3
"311",453,"disgust",1,3
"312",453,"fear",1,3
"313",453,"sadness",1,3
"314",459,"anger",1,3
"315",462,"surprise",1,3
"316",462,"trust",1,3
"317",467,"joy",1,3
"318",470,"anticipation",1,3
"319",470,"joy",1,3
"320",476,"joy",1,3
"321",481,"anticipation",1,3
"322",481,"joy",3,3
"323",481,"surprise",1,3
"324",481,"trust",2,3
"325",484,"anger",1,3
"326",484,"anticipation",1,3
"327",484,"joy",1,3
"328",484,"surprise",1,3
"329",484,"trust",1,3
"330",485,"anger",1,3
"331",485,"anticipation",1,3
"332",485,"joy",1,3
"333",485,"surprise",1,3
"334",485,"trust",1,3
"335",493,"anticipation",1,3
"336",493,"joy",1,3
"337",493,"surprise",1,3
"338",493,"trust",1,3
"339",497,"anticipation",1,3
"340",497,"trust",1,3
"341",498,"anger",1,3
"342",498,"anticipation",1,3
"343",498,"fear",2,3
"344",498,"joy",1,3
"345",498,"sadness",2,3
"346",498,"surprise",1,3
"347",498,"trust",1,3
"348",501,"anticipation",1,3
"349",503,"anger",1,3
"350",503,"fear",1,3
"351",507,"anticipation",1,3
"352",507,"joy",1,3
"353",507,"sadness",1,3
"354",507,"surprise",1,3
"355",509,"anger",1,3
"356",509,"sadness",1,3
"357",510,"anticipation",1,3
"358",510,"joy",1,3
"359",510,"sadness",1,3
"360",510,"surprise",1,3
"361",515,"anticipation",1,3
"362",518,"disgust",1,3
"363",518,"sadness",1,3
"364",519,"anger",1,3
"365",519,"disgust",1,3
"366",519,"fear",2,3
"367",519,"sadness",2,3
"368",519,"surprise",1,3
"369",519,"trust",1,3
"370",527,"sadness",1,3
"371",538,"joy",1,3
"372",539,"fear",1,3
"373",539,"surprise",1,3
"374",546,"anticipation",1,3
"375",548,"anticipation",1,3
"376",548,"disgust",1,3
"377",548,"fear",1,3
"378",548,"joy",1,3
"379",548,"sadness",1,3
"380",548,"surprise",1,3
"381",548,"trust",1,3
"382",549,"anticipation",1,3
"383",549,"joy",1,3
"384",549,"surprise",1,3
"385",549,"trust",1,3
"386",550,"anticipation",1,3
"387",552,"anticipation",1,3
"388",552,"disgust",1,3
"389",552,"fear",1,3
"390",552,"joy",1,3
"391",552,"sadness",1,3
"392",552,"surprise",1,3
"393",552,"trust",2,3
"394",554,"sadness",1,3
"395",555,"anger",1,3
"396",557,"anger",1,3
"397",557,"disgust",2,3
"398",557,"fear",1,3
"399",557,"sadness",1,3
"400",557,"surprise",1,3
"401",560,"sadness",1,3
"402",561,"sadness",1,3
"403",565,"anger",1,3
"404",565,"fear",1,3
"405",572,"anticipation",1,3
"406",572,"joy",1,3
"407",572,"trust",1,3
"408",575,"fear",1,3
"409",576,"joy",1,3
"410",576,"sadness",1,3
"411",578,"anger",1,3
"412",578,"disgust",1,3
"413",578,"fear",1,3
"414",579,"fear",1,3
"415",579,"sadness",1,3
"416",580,"sadness",1,3
"417",582,"anger",2,3
"418",582,"disgust",1,3
"419",582,"fear",1,3
"420",582,"joy",1,3
"421",582,"sadness",1,3
"422",582,"trust",1,3
"423",583,"sadness",1,3
"424",584,"anticipation",1,3
"425",584,"joy",1,3
"426",585,"anger",1,3
"427",585,"anticipation",1,3
"428",585,"fear",1,3
"429",585,"joy",2,3
"430",585,"sadness",3,3
"431",585,"trust",1,3
"432",586,"fear",1,3
"433",593,"anticipation",2,4
"434",593,"joy",1,4
"435",593,"surprise",2,4
"436",593,"trust",1,4
"437",595,"sadness",1,4
"438",598,"anger",1,4
"439",598,"anticipation",1,4
"440",598,"disgust",1,4
"441",598,"fear",1,4
"442",598,"sadness",1,4
"443",605,"anger",1,4
"444",605,"disgust",1,4
"445",609,"anticipation",1,4
"446",610,"anger",1,4
"447",610,"anticipation",1,4
"448",615,"anger",1,4
"449",615,"anticipation",1,4
"450",615,"fear",1,4
"451",615,"joy",1,4
"452",615,"sadness",1,4
"453",615,"surprise",1,4
"454",615,"trust",1,4
"455",616,"anger",1,4
"456",616,"anticipation",1,4
"457",618,"fear",1,4
"458",618,"sadness",1,4
"459",620,"fear",1,4
"460",620,"sadness",1,4
"461",623,"anger",1,4
"462",623,"disgust",1,4
"463",623,"fear",1,4
"464",623,"joy",1,4
"465",623,"sadness",1,4
"466",626,"anticipation",1,4
"467",626,"joy",1,4
"468",626,"surprise",1,4
"469",627,"anger",1,4
"470",627,"anticipation",1,4
"471",627,"disgust",1,4
"472",627,"fear",1,4
"473",627,"joy",1,4
"474",627,"sadness",1,4
"475",627,"surprise",2,4
"476",627,"trust",1,4
"477",628,"anticipation",1,4
"478",629,"anticipation",1,4
"479",629,"disgust",1,4
"480",629,"joy",1,4
"481",629,"sadness",1,4
"482",629,"trust",2,4
"483",631,"anticipation",2,4
"484",632,"anticipation",2,4
"485",632,"joy",2,4
"486",632,"trust",2,4
"487",634,"anticipation",1,4
"488",634,"joy",1,4
"489",634,"trust",1,4
"490",635,"joy",1,4
"491",635,"trust",1,4
"492",637,"anticipation",1,4
"493",640,"anger",1,4
"494",640,"sadness",1,4
"495",642,"trust",1,4
"496",643,"anticipation",1,4
"497",643,"joy",1,4
"498",643,"surprise",1,4
"499",643,"trust",2,4
"500",644,"anger",1,4
"501",644,"disgust",1,4
"502",647,"joy",1,4
"503",649,"anticipation",1,4
"504",649,"joy",1,4
"505",649,"sadness",1,4
"506",649,"trust",1,4
"507",651,"sadness",1,4
"508",652,"trust",1,4
"509",654,"joy",1,4
"510",659,"anticipation",1,4
"511",661,"anticipation",2,4
"512",661,"fear",1,4
"513",661,"joy",1,4
"514",661,"trust",1,4
"515",662,"anticipation",1,4
"516",662,"joy",3,4
"517",662,"trust",1,4
"518",666,"sadness",1,4
"519",666,"trust",1,4
"520",668,"anticipation",2,4
"521",668,"joy",2,4
"522",668,"trust",2,4
"523",671,"fear",1,4
"524",671,"sadness",1,4
"525",671,"trust",1,4
"526",674,"fear",1,4
"527",676,"anticipation",1,4
"528",676,"joy",1,4
"529",676,"trust",2,4
"530",682,"trust",2,4
"531",683,"anger",1,4
"532",683,"anticipation",1,4
"533",683,"disgust",1,4
"534",683,"joy",1,4
"535",683,"surprise",1,4
"536",683,"trust",1,4
"537",688,"anticipation",2,4
"538",688,"joy",2,4
"539",688,"sadness",1,4
"540",688,"trust",2,4
"541",690,"joy",1,4
"542",690,"trust",1,4
"543",693,"anticipation",1,4
"544",693,"fear",1,4
"545",695,"anticipation",1,4
"546",702,"fear",1,4
"547",705,"trust",1,4
"548",708,"trust",1,4
"549",709,"anticipation",1,4
"550",709,"joy",1,4
"551",709,"trust",1,4
"552",712,"anticipation",1,4
"553",712,"joy",1,4
"554",712,"trust",1,4
"555",713,"anticipation",1,4
"556",714,"anger",1,4
"557",714,"disgust",1,4
"558",714,"fear",1,4
"559",714,"sadness",1,4
"560",716,"anger",1,4
"561",717,"trust",1,4
"562",719,"surprise",1,4
"563",719,"trust",1,4
"564",722,"trust",1,4
"565",724,"disgust",1,4
"566",727,"fear",1,4
"567",727,"sadness",1,4
"568",728,"fear",1,4
"569",730,"joy",2,4
"570",730,"trust",1,4
"571",731,"sadness",1,4
"572",733,"fear",1,4
"573",735,"anger",1,4
"574",735,"anticipation",1,4
"575",735,"disgust",1,4
"576",735,"fear",1,4
"577",735,"joy",1,4
"578",735,"sadness",2,4
"579",735,"surprise",1,4
"580",735,"trust",1,4
"581",737,"sadness",1,4
"582",738,"trust",1,4
"583",742,"anticipation",1,4
"584",743,"joy",1,4
"585",744,"anger",1,4
"586",744,"fear",1,4
"587",744,"sadness",1,4
"588",744,"trust",1,4
"589",745,"trust",1,4
"590",746,"sadness",1,4
"591",747,"anticipation",1,4
"592",747,"fear",1,4
"593",749,"anger",1,4
"594",749,"anticipation",2,4
"595",749,"fear",1,4
"596",749,"sadness",1,4
"597",751,"anticipation",1,4
"598",752,"sadness",1,4
"599",756,"anger",1,4
"600",756,"disgust",1,4
"601",756,"fear",1,4
"602",757,"anger",3,4
"603",757,"disgust",1,4
"604",757,"fear",3,4
"605",757,"joy",1,4
"606",757,"surprise",1,4
"607",757,"trust",1,4
"608",758,"fear",1,4
"609",758,"sadness",1,4
"610",762,"anticipation",1,4
"611",762,"fear",2,4
"612",762,"sadness",1,4
"613",767,"anticipation",1,4
"614",767,"trust",1,4
"615",768,"anticipation",1,4
"616",768,"joy",1,4
"617",770,"trust",1,4
"618",771,"anger",1,4
"619",774,"anticipation",1,4
"620",774,"joy",1,4
"621",774,"sadness",1,4
"622",774,"surprise",1,4
"623",775,"anger",1,4
"624",775,"disgust",1,4
"625",775,"fear",1,4
"626",776,"anger",2,4
"627",776,"anticipation",1,4
"628",776,"sadness",1,4
"629",776,"trust",1,4
"630",782,"anger",1,4
"631",782,"anticipation",1,4
"632",782,"joy",1,4
"633",782,"sadness",1,4
"634",782,"surprise",1,4
"635",782,"trust",1,4
"636",786,"anger",1,4
"637",788,"anger",1,5
"638",788,"disgust",1,5
"639",788,"sadness",1,5
"640",788,"surprise",1,5
"641",791,"anger",1,5
"642",791,"anticipation",2,5
"643",791,"joy",1,5
"644",791,"surprise",1,5
"645",791,"trust",2,5
"646",793,"fear",1,5
"647",795,"fear",1,5
"648",795,"trust",1,5
"649",800,"joy",1,5
"650",800,"trust",1,5
"651",803,"anger",2,5
"652",803,"anticipation",1,5
"653",803,"disgust",1,5
"654",803,"fear",1,5
"655",803,"joy",1,5
"656",803,"sadness",1,5
"657",803,"surprise",2,5
"658",803,"trust",1,5
"659",806,"anticipation",1,5
"660",814,"anger",1,5
"661",814,"anticipation",1,5
"662",814,"joy",1,5
"663",814,"surprise",1,5
"664",814,"trust",1,5
"665",824,"anger",1,5
"666",824,"fear",1,5
"667",824,"sadness",1,5
"668",825,"surprise",1,5
"669",827,"anticipation",1,5
"670",829,"anger",1,5
"671",829,"trust",1,5
"672",840,"trust",1,5
"673",842,"anger",1,5
"674",842,"disgust",1,5
"675",849,"joy",1,5
"676",850,"anticipation",1,5
"677",854,"fear",1,5
"678",854,"sadness",1,5
"679",857,"fear",1,5
"680",857,"sadness",1,5
"681",858,"disgust",1,5
"682",860,"anticipation",1,5
"683",860,"fear",1,5
"684",864,"sadness",1,5
"685",865,"anger",1,5
"686",865,"anticipation",1,5
"687",865,"sadness",1,5
"688",865,"trust",2,5
"689",868,"anticipation",1,5
"690",870,"anger",1,5
"691",870,"sadness",1,5
"692",873,"anger",1,5
"693",873,"disgust",1,5
"694",877,"anger",1,5
"695",877,"sadness",1,5
"696",880,"anger",1,5
"697",880,"sadness",1,5
"698",881,"anger",1,5
"699",881,"sadness",1,5
"700",883,"anticipation",1,5
"701",893,"anticipation",2,5
"702",893,"joy",2,5
"703",893,"trust",2,5
"704",901,"fear",1,5
"705",902,"anticipation",1,5
"706",902,"joy",1,5
"707",902,"surprise",1,5
"708",902,"trust",1,5
"709",909,"anger",2,5
"710",909,"anticipation",1,5
"711",909,"fear",1,5
"712",909,"surprise",1,5
"713",918,"anger",1,5
"714",918,"anticipation",1,5
"715",918,"disgust",1,5
"716",918,"fear",1,5
"717",918,"joy",2,5
"718",918,"sadness",1,5
"719",918,"surprise",2,5
"720",918,"trust",1,5
"721",925,"joy",2,5
"722",925,"sadness",1,5
"723",931,"anger",1,5
"724",931,"fear",1,5
"725",931,"sadness",1,5
"726",931,"surprise",1,5
"727",932,"anger",1,5
"728",932,"fear",2,5
"729",932,"joy",1,5
"730",932,"sadness",1,5
"731",932,"trust",1,5
"732",938,"anger",2,5
"733",938,"fear",1,5
"734",939,"anger",1,5
"735",939,"anticipation",1,5
"736",939,"fear",1,5
"737",940,"anger",1,5
"738",942,"anticipation",1,5
"739",942,"joy",1,5
"740",942,"trust",2,5
"741",958,"anticipation",1,5
"742",958,"fear",1,5
"743",958,"sadness",1,5
"744",962,"anger",1,5
"745",962,"anticipation",1,5
"746",962,"disgust",1,5
"747",962,"joy",1,5
"748",962,"surprise",1,5
"749",962,"trust",1,5
"750",965,"trust",1,5
"751",970,"anticipation",1,5
"752",971,"trust",1,5
"753",972,"joy",1,5
"754",972,"trust",1,5
"755",977,"anger",1,5
"756",977,"disgust",1,5
"757",977,"fear",1,5
"758",977,"sadness",1,5
"759",981,"disgust",1,5
"760",985,"disgust",1,6
"761",990,"anger",1,6
"762",990,"disgust",1,6
"763",990,"fear",1,6
"764",993,"sadness",1,6
"765",996,"sadness",1,6
"766",996,"trust",1,6
"767",997,"anticipation",1,6
"768",999,"joy",1,6
"769",999,"trust",2,6
"770",1000,"trust",1,6
"771",1004,"joy",1,6
"772",1004,"trust",1,6
"773",1007,"surprise",1,6
"774",1009,"anticipation",1,6
"775",1010,"trust",1,6
"776",1014,"anticipation",1,6
"777",1014,"joy",1,6
"778",1014,"sadness",1,6
"779",1014,"trust",1,6
"780",1015,"anger",1,6
"781",1015,"anticipation",1,6
"782",1015,"joy",1,6
"783",1015,"surprise",1,6
"784",1015,"trust",1,6
"785",1016,"sadness",1,6
"786",1025,"anticipation",1,6
"787",1025,"sadness",1,6
"788",1026,"trust",1,6
"789",1027,"anger",1,6
"790",1027,"disgust",1,6
"791",1027,"fear",1,6
"792",1027,"sadness",1,6
"793",1027,"surprise",1,6
"794",1033,"trust",1,6
"795",1034,"trust",2,6
"796",1036,"trust",1,6
"797",1039,"anger",1,6
"798",1039,"anticipation",1,6
"799",1039,"joy",1,6
"800",1039,"sadness",1,6
"801",1039,"surprise",1,6
"802",1039,"trust",1,6
"803",1040,"anticipation",1,6
"804",1040,"joy",1,6
"805",1040,"sadness",1,6
"806",1041,"anticipation",3,6
"807",1041,"joy",1,6
"808",1041,"surprise",1,6
"809",1041,"trust",2,6
"810",1046,"anticipation",1,6
"811",1046,"fear",1,6
"812",1050,"anger",1,6
"813",1050,"anticipation",1,6
"814",1050,"joy",1,6
"815",1050,"surprise",1,6
"816",1051,"anger",1,6
"817",1051,"fear",2,6
"818",1051,"sadness",1,6
"819",1053,"anger",1,6
"820",1053,"anticipation",1,6
"821",1053,"disgust",1,6
"822",1053,"fear",1,6
"823",1053,"joy",1,6
"824",1053,"sadness",1,6
"825",1053,"trust",1,6
"826",1056,"anticipation",1,6
"827",1060,"trust",1,6
"828",1061,"anger",1,6
"829",1061,"anticipation",1,6
"830",1063,"trust",1,6
"831",1064,"trust",1,6
"832",1065,"trust",1,6
"833",1067,"trust",2,6
"834",1068,"anticipation",1,6
"835",1068,"joy",1,6
"836",1068,"trust",1,6
"837",1069,"anticipation",1,6
"838",1069,"fear",1,6
"839",1069,"trust",1,6
"840",1072,"joy",1,6
"841",1073,"anticipation",1,6
"842",1078,"anticipation",1,6
"843",1078,"joy",1,6
"844",1078,"surprise",1,6
"845",1078,"trust",1,6
"846",1082,"anticipation",2,6
"847",1082,"joy",1,6
"848",1082,"trust",1,6
"849",1088,"anger",1,6
"850",1088,"anticipation",1,6
"851",1089,"joy",1,6
"852",1090,"sadness",1,6
"853",1090,"trust",1,6
"854",1096,"anger",1,6
"855",1096,"anticipation",1,6
"856",1096,"fear",1,6
"857",1097,"anticipation",2,6
"858",1097,"joy",2,6
"859",1097,"trust",3,6
"860",1104,"anger",1,6
"861",1104,"anticipation",1,6
"862",1104,"fear",1,6
"863",1105,"anticipation",1,6
"864",1105,"joy",2,6
"865",1105,"surprise",1,6
"866",1109,"joy",1,6
"867",1110,"anger",1,6
"868",1110,"anticipation",1,6
"869",1110,"fear",1,6
"870",1110,"joy",1,6
"871",1110,"surprise",1,6
"872",1110,"trust",1,6
"873",1117,"joy",1,6
"874",1117,"surprise",1,6
"875",1127,"joy",1,6
"876",1127,"trust",1,6
"877",1129,"joy",1,6
"878",1129,"trust",1,6
"879",1130,"surprise",1,6
"880",1137,"joy",1,6
"881",1141,"anticipation",1,6
"882",1141,"joy",1,6
"883",1141,"surprise",1,6
"884",1143,"anticipation",1,6
"885",1143,"fear",1,6
"886",1143,"joy",1,6
"887",1143,"trust",1,6
"888",1149,"sadness",1,6
"889",1149,"trust",1,6
"890",1154,"anticipation",1,6
"891",1158,"anticipation",1,6
"892",1158,"joy",1,6
"893",1158,"surprise",1,6
"894",1158,"trust",1,6
"895",1159,"anticipation",1,6
"896",1159,"trust",1,6
"897",1160,"anger",1,6
"898",1160,"disgust",1,6
"899",1160,"fear",1,6
"900",1162,"anger",1,6
"901",1162,"anticipation",1,6
"902",1162,"joy",1,6
"903",1162,"sadness",1,6
"904",1163,"disgust",1,6
"905",1163,"joy",1,6
"906",1164,"joy",1,6
"907",1164,"trust",1,6
"908",1165,"trust",1,6
"909",1168,"sadness",1,6
"910",1171,"anger",1,6
"911",1171,"disgust",1,6
"912",1178,"anticipation",1,6
"913",1178,"joy",1,6
"914",1178,"trust",1,6
"915",1179,"sadness",1,6
"916",1181,"sadness",1,6
"917",1184,"anger",1,7
"918",1184,"anticipation",1,7
"919",1186,"anticipation",1,7
"920",1186,"joy",1,7
"921",1186,"trust",1,7
"922",1187,"fear",1,7
"923",1187,"sadness",1,7
"924",1189,"anticipation",1,7
"925",1189,"joy",1,7
"926",1189,"surprise",1,7
"927",1189,"trust",1,7
"928",1190,"surprise",1,7
"929",1194,"anger",1,7
"930",1201,"anger",1,7
"931",1203,"joy",1,7
"932",1206,"sadness",1,7
"933",1208,"anger",1,7
"934",1208,"anticipation",1,7
"935",1208,"fear",2,7
"936",1208,"joy",2,7
"937",1208,"sadness",1,7
"938",1208,"surprise",1,7
"939",1208,"trust",1,7
"940",1211,"fear",1,7
"941",1219,"anticipation",1,7
"942",1219,"trust",1,7
"943",1220,"joy",1,7
"944",1220,"surprise",1,7
"945",1220,"trust",1,7
"946",1226,"sadness",1,7
"947",1234,"fear",1,7
"948",1235,"anger",2,7
"949",1235,"disgust",2,7
"950",1235,"sadness",1,7
"951",1236,"anger",2,7
"952",1236,"disgust",2,7
"953",1236,"fear",3,7
"954",1236,"sadness",2,7
"955",1237,"anticipation",1,7
"956",1237,"fear",1,7
"957",1238,"anticipation",1,7
"958",1244,"fear",1,7
"959",1248,"anger",1,7
"960",1248,"disgust",1,7
"961",1248,"fear",1,7
"962",1248,"sadness",1,7
"963",1249,"sadness",1,7
"964",1249,"surprise",1,7
"965",1250,"trust",1,7
"966",1251,"sadness",1,7
"967",1253,"disgust",1,7
"968",1254,"anticipation",1,7
"969",1254,"joy",1,7
"970",1254,"trust",1,7
"971",1255,"fear",1,7
"972",1255,"sadness",1,7
"973",1256,"anticipation",1,7
"974",1256,"fear",1,7
"975",1256,"joy",1,7
"976",1256,"trust",1,7
"977",1257,"anticipation",1,7
"978",1270,"anticipation",1,7
"979",1270,"joy",1,7
"980",1270,"trust",1,7
"981",1284,"anger",1,7
"982",1284,"sadness",1,7
"983",1286,"anger",1,7
"984",1286,"anticipation",1,7
"985",1288,"joy",1,7
"986",1296,"fear",1,7
"987",1296,"sadness",2,7
"988",1298,"anger",2,7
"989",1298,"disgust",1,7
"990",1298,"fear",2,7
"991",1298,"joy",1,7
"992",1298,"sadness",2,7
"993",1298,"trust",1,7
"994",1299,"fear",1,7
"995",1299,"sadness",1,7
"996",1314,"trust",1,7
"997",1323,"fear",1,7
"998",1323,"sadness",1,7
"999",1326,"surprise",1,7
"1000",1327,"anger",1,7
"1001",1327,"anticipation",1,7
"1002",1329,"anger",1,7
"1003",1329,"fear",1,7
"1004",1329,"sadness",1,7
"1005",1331,"anticipation",1,7
"1006",1331,"joy",1,7
"1007",1331,"trust",1,7
