"","line","sentiment","n","paragraph"
"419",810,"joy",1,5
"420",810,"surprise",1,5
"421",810,"trust",1,5
"422",811,"joy",1,5
"423",811,"trust",1,5
"424",817,"anticipation",1,5
"425",817,"trust",1,5
"426",820,"joy",1,5
"427",822,"fear",1,5
"428",822,"trust",1,5
"429",823,"joy",1,5
"430",824,"joy",1,5
"431",826,"fear",1,5
"432",826,"sadness",1,5
"433",826,"trust",2,5
"434",827,"fear",1,5
"435",827,"joy",1,5
"436",827,"sadness",1,5
"437",827,"trust",2,5
"438",828,"anticipation",1,5
"439",828,"joy",1,5
"440",828,"trust",1,5
"441",829,"trust",1,5
"442",831,"anger",1,5
"443",831,"anticipation",1,5
"444",831,"fear",1,5
"445",831,"joy",1,5
"446",831,"sadness",1,5
"447",831,"trust",1,5
"448",832,"anticipation",1,5
"449",832,"joy",1,5
"450",832,"sadness",2,5
"451",832,"trust",1,5
"452",833,"joy",1,5
"453",834,"anticipation",1,5
"454",838,"sadness",1,5
"455",840,"fear",1,5
"456",843,"trust",1,5
"457",845,"anger",1,5
"458",845,"sadness",1,5
"459",846,"anticipation",1,5
"460",846,"disgust",2,5
"461",846,"fear",1,5
"462",846,"surprise",1,5
"463",846,"trust",1,5
"464",848,"trust",1,5
"465",858,"trust",1,5
"466",862,"anger",1,5
"467",862,"disgust",1,5
"468",862,"fear",1,5
"469",862,"sadness",1,5
"470",864,"anticipation",1,5
"471",865,"trust",1,5
"472",866,"anger",1,5
"473",866,"anticipation",1,5
"474",866,"disgust",1,5
"475",866,"fear",1,5
"476",868,"anticipation",1,5
"477",872,"fear",2,5
"478",876,"anticipation",1,5
"479",878,"joy",1,5
"480",882,"anger",1,5
"481",882,"fear",1,5
"482",883,"anger",1,5
"483",884,"anger",1,5
"484",884,"fear",1,5
"485",884,"sadness",1,5
"486",884,"surprise",1,5
"487",887,"fear",1,5
"488",887,"sadness",1,5
"489",887,"trust",2,5
"490",888,"anticipation",3,5
"491",888,"joy",1,5
"492",888,"surprise",1,5
"493",889,"anger",1,5
"494",889,"anticipation",1,5
"495",889,"disgust",1,5
"496",889,"joy",1,5
"497",889,"surprise",1,5
"498",889,"trust",1,5
"499",890,"anticipation",1,5
"500",891,"anticipation",1,5
"501",897,"fear",1,5
"502",899,"trust",1,5
"503",900,"trust",1,5
"504",905,"anticipation",1,5
"505",907,"disgust",1,5
"506",907,"surprise",1,5
"507",909,"joy",1,5
"508",923,"anger",1,5
"509",923,"anticipation",1,5
"510",924,"trust",1,5
"511",926,"anticipation",1,5
"512",928,"anger",1,5
"513",928,"disgust",1,5
"514",928,"fear",1,5
"515",928,"sadness",1,5
"516",929,"anticipation",1,5
"517",935,"fear",1,5
"518",937,"fear",1,5
"519",937,"sadness",1,5
"520",937,"surprise",1,5
"521",939,"anticipation",1,5
"522",942,"anticipation",1,5
"523",942,"joy",1,5
"524",942,"surprise",1,5
"525",944,"anticipation",1,5
"526",947,"anticipation",1,5
"527",950,"fear",1,5
"528",950,"sadness",1,5
"529",953,"anticipation",1,5
"530",954,"anticipation",1,5
"531",959,"anticipation",1,5
"532",959,"joy",1,5
"533",959,"surprise",1,5
"534",959,"trust",1,5
"535",960,"anticipation",1,5
"536",961,"anticipation",1,5
"537",961,"joy",1,5
"538",965,"fear",1,5
"539",967,"anticipation",1,5
"540",967,"fear",2,5
"541",967,"joy",1,5
"542",967,"trust",1,5
"543",972,"anticipation",1,5
"544",972,"joy",1,5
"545",972,"trust",1,5
"546",973,"anticipation",2,5
"547",973,"joy",2,5
"548",973,"trust",2,5
"549",980,"trust",1,5
"550",981,"sadness",1,5
"551",982,"trust",1,5
"552",985,"anger",1,5
"553",985,"anticipation",1,5
"554",985,"disgust",1,5
"555",985,"fear",1,5
"556",985,"joy",1,5
"557",985,"trust",1,5
"558",988,"trust",1,5
"559",991,"trust",1,5
"560",994,"fear",1,5
"561",997,"anger",1,5
"562",997,"sadness",1,5
"563",997,"trust",2,5
"564",999,"trust",1,5
"565",1000,"anger",1,6
"566",1000,"fear",1,6
"567",1002,"trust",1,6
"568",1003,"trust",1,6
"569",1005,"trust",1,6
"570",1006,"trust",1,6
"571",1007,"anticipation",1,6
"572",1007,"disgust",1,6
"573",1007,"fear",1,6
"574",1007,"surprise",1,6
"575",1007,"trust",1,6
"576",1008,"trust",1,6
"577",1014,"anticipation",1,6
"578",1014,"joy",1,6
"579",1014,"trust",1,6
"580",1016,"trust",1,6
"581",1018,"trust",1,6
"582",1020,"anticipation",1,6
"583",1020,"fear",2,6
"584",1020,"trust",1,6
"585",1021,"joy",1,6
"586",1021,"trust",1,6
"587",1022,"anger",1,6
"588",1022,"fear",2,6
"589",1023,"anticipation",1,6
"590",1023,"fear",1,6
"591",1023,"trust",1,6
"592",1027,"trust",1,6
"593",1029,"anticipation",1,6
"594",1030,"anger",1,6
"595",1030,"fear",1,6
"596",1033,"anticipation",1,6
"597",1033,"fear",1,6
"598",1033,"sadness",1,6
"599",1037,"anger",1,6
"600",1037,"anticipation",1,6
"601",1041,"trust",1,6
"602",1042,"anticipation",1,6
"603",1042,"fear",1,6
"604",1042,"joy",1,6
"605",1042,"trust",2,6
"606",1046,"joy",1,6
"607",1046,"trust",1,6
"608",1047,"fear",1,6
"609",1047,"sadness",2,6
"610",1051,"trust",1,6
"611",1056,"anger",2,6
"612",1056,"anticipation",1,6
"613",1056,"fear",1,6
"614",1056,"trust",1,6
"615",1058,"joy",1,6
"616",1058,"trust",1,6
"617",1059,"fear",1,6
"618",1060,"anticipation",1,6
"619",1060,"joy",1,6
"620",1060,"surprise",1,6
"621",1060,"trust",1,6
"622",1061,"anticipation",1,6
"623",1064,"anticipation",1,6
"624",1064,"joy",1,6
"625",1064,"trust",1,6
"626",1069,"anger",1,6
"627",1069,"fear",1,6
"628",1070,"anger",1,6
"629",1070,"fear",1,6
"630",1070,"trust",1,6
"631",1071,"anticipation",1,6
"632",1071,"fear",1,6
"633",1071,"joy",1,6
"634",1071,"trust",1,6
"635",1073,"sadness",1,6
"636",1073,"trust",1,6
"637",1075,"trust",2,6
"638",1076,"trust",1,6
"639",1077,"joy",1,6
"640",1084,"trust",1,6
"641",1085,"trust",1,6
"642",1091,"anger",1,6
"643",1092,"fear",1,6
"644",1093,"disgust",1,6
"645",1093,"sadness",1,6
"646",1093,"trust",1,6
"647",1098,"anger",1,6
"648",1098,"disgust",1,6
"649",1098,"fear",1,6
"650",1098,"sadness",1,6
"651",1098,"trust",1,6
"652",1099,"surprise",1,6
"653",1102,"sadness",1,6
"654",1104,"fear",1,6
"655",1104,"sadness",1,6
"656",1106,"fear",1,6
"657",1106,"sadness",1,6
"658",1107,"fear",1,6
"659",1107,"sadness",1,6
"660",1111,"fear",1,6
"661",1111,"sadness",1,6
"662",1112,"surprise",1,6
"663",1115,"anger",1,6
"664",1115,"disgust",1,6
"665",1115,"fear",1,6
"666",1115,"sadness",1,6
"667",1116,"fear",1,6
"668",1116,"sadness",1,6
"669",1118,"fear",1,6
"670",1118,"sadness",1,6
"671",1123,"fear",1,6
"672",1123,"sadness",1,6
"673",1125,"disgust",1,6
"674",1125,"fear",1,6
"675",1125,"sadness",1,6
"676",1128,"trust",1,6
"677",1132,"anticipation",1,6
"678",1132,"disgust",1,6
"679",1132,"joy",1,6
"680",1132,"surprise",1,6
"681",1132,"trust",1,6
"682",1134,"trust",1,6
"683",1142,"fear",1,6
"684",1142,"sadness",1,6
"685",1146,"fear",1,6
"686",1146,"sadness",1,6
"687",1154,"trust",1,6
"688",1162,"anger",1,6
"689",1162,"disgust",1,6
"690",1162,"fear",2,6
"691",1162,"sadness",1,6
"692",1162,"surprise",1,6
"693",1166,"anger",2,6
"694",1166,"fear",1,6
"695",1166,"surprise",1,6
"696",1183,"fear",1,6
"697",1183,"surprise",1,6
"698",1186,"joy",1,6
"699",1190,"fear",1,6
"700",1190,"sadness",1,6
"701",1191,"fear",1,6
"702",1191,"sadness",1,6
"703",1193,"anticipation",1,6
"704",1193,"joy",1,6
"705",1193,"trust",1,6
"706",1194,"sadness",1,6
"707",1196,"joy",1,6
"708",1196,"sadness",1,6
"709",1197,"fear",1,6
"710",1197,"sadness",1,6
"711",1200,"fear",1,7
"712",1200,"sadness",1,7
"713",1202,"fear",1,7
"714",1202,"sadness",1,7
"715",1203,"anticipation",3,7
"716",1203,"fear",1,7
"717",1203,"joy",3,7
"718",1203,"sadness",1,7
"719",1203,"trust",2,7
"720",1204,"joy",1,7
"721",1210,"fear",1,7
"722",1210,"sadness",1,7
"723",1212,"joy",1,7
"724",1212,"trust",1,7
"725",1214,"fear",1,7
"726",1214,"sadness",1,7
"727",1215,"joy",1,7
"728",1217,"anticipation",1,7
"729",1217,"joy",2,7
"730",1224,"fear",1,7
"731",1224,"sadness",1,7
"732",1227,"surprise",1,7
"733",1229,"joy",2,7
"734",1229,"trust",1,7
"735",1231,"fear",1,7
"736",1231,"sadness",1,7
"737",1232,"fear",1,7
"738",1232,"surprise",1,7
"739",1233,"joy",1,7
"740",1234,"fear",1,7
"741",1234,"trust",1,7
"742",1235,"fear",1,7
"743",1235,"sadness",1,7
"744",1235,"trust",1,7
"745",1236,"fear",1,7
"746",1236,"surprise",1,7
"747",1237,"trust",1,7
"748",1240,"trust",1,7
"749",1241,"anger",1,7
"750",1241,"disgust",1,7
"751",1241,"fear",1,7
"752",1241,"sadness",1,7
"753",1243,"trust",1,7
"754",1249,"disgust",1,7
"755",1250,"fear",1,7
"756",1250,"sadness",1,7
"757",1251,"fear",1,7
"758",1251,"sadness",1,7
"759",1252,"anger",1,7
"760",1252,"fear",1,7
"761",1252,"surprise",1,7
"762",1254,"fear",1,7
"763",1254,"sadness",1,7
"764",1255,"anger",1,7
"765",1255,"disgust",1,7
"766",1258,"fear",1,7
"767",1258,"sadness",1,7
"768",1261,"trust",1,7
"769",1262,"trust",1,7
"770",1266,"trust",1,7
"771",1270,"anger",1,7
"772",1270,"fear",1,7
"773",1271,"anticipation",1,7
"774",1271,"trust",1,7
"775",1272,"anticipation",1,7
"776",1272,"trust",1,7
"777",1273,"trust",1,7
"778",1274,"fear",1,7
"779",1275,"anger",1,7
"780",1275,"fear",1,7
"781",1278,"anger",1,7
"782",1278,"disgust",1,7
"783",1278,"fear",1,7
"784",1278,"sadness",1,7
"785",1278,"surprise",1,7
"786",1279,"trust",1,7
"787",1281,"anticipation",1,7
"788",1281,"trust",1,7
"789",1282,"trust",1,7
"790",1284,"anger",2,7
"791",1284,"fear",1,7
"792",1285,"joy",1,7
"793",1285,"trust",1,7
"794",1287,"trust",1,7
"795",1288,"fear",1,7
"796",1293,"trust",1,7
"797",1299,"trust",1,7
"798",1301,"anticipation",1,7
"799",1301,"joy",2,7
"800",1301,"surprise",1,7
"801",1301,"trust",3,7
"802",1306,"trust",1,7
"803",1309,"anticipation",1,7
"804",1309,"joy",1,7
"805",1309,"trust",1,7
"806",1311,"trust",1,7
"807",1316,"trust",1,7
"808",1320,"anger",1,7
"809",1320,"fear",1,7
"810",1320,"trust",1,7
"811",1325,"anticipation",1,7
"812",1325,"trust",1,7
"813",1327,"trust",1,7
"814",1328,"anger",1,7
"815",1328,"joy",1,7
"816",1328,"trust",1,7
"817",1330,"trust",1,7
"818",1331,"anger",1,7
"819",1337,"anticipation",1,7
"820",1340,"sadness",1,7
"821",1341,"anticipation",1,7
"822",1341,"joy",1,7
"823",1341,"surprise",1,7
"824",1341,"trust",1,7
"825",1342,"trust",1,7
"826",1343,"disgust",1,7
"827",1343,"fear",1,7
"828",1343,"sadness",1,7
"829",1345,"anger",1,7
"830",1345,"fear",1,7
"831",1348,"trust",1,7
"832",1350,"sadness",1,7
"833",1351,"trust",1,7
"834",1352,"anger",1,7
"835",1353,"anger",1,7
"836",1355,"anger",1,7
"837",1357,"anger",1,7
"838",1358,"anger",1,7
"839",1359,"joy",1,7
"840",1364,"fear",1,7
"841",1367,"anger",1,7
"842",1370,"anger",2,7
"843",1370,"fear",1,7
"844",1370,"surprise",1,7
"845",1371,"anger",2,7
"846",1371,"fear",1,7
"847",1374,"anticipation",1,7
"848",1374,"fear",1,7
"849",1374,"surprise",1,7
"850",1376,"anger",1,7
"851",1376,"fear",1,7
"852",1378,"anticipation",1,7
"853",1380,"fear",1,7
"854",1380,"trust",1,7
"855",1386,"sadness",1,7
"856",1387,"joy",1,7
"857",1387,"trust",1,7
"858",1398,"anticipation",1,7
"859",1404,"trust",1,8
"860",1406,"anticipation",1,8
"861",1410,"surprise",1,8
"862",1418,"anticipation",1,8
"863",1422,"anger",1,8
"864",1422,"anticipation",1,8
"865",1422,"fear",1,8
"866",1428,"anticipation",1,8
"867",1428,"joy",1,8
"868",1428,"sadness",1,8
"869",1428,"trust",1,8
"870",1435,"anticipation",1,8
"871",1435,"joy",1,8
"872",1435,"trust",1,8
"873",1442,"anger",1,8
"874",1442,"fear",1,8
"875",1443,"anticipation",1,8
"876",1443,"joy",1,8
"877",1443,"surprise",1,8
"878",1447,"anger",1,8
"879",1447,"fear",1,8
"880",1447,"sadness",1,8
"881",1453,"joy",1,8
"882",1454,"anger",1,8
"883",1454,"disgust",1,8
"884",1454,"fear",1,8
"885",1454,"sadness",1,8
"886",1458,"anger",1,8
"887",1458,"anticipation",1,8
"888",1458,"disgust",1,8
"889",1458,"fear",1,8
"890",1458,"sadness",1,8
"891",1460,"anger",1,8
"892",1460,"fear",2,8
"893",1460,"sadness",2,8
"894",1460,"surprise",1,8
"895",1473,"trust",1,8
"896",1476,"anticipation",1,8
"897",1476,"trust",1,8
"898",1478,"anger",1,8
"899",1478,"disgust",1,8
"900",1478,"fear",1,8
"901",1478,"sadness",1,8
"902",1479,"anger",1,8
"903",1479,"disgust",1,8
"904",1479,"fear",1,8
"905",1479,"sadness",1,8
"906",1482,"anger",1,8
"907",1482,"anticipation",1,8
"908",1482,"fear",1,8
"909",1494,"sadness",1,8
"910",1495,"anger",1,8
"911",1495,"fear",1,8
"912",1496,"fear",1,8
"913",1498,"trust",1,8
"914",1499,"anger",2,8
"915",1499,"disgust",1,8
"916",1499,"fear",2,8
"917",1499,"sadness",1,8
"918",1499,"surprise",1,8
"919",1510,"anticipation",1,8
"920",1510,"fear",1,8
"921",1510,"joy",1,8
"922",1510,"trust",1,8
"923",1513,"sadness",1,8
"924",1515,"anger",1,8
"925",1516,"trust",1,8
"926",1517,"sadness",1,8
"927",1520,"anger",1,8
"928",1520,"fear",1,8
"929",1520,"surprise",1,8
"930",1521,"trust",1,8
"931",1526,"anger",1,8
"932",1527,"trust",1,8
"933",1528,"fear",1,8
"934",1528,"sadness",1,8
"935",1530,"fear",1,8
"936",1530,"sadness",1,8
"937",1531,"fear",1,8
"938",1531,"sadness",1,8
"939",1531,"trust",1,8
"940",1532,"disgust",1,8
"941",1532,"fear",1,8
"942",1532,"sadness",1,8
"943",1536,"fear",1,8
"944",1536,"sadness",1,8
"945",1538,"anger",1,8
"946",1538,"fear",1,8
"947",1538,"sadness",1,8
"948",1540,"trust",1,8
"949",1542,"anger",1,8
"950",1542,"fear",1,8
"951",1543,"trust",1,8
"952",1545,"fear",1,8
"953",1546,"disgust",1,8
"954",1547,"fear",1,8
"955",1547,"sadness",1,8
"956",1548,"fear",1,8
"957",1554,"anger",1,8
"958",1554,"anticipation",1,8
"959",1554,"fear",1,8
"960",1555,"anger",1,8
"961",1559,"fear",1,8
"962",1559,"sadness",1,8
"963",1562,"trust",1,8
"964",1565,"fear",1,8
"965",1570,"fear",1,8
"966",1570,"surprise",1,8
"967",1572,"fear",1,8
"968",1573,"fear",1,8
"969",1579,"trust",1,8
"970",1586,"trust",1,8
"971",1590,"trust",1,8
"972",1591,"trust",1,8
"973",1593,"anger",1,8
"974",1593,"fear",1,8
"975",1593,"sadness",1,8
"976",1594,"trust",1,8
"977",1596,"trust",1,8
"978",1598,"trust",1,8
"979",1601,"trust",1,9
"980",1603,"anger",1,9
"981",1603,"fear",1,9
"982",1604,"anticipation",1,9
"983",1604,"joy",1,9
"984",1604,"trust",1,9
"985",1605,"sadness",1,9
"986",1606,"anger",2,9
"987",1606,"fear",1,9
"988",1606,"trust",1,9
"989",1608,"anticipation",2,9
"990",1608,"joy",2,9
"991",1608,"surprise",2,9
"992",1608,"trust",2,9
"993",1609,"anger",1,9
"994",1609,"fear",1,9
"995",1609,"sadness",2,9
"996",1609,"surprise",1,9
"997",1610,"anticipation",1,9
"998",1610,"joy",1,9
"999",1610,"sadness",1,9
"1000",1610,"trust",1,9
"1001",1612,"anticipation",1,9
